            Node    FLVEL.FLVEL1    FLVEL.FLVEL2    FLVEL.FLVEL3
           Label          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
            5387    -484.705E-09     10.2729E-12     1.84474E-21
            5388    -484.703E-09     10.1465E-12     148.786E-24
            5389    -484.702E-09     9.77019E-12    -491.965E-24
            5390    -484.700E-09     9.15333E-12     302.556E-24
            5391    -484.699E-09     8.31107E-12     5.15553E-21
            5392    -484.697E-09     7.26416E-12     2.15382E-21
            5393    -484.696E-09     6.03838E-12     4.98707E-21
            5394    -484.695E-09     4.66390E-12     3.02214E-21
            5395    -484.695E-09     3.17457E-12     2.40131E-21
            5396    -484.694E-09     1.60707E-12     3.05809E-21
            5397    -484.694E-09     808.514E-15     3.22679E-21
            5398    -484.716E-09     808.478E-15    -430.361E-24
            5399    -484.716E-09     1.60700E-12     751.430E-24
            5400    -484.715E-09     3.17444E-12     381.492E-24
            5401    -484.715E-09     4.66372E-12     598.116E-24
            5402    -484.714E-09     6.03816E-12     2.06672E-21
            5403    -484.713E-09     7.26394E-12     3.63101E-21
            5404    -484.711E-09     8.31086E-12     1.64538E-21
            5405    -484.710E-09     9.15315E-12     1.24791E-21
            5406    -484.708E-09     9.77006E-12     2.49946E-21
            5407    -484.707E-09     10.1464E-12     2.55372E-21
            5408    -484.705E-09     10.2729E-12     998.110E-24
            5409    -484.703E-09     10.1465E-12     1.19667E-21
            5410    -484.702E-09     9.77019E-12     232.251E-24
            5411    -484.700E-09     9.15333E-12     1.01460E-21
            5412    -484.699E-09     8.31107E-12     2.49415E-21
            5413    -484.697E-09     7.26416E-12     1.68700E-21
            5414    -484.696E-09     6.03838E-12     7.06207E-21
            5415    -484.695E-09     4.66390E-12     4.81452E-21
            5416    -484.695E-09     3.17457E-12     4.63269E-21
            5417    -484.694E-09     1.60707E-12    -703.975E-24
            5418    -484.694E-09     808.514E-15     3.08254E-21
            5419    -484.716E-09     808.478E-15     1.86106E-21
            5420    -484.716E-09     1.60700E-12     1.76150E-21
            5421    -484.715E-09     3.17444E-12     3.04880E-21
            5422    -484.715E-09     4.66372E-12     590.575E-24
            5423    -484.714E-09     6.03816E-12     58.5047E-24
            5424    -484.713E-09     7.26394E-12     1.92620E-21
            5425    -484.711E-09     8.31086E-12     2.21856E-21
            5426    -484.710E-09     9.15315E-12     2.97961E-21
            5427    -484.708E-09     9.77006E-12     2.82032E-21
            5428    -484.707E-09     10.1464E-12     1.54340E-21
            5429    -484.705E-09     10.2729E-12     4.00086E-21
            5430    -484.703E-09     10.1465E-12     4.06582E-21
            5431    -484.702E-09     9.77019E-12     2.91416E-21
            5432    -484.700E-09     9.15333E-12     162.309E-24
            5433    -484.699E-09     8.31107E-12     170.451E-24
            5434    -484.697E-09     7.26416E-12     3.40609E-21
            5435    -484.696E-09     6.03838E-12     3.08877E-21
            5436    -484.695E-09     4.66390E-12     3.77852E-21
            5437    -484.695E-09     3.17457E-12     1.72474E-21
            5438    -484.694E-09     1.60707E-12     3.56271E-21
            5439    -484.694E-09     808.514E-15     813.737E-24
            5440    -484.716E-09     808.478E-15     1.54407E-21
            5441    -484.716E-09     1.60700E-12     2.51170E-21
            5442    -484.715E-09     3.17444E-12    -175.230E-24
            5443    -484.715E-09     4.66372E-12     3.27778E-21
            5444    -484.714E-09     6.03816E-12     2.32543E-21
            5445    -484.713E-09     7.26394E-12    -151.431E-24
            5446    -484.711E-09     8.31086E-12     2.73228E-21
            5447    -484.710E-09     9.15315E-12     1.21925E-21
            5448    -484.708E-09     9.77006E-12     424.629E-24
            5449    -484.707E-09     10.1464E-12     3.16706E-21
            5450    -484.705E-09     10.2729E-12     3.76477E-21
            5451    -484.703E-09     10.1465E-12     3.14860E-21
            5452    -484.702E-09     9.77019E-12     5.83442E-21
            5453    -484.700E-09     9.15333E-12     2.67893E-21
            5454    -484.699E-09     8.31107E-12     269.743E-24
            5455    -484.697E-09     7.26416E-12     2.94643E-21
            5456    -484.696E-09     6.03838E-12     661.745E-24
            5457    -484.695E-09     4.66390E-12     1.97215E-21
            5458    -484.695E-09     3.17457E-12     87.1376E-24
            5459    -484.694E-09     1.60707E-12     2.98241E-21
            5460    -484.694E-09     808.514E-15     4.43914E-21
            5461    -484.716E-09     808.478E-15     1.67693E-21
            5462    -484.716E-09     1.60700E-12     2.32950E-21
            5463    -484.715E-09     3.17444E-12     3.12301E-21
            5464    -484.715E-09     4.66372E-12     3.65678E-21
            5465    -484.714E-09     6.03816E-12     3.67499E-21
            5466    -484.713E-09     7.26394E-12     1.10020E-21
            5467    -484.711E-09     8.31086E-12    -15.0960E-24
            5468    -484.710E-09     9.15315E-12     2.92217E-21
            5469    -484.708E-09     9.77006E-12     3.87341E-21
            5470    -484.707E-09     10.1464E-12     3.68875E-21
            5471    -484.705E-09     10.2729E-12     196.077E-24
            5472    -484.703E-09     10.1465E-12     2.00099E-21
            5473    -484.702E-09     9.77019E-12     3.28580E-21
            5474    -484.700E-09     9.15333E-12     5.58622E-21
            5475    -484.699E-09     8.31107E-12     2.21943E-21
            5476    -484.697E-09     7.26416E-12     2.11762E-21
            5477    -484.696E-09     6.03838E-12     1.33281E-21
            5478    -484.695E-09     4.66390E-12     1.76319E-21
            5479    -484.695E-09     3.17457E-12    -152.743E-24
            5480    -484.694E-09     1.60707E-12     333.686E-24
            5481    -484.694E-09     808.514E-15     383.704E-24
            5482    -484.716E-09     808.478E-15     2.11208E-21
            5483    -484.716E-09     1.60700E-12    -727.802E-24
            5484    -484.715E-09     3.17444E-12     4.21264E-21
            5485    -484.715E-09     4.66372E-12     270.153E-24
            5486    -484.714E-09     6.03816E-12     1.79624E-21
            5487    -484.713E-09     7.26394E-12     948.525E-24
            5488    -484.711E-09     8.31086E-12     2.16592E-21
            5489    -484.710E-09     9.15315E-12     1.57614E-21
            5490    -484.708E-09     9.77006E-12     4.85029E-21
            5491    -484.707E-09     10.1464E-12    -303.739E-24
            5492    -484.705E-09     10.2729E-12     2.04179E-21
            5493    -484.703E-09     10.1465E-12     1.45343E-21
            5494    -484.702E-09     9.77019E-12     849.771E-24
            5495    -484.700E-09     9.15333E-12    -53.1088E-24
            5496    -484.699E-09     8.31107E-12     2.11921E-21
            5497    -484.697E-09     7.26416E-12     1.90107E-21
            5498    -484.696E-09     6.03838E-12     1.02529E-21
            5499    -484.695E-09     4.66390E-12    -74.6554E-24
            5500    -484.695E-09     3.17457E-12     233.163E-24
            5501    -484.694E-09     1.60707E-12    -253.226E-24
            5502    -484.694E-09     808.514E-15     3.87191E-21
            5503    -484.716E-09     808.478E-15    -591.822E-24
            5504    -484.716E-09     1.60700E-12     1.67936E-21
            5505    -484.715E-09     3.17444E-12     288.080E-24
            5506    -484.715E-09     4.66372E-12     174.975E-24
            5507    -484.714E-09     6.03816E-12     1.21904E-21
            5508    -484.713E-09     7.26394E-12     3.16155E-21
            5509    -484.711E-09     8.31086E-12     3.65133E-21
            5510    -484.710E-09     9.15315E-12     1.44188E-21
            5511    -484.708E-09     9.77006E-12     46.4177E-24
            5512    -484.707E-09     10.1464E-12     313.623E-24
            5513    -484.705E-09     10.2729E-12     4.49638E-21
            5514    -484.703E-09     10.1465E-12     760.320E-24
            5515    -484.702E-09     9.77019E-12     393.162E-24
            5516    -484.700E-09     9.15333E-12     166.377E-24
            5517    -484.699E-09     8.31107E-12     607.799E-24
            5518    -484.697E-09     7.26416E-12     536.878E-24
            5519    -484.696E-09     6.03838E-12    -18.9363E-24
            5520    -484.695E-09     4.66390E-12     709.472E-24
            5521    -484.695E-09     3.17457E-12     3.81800E-21
            5522    -484.694E-09     1.60707E-12     2.88515E-21
            5523    -484.694E-09     808.514E-15     2.60313E-21
            5524    -484.716E-09     808.478E-15    -58.0699E-24
            5525    -484.716E-09     1.60700E-12     3.27983E-21
            5526    -484.715E-09     3.17444E-12    -273.070E-24
            5527    -484.715E-09     4.66372E-12     529.252E-24
            5528    -484.714E-09     6.03816E-12     305.207E-24
            5529    -484.713E-09     7.26394E-12     5.07571E-21
            5530    -484.711E-09     8.31086E-12    -2.46756E-21
            5531    -484.710E-09     9.15315E-12     2.72468E-21
            5532    -484.708E-09     9.77006E-12     2.52496E-21
            5533    -484.707E-09     10.1464E-12     4.07534E-21
            5534    -484.705E-09     10.2729E-12     303.810E-24
            5535    -484.703E-09     10.1465E-12     1.06514E-21
            5536    -484.702E-09     9.77019E-12     2.57134E-21
            5537    -484.700E-09     9.15333E-12     3.56004E-21
            5538    -484.699E-09     8.31107E-12     1.56490E-21
            5539    -484.697E-09     7.26416E-12    -1.41668E-21
            5540    -484.696E-09     6.03838E-12     560.314E-24
            5541    -484.695E-09     4.66390E-12    -1.92303E-21
            5542    -484.695E-09     3.17457E-12     3.79828E-21
            5543    -484.694E-09     1.60707E-12     1.93414E-21
            5544    -484.694E-09     808.514E-15    -2.72563E-21
            5545    -484.716E-09     808.478E-15     2.83359E-21
            5546    -484.716E-09     1.60700E-12    -1.36956E-21
            5547    -484.715E-09     3.17444E-12     1.29438E-21
            5548    -484.715E-09     4.66372E-12     1.66882E-21
            5549    -484.714E-09     6.03816E-12     2.55698E-21
            5550    -484.713E-09     7.26394E-12    -58.1803E-24
            5551    -484.711E-09     8.31086E-12     850.271E-24
            5552    -484.710E-09     9.15315E-12     22.6373E-24
            5553    -484.708E-09     9.77006E-12     311.008E-24
            5554    -484.707E-09     10.1464E-12     848.505E-24
            5555    -484.705E-09     10.2729E-12    -238.473E-24
            5556    -484.703E-09     10.1465E-12     435.346E-24
            5557    -484.702E-09     9.77019E-12     2.53743E-21
            5558    -484.700E-09     9.15333E-12     376.266E-24
            5559    -484.699E-09     8.31107E-12    -101.698E-24
            5560    -484.697E-09     7.26416E-12     1.68033E-21
            5561    -484.696E-09     6.03838E-12     1.64283E-21
            5562    -484.695E-09     4.66390E-12    -2.36751E-21
            5563    -484.695E-09     3.17457E-12     84.5551E-24
            5564    -484.694E-09     1.60707E-12    -1.30913E-21
            5565    -484.694E-09     808.514E-15     755.050E-24
            5566    -484.716E-09     808.478E-15     2.36689E-21
            5567    -484.716E-09     1.60700E-12     1.28757E-21
            5568    -484.715E-09     3.17444E-12     2.35739E-21
            5569    -484.715E-09     4.66372E-12     4.96636E-21
            5570    -484.714E-09     6.03816E-12     3.40536E-21
            5571    -484.713E-09     7.26394E-12    -2.10683E-21
            5572    -484.711E-09     8.31086E-12     3.68345E-21
            5573    -484.710E-09     9.15315E-12     55.8976E-24
            5574    -484.708E-09     9.77006E-12     269.423E-24
            5575    -484.707E-09     10.1464E-12    -373.792E-24
            5576    -484.705E-09     10.2729E-12     2.77292E-21
            5577    -484.703E-09     10.1465E-12     3.29612E-21
            5578    -484.702E-09     9.77019E-12    -127.435E-24
            5579    -484.700E-09     9.15333E-12     2.41652E-21
            5580    -484.699E-09     8.31107E-12     2.17407E-21
            5581    -484.697E-09     7.26416E-12     1.77271E-21
            5582    -484.696E-09     6.03838E-12     2.73837E-21
            5583    -484.695E-09     4.66390E-12     1.68473E-21
            5584    -484.695E-09     3.17457E-12     444.502E-24
            5585    -484.694E-09     1.60707E-12     1.08552E-21
            5586    -484.694E-09     808.514E-15     730.845E-24
            5587    -484.716E-09     808.478E-15    -567.012E-24
            5588    -484.716E-09     1.60700E-12     1.40049E-21
            5589    -484.715E-09     3.17444E-12     2.90564E-21
            5590    -484.715E-09     4.66372E-12     2.38895E-21
            5591    -484.714E-09     6.03816E-12    -33.3209E-24
            5592    -484.713E-09     7.26394E-12     186.312E-24
            5593    -484.711E-09     8.31086E-12     2.15564E-21
            5594    -484.710E-09     9.15315E-12    -1.00319E-21
            5595    -484.708E-09     9.77006E-12     2.50887E-21
            5596    -484.707E-09     10.1464E-12     2.16612E-21
            5597    -484.705E-09     10.2729E-12    -26.0430E-24
            5598    -484.703E-09     10.1465E-12     1.48283E-21
            5599    -484.702E-09     9.77019E-12     156.091E-24
            5600    -484.700E-09     9.15333E-12     3.68807E-21
            5601    -484.699E-09     8.31107E-12     2.73492E-21
            5602    -484.697E-09     7.26416E-12     63.1786E-24
            5603    -484.696E-09     6.03838E-12     849.097E-24
            5604    -484.695E-09     4.66390E-12     5.00793E-21
            5605    -484.695E-09     3.17457E-12     142.139E-24
            5606    -484.694E-09     1.60707E-12     1.51041E-21
            5607    -484.694E-09     808.514E-15     3.46318E-21
            5608    -484.716E-09     808.478E-15     1.35253E-21
            5609    -484.716E-09     1.60700E-12     2.00084E-21
            5610    -484.715E-09     3.17444E-12     552.179E-24
            5611    -484.715E-09     4.66372E-12    -169.993E-24
            5612    -484.714E-09     6.03816E-12     372.375E-24
            5613    -484.713E-09     7.26394E-12     1.96872E-21
            5614    -484.711E-09     8.31086E-12     2.10916E-21
            5615    -484.710E-09     9.15315E-12    -196.399E-24
            5616    -484.708E-09     9.77006E-12     587.499E-24
            5617    -484.707E-09     10.1464E-12     1.64680E-21
            5618    -484.705E-09     10.2729E-12    -680.701E-24
            5619    -484.703E-09     10.1465E-12    -42.3437E-24
            5620    -484.702E-09     9.77019E-12     2.68678E-21
            5621    -484.700E-09     9.15333E-12     1.94459E-21
            5622    -484.699E-09     8.31107E-12     1.29139E-21
            5623    -484.697E-09     7.26416E-12     1.79775E-21
            5624    -484.696E-09     6.03838E-12     974.003E-24
            5625    -484.695E-09     4.66390E-12     3.74013E-21
            5626    -484.695E-09     3.17457E-12     733.471E-24
            5627    -484.694E-09     1.60707E-12    -96.7272E-24
            5628    -484.694E-09     808.514E-15     3.35570E-21
            5629    -484.716E-09     808.478E-15     1.41236E-21
            5630    -484.716E-09     1.60700E-12     2.01506E-21
            5631    -484.715E-09     3.17444E-12     357.459E-24
            5632    -484.715E-09     4.66372E-12     84.7890E-24
            5633    -484.714E-09     6.03816E-12     920.879E-24
            5634    -484.713E-09     7.26394E-12     2.17360E-21
            5635    -484.711E-09     8.31086E-12     475.718E-24
            5636    -484.710E-09     9.15315E-12     3.69554E-21
            5637    -484.708E-09     9.77006E-12     265.145E-24
            5638    -484.707E-09     10.1464E-12    -1.96205E-21
            5639    -484.705E-09     10.2729E-12    -1.09946E-24
            5640    -484.703E-09     10.1465E-12     2.25294E-21
            5641    -484.702E-09     9.77019E-12     311.949E-24
            5642    -484.700E-09     9.15333E-12     995.157E-24
            5643    -484.699E-09     8.31107E-12     2.42149E-21
            5644    -484.697E-09     7.26416E-12     4.75795E-21
            5645    -484.696E-09     6.03838E-12     1.45566E-21
            5646    -484.695E-09     4.66390E-12     339.542E-24
            5647    -484.695E-09     3.17457E-12     2.54517E-21
            5648    -484.694E-09     1.60707E-12    -30.8128E-24
            5649    -484.694E-09     808.514E-15     2.77444E-21
            5650    -484.716E-09     808.478E-15    -195.157E-24
            5651    -484.716E-09     1.60700E-12     97.3596E-24
            5652    -484.715E-09     3.17444E-12     312.925E-24
            5653    -484.715E-09     4.66372E-12     164.047E-24
            5654    -484.714E-09     6.03816E-12     3.05818E-21
            5655    -484.713E-09     7.26394E-12    -139.121E-24
            5656    -484.711E-09     8.31086E-12     181.129E-24
            5657    -484.710E-09     9.15315E-12     59.6317E-24
            5658    -484.708E-09     9.77006E-12     115.128E-24
            5659    -484.707E-09     10.1464E-12     487.489E-24
            5660    -484.705E-09     10.2729E-12     1.14209E-21
            5661    -484.703E-09     10.1465E-12     1.66938E-21
            5662    -484.702E-09     9.77019E-12    -2.17741E-21
            5663    -484.700E-09     9.15333E-12    -153.941E-24
            5664    -484.699E-09     8.31107E-12     36.4745E-24
            5665    -484.697E-09     7.26416E-12     177.245E-24
            5666    -484.696E-09     6.03838E-12     2.23215E-21
            5667    -484.695E-09     4.66390E-12    -1.42065E-21
            5668    -484.695E-09     3.17457E-12     129.247E-24
            5669    -484.694E-09     1.60707E-12     2.00347E-21
            5670    -484.694E-09     808.514E-15     1.90870E-21
            5671    -484.716E-09     808.478E-15    -1.50199E-21
            5672    -484.716E-09     1.60700E-12     2.60759E-21
            5673    -484.715E-09     3.17444E-12     3.92759E-21
            5674    -484.715E-09     4.66372E-12     509.955E-24
            5675    -484.714E-09     6.03816E-12     866.712E-24
            5676    -484.713E-09     7.26394E-12     45.1993E-24
            5677    -484.711E-09     8.31086E-12    -272.899E-24
            5678    -484.710E-09     9.15315E-12     1.76195E-21
            5679    -484.708E-09     9.77006E-12     361.502E-24
            5680    -484.707E-09     10.1464E-12     1.44027E-21
            5681    -484.705E-09     10.2729E-12     408.063E-24
            5682    -484.703E-09     10.1465E-12     1.43796E-21
            5683    -484.702E-09     9.77019E-12     851.883E-24
            5684    -484.700E-09     9.15333E-12     21.3009E-24
            5685    -484.699E-09     8.31107E-12    -73.5995E-24
            5686    -484.697E-09     7.26416E-12    -2.66936E-21
            5687    -484.696E-09     6.03838E-12     3.65984E-21
            5688    -484.695E-09     4.66390E-12     52.8982E-24
            5689    -484.695E-09     3.17457E-12     645.222E-24
            5690    -484.694E-09     1.60707E-12     316.663E-24
            5691    -484.694E-09     808.514E-15    -784.732E-24
            5692    -484.716E-09     808.478E-15     2.67834E-21
            5693    -484.716E-09     1.60700E-12     1.52590E-21
            5694    -484.715E-09     3.17444E-12    -8.69817E-24
            5695    -484.715E-09     4.66372E-12     2.38642E-21
            5696    -484.714E-09     6.03816E-12    -144.862E-24
            5697    -484.713E-09     7.26394E-12     2.26897E-21
            5698    -484.711E-09     8.31086E-12     324.599E-24
            5699    -484.710E-09     9.15315E-12     3.83617E-21
            5700    -484.708E-09     9.77006E-12     635.119E-24
            5701    -484.707E-09     10.1464E-12     1.09465E-21
            5702    -484.705E-09     10.2729E-12     2.09392E-21
            5703    -484.703E-09     10.1465E-12     568.674E-24
            5704    -484.702E-09     9.77019E-12     2.66417E-21
            5705    -484.700E-09     9.15333E-12     494.396E-24
            5706    -484.699E-09     8.31107E-12     28.2726E-24
            5707    -484.697E-09     7.26416E-12     3.55207E-21
            5708    -484.696E-09     6.03838E-12    -2.45269E-21
            5709    -484.695E-09     4.66390E-12     812.746E-24
            5710    -484.695E-09     3.17457E-12     1.60884E-21
            5711    -484.694E-09     1.60707E-12    -169.551E-24
            5712    -484.694E-09     808.514E-15     2.04522E-21
            5713    -484.716E-09     808.478E-15     8.36310E-21
            5714    -484.716E-09     1.60700E-12    -1.48424E-21
            5715    -484.715E-09     3.17444E-12    -6.86786E-21
            5716    -484.715E-09     4.66372E-12     3.41210E-21
            5717    -484.714E-09     6.03816E-12     645.945E-24
            5718    -484.713E-09     7.26394E-12     4.43423E-21
            5719    -484.711E-09     8.31086E-12     1.34341E-21
            5720    -484.710E-09     9.15315E-12    -247.575E-24
            5721    -484.708E-09     9.77006E-12    -319.597E-24
            5722    -484.707E-09     10.1464E-12     1.65992E-21
            5723    -484.705E-09     10.2729E-12     6.24408E-21
            5724    -484.703E-09     10.1465E-12     265.004E-24
            5725    -484.702E-09     9.77019E-12     5.13967E-21
            5726    -484.700E-09     9.15333E-12    -11.2852E-24
            5727    -484.699E-09     8.31107E-12     349.927E-24
            5728    -484.697E-09     7.26416E-12     6.90922E-21
            5729    -484.696E-09     6.03838E-12    -4.58929E-21
            5730    -484.695E-09     4.66390E-12     210.330E-24
            5731    -484.695E-09     3.17457E-12    -1.54719E-21
            5732    -484.694E-09     1.60707E-12     4.37569E-21
            5733    -484.694E-09     808.514E-15     3.62395E-21
            5734    -484.718E-09     952.278E-15     1.10071E-21
            5735    -484.718E-09     1.89283E-12    -410.434E-24
            5736    -484.717E-09     3.73906E-12    -3.80713E-21
            5737    -484.716E-09     5.49323E-12     5.34812E-21
            5738    -484.715E-09     7.11214E-12     88.2105E-24
            5739    -484.714E-09     8.55594E-12     502.099E-24
            5740    -484.712E-09     9.78908E-12     4.86761E-21
            5741    -484.711E-09     10.7812E-12     2.32092E-21
            5742    -484.709E-09     11.5078E-12     654.976E-24
            5743    -484.707E-09     11.9511E-12     5.12125E-21
            5744    -484.705E-09     12.1001E-12     281.582E-24
            5745    -484.703E-09     11.9512E-12     686.895E-24
            5746    -484.701E-09     11.5080E-12    -3.98750E-21
            5747    -484.699E-09     10.7814E-12     5.22378E-21
            5748    -484.698E-09     9.78937E-12     60.0772E-24
            5749    -484.696E-09     8.55625E-12     3.83204E-21
            5750    -484.695E-09     7.11243E-12     797.525E-24
            5751    -484.694E-09     5.49348E-12     1.75995E-21
            5752    -484.693E-09     3.73924E-12     177.157E-24
            5753    -484.693E-09     1.89293E-12    -465.233E-24
            5754    -484.692E-09     952.327E-15    -3.15991E-21
            5755    -484.718E-09     952.278E-15    -478.659E-24
            5756    -484.718E-09     1.89283E-12     1.94525E-21
            5757    -484.717E-09     3.73906E-12    -547.104E-24
            5758    -484.716E-09     5.49323E-12     2.99992E-21
            5759    -484.715E-09     7.11214E-12     401.798E-24
            5760    -484.714E-09     8.55594E-12     2.25444E-21
            5761    -484.712E-09     9.78908E-12     2.18481E-21
            5762    -484.711E-09     10.7812E-12     1.69495E-21
            5763    -484.709E-09     11.5078E-12    -375.057E-24
            5764    -484.707E-09     11.9511E-12     3.34113E-21
            5765    -484.705E-09     12.1001E-12     534.303E-24
            5766    -484.703E-09     11.9512E-12     837.125E-24
            5767    -484.701E-09     11.5080E-12     287.910E-24
            5768    -484.699E-09     10.7814E-12     704.128E-24
            5769    -484.698E-09     9.78937E-12     2.98956E-21
            5770    -484.696E-09     8.55625E-12     110.498E-24
            5771    -484.695E-09     7.11243E-12     2.20281E-21
            5772    -484.694E-09     5.49348E-12     3.14283E-21
            5773    -484.693E-09     3.73924E-12    -395.783E-24
            5774    -484.693E-09     1.89293E-12    -6.22217E-24
            5775    -484.692E-09     952.327E-15     346.752E-24
            5776    -484.718E-09     952.278E-15     2.09124E-21
            5777    -484.718E-09     1.89283E-12     1.21498E-21
            5778    -484.717E-09     3.73906E-12     3.58747E-21
            5779    -484.716E-09     5.49323E-12    -61.8699E-24
            5780    -484.715E-09     7.11214E-12     1.16297E-21
            5781    -484.714E-09     8.55594E-12     2.98954E-21
            5782    -484.712E-09     9.78908E-12     524.267E-24
            5783    -484.711E-09     10.7812E-12    -261.669E-24
            5784    -484.709E-09     11.5078E-12     4.88774E-21
            5785    -484.707E-09     11.9511E-12     736.824E-24
            5786    -484.705E-09     12.1001E-12     4.42017E-21
            5787    -484.703E-09     11.9512E-12     31.9384E-24
            5788    -484.701E-09     11.5080E-12     3.59772E-21
            5789    -484.699E-09     10.7814E-12     2.11891E-21
            5790    -484.698E-09     9.78937E-12     4.54874E-21
            5791    -484.696E-09     8.55625E-12     519.145E-24
            5792    -484.695E-09     7.11243E-12     2.43697E-21
            5793    -484.694E-09     5.49348E-12     2.41752E-21
            5794    -484.693E-09     3.73924E-12     1.16163E-21
            5795    -484.693E-09     1.89293E-12     553.183E-24
            5796    -484.692E-09     952.327E-15     2.34456E-21
            5797    -484.718E-09     952.278E-15     2.48772E-21
            5798    -484.718E-09     1.89283E-12     1.64632E-21
            5799    -484.717E-09     3.73906E-12     1.15878E-21
            5800    -484.716E-09     5.49323E-12     16.7246E-24
            5801    -484.715E-09     7.11214E-12     4.06857E-21
            5802    -484.714E-09     8.55594E-12     309.703E-24
            5803    -484.712E-09     9.78908E-12     208.311E-24
            5804    -484.711E-09     10.7812E-12     281.951E-24
            5805    -484.709E-09     11.5078E-12    -1.53690E-21
            5806    -484.707E-09     11.9511E-12     1.74152E-21
            5807    -484.705E-09     12.1001E-12     3.74371E-21
            5808    -484.703E-09     11.9512E-12     739.181E-24
            5809    -484.701E-09     11.5080E-12     1.22012E-21
            5810    -484.699E-09     10.7814E-12     3.48161E-21
            5811    -484.698E-09     9.78937E-12     2.23437E-21
            5812    -484.696E-09     8.55625E-12     2.12306E-21
            5813    -484.695E-09     7.11243E-12     142.885E-24
            5814    -484.694E-09     5.49348E-12    -1.88741E-21
            5815    -484.693E-09     3.73924E-12     3.05971E-21
            5816    -484.693E-09     1.89293E-12     1.66882E-21
            5817    -484.692E-09     952.327E-15     3.30759E-21
            5818    -484.718E-09     952.278E-15     2.54162E-21
            5819    -484.718E-09     1.89283E-12     3.74702E-21
            5820    -484.717E-09     3.73906E-12     4.56699E-21
            5821    -484.716E-09     5.49323E-12     3.92279E-21
            5822    -484.715E-09     7.11214E-12     3.93464E-21
            5823    -484.714E-09     8.55594E-12     3.05587E-21
            5824    -484.712E-09     9.78908E-12     93.4118E-24
            5825    -484.711E-09     10.7812E-12     2.61649E-21
            5826    -484.709E-09     11.5078E-12    -2.59998E-21
            5827    -484.707E-09     11.9511E-12     1.35885E-21
            5828    -484.705E-09     12.1001E-12     102.154E-24
            5829    -484.703E-09     11.9512E-12     3.65630E-21
            5830    -484.701E-09     11.5080E-12    -25.3954E-24
            5831    -484.699E-09     10.7814E-12     33.1081E-24
            5832    -484.698E-09     9.78937E-12     917.736E-24
            5833    -484.696E-09     8.55625E-12     2.57041E-21
            5834    -484.695E-09     7.11243E-12     1.54603E-21
            5835    -484.694E-09     5.49348E-12     2.74109E-21
            5836    -484.693E-09     3.73924E-12     1.06104E-21
            5837    -484.693E-09     1.89293E-12     3.51373E-21
            5838    -484.692E-09     952.327E-15     1.20098E-21
            5839    -484.718E-09     952.278E-15     1.60672E-21
            5840    -484.718E-09     1.89283E-12     2.62275E-21
            5841    -484.717E-09     3.73906E-12     4.15382E-21
            5842    -484.716E-09     5.49323E-12     4.16143E-21
            5843    -484.715E-09     7.11214E-12    -730.568E-24
            5844    -484.714E-09     8.55594E-12    -129.002E-24
            5845    -484.712E-09     9.78908E-12     99.5616E-24
            5846    -484.711E-09     10.7812E-12     1.81996E-21
            5847    -484.709E-09     11.5078E-12     5.71642E-21
            5848    -484.707E-09     11.9511E-12    -40.1607E-24
            5849    -484.705E-09     12.1001E-12     231.587E-24
            5850    -484.703E-09     11.9512E-12    -191.816E-24
            5851    -484.701E-09     11.5080E-12     2.69667E-21
            5852    -484.699E-09     10.7814E-12     132.049E-24
            5853    -484.698E-09     9.78937E-12     109.763E-24
            5854    -484.696E-09     8.55625E-12     5.32158E-21
            5855    -484.695E-09     7.11243E-12     3.14848E-21
            5856    -484.694E-09     5.49348E-12     2.84632E-21
            5857    -484.693E-09     3.73924E-12     2.87957E-21
            5858    -484.693E-09     1.89293E-12     879.952E-24
            5859    -484.692E-09     952.327E-15    -22.7214E-24
            5860    -484.718E-09     952.278E-15     2.07523E-21
            5861    -484.718E-09     1.89283E-12     1.33069E-21
            5862    -484.717E-09     3.73906E-12    -1.64459E-21
            5863    -484.716E-09     5.49323E-12     1.19345E-21
            5864    -484.715E-09     7.11214E-12     265.082E-24
            5865    -484.714E-09     8.55594E-12    -2.02707E-21
            5866    -484.712E-09     9.78908E-12     3.74206E-21
            5867    -484.711E-09     10.7812E-12     1.93639E-21
            5868    -484.709E-09     11.5078E-12     3.56551E-21
            5869    -484.707E-09     11.9511E-12     2.64829E-21
            5870    -484.705E-09     12.1001E-12     5.39648E-21
            5871    -484.703E-09     11.9512E-12     1.41391E-21
            5872    -484.701E-09     11.5080E-12     3.49895E-21
            5873    -484.699E-09     10.7814E-12     3.28395E-21
            5874    -484.698E-09     9.78937E-12     341.534E-24
            5875    -484.696E-09     8.55625E-12     2.42925E-21
            5876    -484.695E-09     7.11243E-12     3.63294E-21
            5877    -484.694E-09     5.49348E-12     2.51507E-21
            5878    -484.693E-09     3.73924E-12     2.81233E-21
            5879    -484.693E-09     1.89293E-12     2.88137E-21
            5880    -484.692E-09     952.327E-15     2.48824E-21
            5881    -484.718E-09     952.278E-15     2.84509E-21
            5882    -484.718E-09     1.89283E-12     1.45465E-21
            5883    -484.717E-09     3.73906E-12     1.13030E-21
            5884    -484.716E-09     5.49323E-12     157.456E-24
            5885    -484.715E-09     7.11214E-12     490.412E-24
            5886    -484.714E-09     8.55594E-12     4.34472E-21
            5887    -484.712E-09     9.78908E-12     6.59822E-21
