            Node    FLVEL.FLVEL1    FLVEL.FLVEL2    FLVEL.FLVEL3
           Label          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
           12904    -484.729E-09     150.802E-12     6.78131E-21
           12905    -484.705E-09     152.689E-12     2.36471E-21
           12906    -484.681E-09     150.817E-12     2.87044E-21
           12907    -484.657E-09     145.231E-12     3.30269E-21
           12908    -484.635E-09     136.067E-12     411.204E-24
           12909    -484.614E-09     123.552E-12     877.195E-24
           12910    -484.596E-09     107.992E-12     5.54194E-21
           12911    -484.580E-09     89.7719E-12     1.71127E-21
           12912    -484.568E-09     69.3394E-12     4.74309E-21
           12913    -484.558E-09     47.1981E-12     11.6375E-21
           12914    -484.553E-09     23.8935E-12     5.28823E-21
           12915    -484.551E-09     12.0208E-12     7.32758E-21
           12916    -484.859E-09     12.0130E-12     11.0808E-21
           12917    -484.857E-09     23.8783E-12     2.58796E-21
           12918    -484.852E-09     47.1691E-12     6.81066E-21
           12919    -484.843E-09     69.2996E-12    -4.51535E-21
           12920    -484.830E-09     89.7252E-12     6.78806E-21
           12921    -484.814E-09     107.943E-12     2.17337E-21
           12922    -484.796E-09     123.505E-12     3.50292E-21
           12923    -484.775E-09     136.027E-12     6.79313E-21
           12924    -484.753E-09     145.202E-12     12.7615E-21
           12925    -484.729E-09     150.802E-12     1.76799E-21
           12926    -484.705E-09     152.689E-12     1.84066E-21
           12927    -484.681E-09     150.817E-12    -2.13360E-21
           12928    -484.657E-09     145.231E-12     4.44131E-21
           12929    -484.635E-09     136.067E-12     2.96142E-21
           12930    -484.614E-09     123.552E-12     4.43718E-21
           12931    -484.596E-09     107.992E-12     7.91759E-21
           12932    -484.580E-09     89.7719E-12     5.31498E-21
           12933    -484.568E-09     69.3394E-12    -1.58211E-21
           12934    -484.558E-09     47.1981E-12     254.835E-24
           12935    -484.553E-09     23.8935E-12     2.29620E-21
           12936    -484.551E-09     12.0208E-12     4.15694E-21
           12937    -484.859E-09     12.0130E-12     5.94914E-21
           12938    -484.857E-09     23.8783E-12     1.81379E-21
           12939    -484.852E-09     47.1691E-12     5.32146E-21
           12940    -484.843E-09     69.2996E-12    -5.85378E-21
           12941    -484.830E-09     89.7252E-12     1.06282E-21
           12942    -484.814E-09     107.943E-12     613.127E-24
           12943    -484.796E-09     123.505E-12     8.43379E-21
           12944    -484.775E-09     136.027E-12     3.81730E-21
           12945    -484.753E-09     145.202E-12     4.14010E-21
           12946    -484.729E-09     150.802E-12     6.97970E-21
           12947    -484.705E-09     152.689E-12     5.19671E-21
           12948    -484.681E-09     150.817E-12     6.47059E-21
           12949    -484.657E-09     145.231E-12     3.39651E-21
           12950    -484.635E-09     136.067E-12    -121.226E-24
           12951    -484.614E-09     123.552E-12     4.97091E-21
           12952    -484.596E-09     107.992E-12     7.68770E-21
           12953    -484.580E-09     89.7719E-12     7.44925E-21
           12954    -484.568E-09     69.3394E-12     6.18807E-21
           12955    -484.558E-09     47.1981E-12    -272.955E-24
           12956    -484.553E-09     23.8935E-12     87.0555E-24
           12957    -484.551E-09     12.0208E-12     3.43693E-21
           12958    -484.859E-09     12.0130E-12    -91.6469E-24
           12959    -484.857E-09     23.8783E-12     1.60657E-21
           12960    -484.852E-09     47.1691E-12     742.798E-24
           12961    -484.843E-09     69.2996E-12     9.48886E-21
           12962    -484.830E-09     89.7252E-12     2.59951E-21
           12963    -484.814E-09     107.943E-12     637.779E-24
           12964    -484.796E-09     123.505E-12     16.6907E-24
           12965    -484.775E-09     136.027E-12     2.49016E-21
           12966    -484.753E-09     145.202E-12     2.54381E-21
           12967    -484.729E-09     150.802E-12     1.59908E-21
           12968    -484.705E-09     152.689E-12     889.407E-24
           12969    -484.681E-09     150.817E-12     7.63994E-21
           12970    -484.657E-09     145.231E-12     911.319E-24
           12971    -484.635E-09     136.067E-12     3.73410E-21
           12972    -484.614E-09     123.552E-12     8.15453E-21
           12973    -484.596E-09     107.992E-12    -3.86085E-21
           12974    -484.580E-09     89.7719E-12     5.56138E-21
           12975    -484.568E-09     69.3394E-12     13.5288E-21
           12976    -484.558E-09     47.1981E-12     2.01276E-21
           12977    -484.553E-09     23.8935E-12     11.9852E-21
           12978    -484.551E-09     12.0208E-12     3.21105E-21
           12979    -484.859E-09     12.0130E-12     3.12527E-21
           12980    -484.857E-09     23.8783E-12     1.67986E-21
           12981    -484.852E-09     47.1691E-12    -2.65434E-21
           12982    -484.843E-09     69.2996E-12     8.33111E-21
           12983    -484.830E-09     89.7252E-12    -2.85537E-21
           12984    -484.814E-09     107.943E-12     2.40492E-21
           12985    -484.796E-09     123.505E-12    -2.91447E-21
           12986    -484.775E-09     136.027E-12    -7.25608E-21
           12987    -484.753E-09     145.202E-12     278.996E-24
           12988    -484.729E-09     150.802E-12    -4.05557E-21
           12989    -484.705E-09     152.689E-12     705.140E-24
           12990    -484.681E-09     150.817E-12     4.26013E-21
           12991    -484.657E-09     145.231E-12     10.9622E-21
           12992    -484.635E-09     136.067E-12     10.3462E-21
           12993    -484.614E-09     123.552E-12     7.36270E-21
           12994    -484.596E-09     107.992E-12     3.68272E-21
           12995    -484.580E-09     89.7719E-12     5.06413E-21
           12996    -484.568E-09     69.3394E-12     7.39301E-21
           12997    -484.558E-09     47.1981E-12     8.51012E-21
           12998    -484.553E-09     23.8935E-12     12.3124E-21
           12999    -484.551E-09     12.0208E-12     5.34056E-21
           13000    -484.859E-09     12.0130E-12     2.05288E-21
           13001    -484.857E-09     23.8783E-12     906.028E-24
           13002    -484.852E-09     47.1691E-12     1.36773E-21
           13003    -484.843E-09     69.2996E-12    -6.77427E-21
           13004    -484.830E-09     89.7252E-12    -4.46489E-21
           13005    -484.814E-09     107.943E-12     5.85194E-21
           13006    -484.796E-09     123.505E-12     957.034E-24
           13007    -484.775E-09     136.027E-12     1.59387E-21
           13008    -484.753E-09     145.202E-12    -2.24910E-21
           13009    -484.729E-09     150.802E-12     1.75899E-21
           13010    -484.705E-09     152.689E-12     9.77583E-21
           13011    -484.681E-09     150.817E-12     4.63159E-21
           13012    -484.657E-09     145.231E-12     5.37770E-21
           13013    -484.635E-09     136.067E-12     7.52177E-21
           13014    -484.614E-09     123.552E-12     1.02511E-21
           13015    -484.596E-09     107.992E-12     10.9790E-21
           13016    -484.580E-09     89.7719E-12     1.31549E-21
           13017    -484.568E-09     69.3394E-12     4.31206E-21
           13018    -484.558E-09     47.1981E-12     3.63630E-21
           13019    -484.553E-09     23.8935E-12     2.57435E-21
           13020    -484.551E-09     12.0208E-12     7.78797E-21
           13021    -484.859E-09     12.0130E-12     4.02119E-21
           13022    -484.857E-09     23.8783E-12     1.14280E-21
           13023    -484.852E-09     47.1691E-12     3.02508E-21
           13024    -484.843E-09     69.2996E-12     1.72009E-21
           13025    -484.830E-09     89.7252E-12     7.52251E-21
           13026    -484.814E-09     107.943E-12     1.56309E-21
           13027    -484.796E-09     123.505E-12     5.75854E-21
           13028    -484.775E-09     136.027E-12     8.25277E-21
           13029    -484.753E-09     145.202E-12     2.69404E-21
           13030    -484.729E-09     150.802E-12     7.71003E-21
           13031    -484.705E-09     152.689E-12     7.51926E-21
           13032    -484.681E-09     150.817E-12     9.28990E-21
           13033    -484.657E-09     145.231E-12     1.40326E-21
           13034    -484.635E-09     136.067E-12     786.216E-24
           13035    -484.614E-09     123.552E-12     8.16740E-21
           13036    -484.596E-09     107.992E-12    -785.836E-24
           13037    -484.580E-09     89.7719E-12     105.652E-24
           13038    -484.568E-09     69.3394E-12     2.83665E-21
           13039    -484.558E-09     47.1981E-12     3.53007E-21
           13040    -484.553E-09     23.8935E-12     4.96250E-21
           13041    -484.551E-09     12.0208E-12     182.341E-24
           13042    -484.859E-09     12.0130E-12     6.16913E-21
           13043    -484.857E-09     23.8783E-12     2.67100E-21
           13044    -484.852E-09     47.1691E-12     720.750E-24
           13045    -484.843E-09     69.2996E-12     11.7098E-21
           13046    -484.830E-09     89.7252E-12     9.80198E-21
           13047    -484.814E-09     107.943E-12     1.99838E-21
           13048    -484.796E-09     123.505E-12     6.05903E-21
           13049    -484.775E-09     136.027E-12     1.76404E-21
           13050    -484.753E-09     145.202E-12     8.34588E-21
           13051    -484.729E-09     150.802E-12     6.06060E-21
           13052    -484.705E-09     152.689E-12    -1.81187E-21
           13053    -484.681E-09     150.817E-12     7.56234E-21
           13054    -484.657E-09     145.231E-12     3.18968E-21
           13055    -484.635E-09     136.067E-12     3.15952E-21
           13056    -484.614E-09     123.552E-12     4.50629E-21
           13057    -484.596E-09     107.992E-12     330.969E-24
           13058    -484.580E-09     89.7719E-12     8.87742E-21
           13059    -484.568E-09     69.3394E-12     995.872E-24
           13060    -484.558E-09     47.1981E-12     8.62421E-21
           13061    -484.553E-09     23.8935E-12    -590.418E-24
           13062    -484.551E-09     12.0208E-12    -4.37051E-21
           13063    -484.859E-09     12.0130E-12     3.92401E-21
           13064    -484.857E-09     23.8783E-12     3.99984E-21
           13065    -484.852E-09     47.1691E-12     9.97520E-21
           13066    -484.843E-09     69.2996E-12     665.815E-24
           13067    -484.830E-09     89.7252E-12     8.18442E-21
           13068    -484.814E-09     107.943E-12     8.20888E-21
           13069    -484.796E-09     123.505E-12     3.36167E-21
           13070    -484.775E-09     136.027E-12     12.4357E-21
           13071    -484.753E-09     145.202E-12     8.17214E-21
           13072    -484.729E-09     150.802E-12     1.91695E-21
           13073    -484.705E-09     152.689E-12     8.16943E-21
           13074    -484.681E-09     150.817E-12    -5.80243E-21
           13075    -484.657E-09     145.231E-12     1.38607E-21
           13076    -484.635E-09     136.067E-12     5.39597E-21
           13077    -484.614E-09     123.552E-12     4.72929E-21
           13078    -484.596E-09     107.992E-12     6.00990E-21
           13079    -484.580E-09     89.7719E-12     2.39633E-21
           13080    -484.568E-09     69.3394E-12     7.25417E-21
           13081    -484.558E-09     47.1981E-12    -2.36027E-21
           13082    -484.553E-09     23.8935E-12     685.489E-24
           13083    -484.551E-09     12.0208E-12     5.09793E-21
           13084    -484.859E-09     12.0130E-12     3.72166E-21
           13085    -484.857E-09     23.8783E-12     10.4615E-21
           13086    -484.852E-09     47.1691E-12     3.50831E-21
           13087    -484.843E-09     69.2996E-12     2.02566E-21
           13088    -484.830E-09     89.7252E-12     2.87462E-21
           13089    -484.814E-09     107.943E-12     5.52277E-21
           13090    -484.796E-09     123.505E-12     7.17330E-21
           13091    -484.775E-09     136.027E-12     5.34687E-21
           13092    -484.753E-09     145.202E-12     2.27363E-21
           13093    -484.729E-09     150.802E-12     5.25487E-21
           13094    -484.705E-09     152.689E-12     7.97071E-21
           13095    -484.681E-09     150.817E-12     2.42087E-21
           13096    -484.657E-09     145.231E-12     1.48568E-21
           13097    -484.635E-09     136.067E-12     6.13034E-21
           13098    -484.614E-09     123.552E-12     1.93095E-21
           13099    -484.596E-09     107.992E-12     2.81960E-21
           13100    -484.580E-09     89.7719E-12     2.30172E-21
           13101    -484.568E-09     69.3394E-12     564.633E-24
           13102    -484.558E-09     47.1981E-12     1.68515E-21
           13103    -484.553E-09     23.8935E-12     9.14621E-21
           13104    -484.551E-09     12.0208E-12     9.79389E-21
           13105    -484.859E-09     12.0130E-12     1.58848E-21
           13106    -484.857E-09     23.8783E-12     1.65361E-21
           13107    -484.852E-09     47.1691E-12     1.63913E-21
           13108    -484.843E-09     69.2996E-12     1.13145E-21
           13109    -484.830E-09     89.7252E-12    -693.282E-24
           13110    -484.814E-09     107.943E-12     1.61240E-21
           13111    -484.796E-09     123.505E-12     2.74334E-21
           13112    -484.775E-09     136.027E-12     690.078E-24
           13113    -484.753E-09     145.202E-12     698.401E-24
           13114    -484.729E-09     150.802E-12     1.45848E-21
           13115    -484.705E-09     152.689E-12     603.804E-24
           13116    -484.681E-09     150.817E-12     8.20262E-21
           13117    -484.657E-09     145.231E-12     6.74775E-21
           13118    -484.635E-09     136.067E-12     5.10922E-21
           13119    -484.614E-09     123.552E-12     8.23376E-21
           13120    -484.596E-09     107.992E-12     5.14027E-21
           13121    -484.580E-09     89.7719E-12     6.16997E-21
           13122    -484.568E-09     69.3394E-12    -845.385E-24
           13123    -484.558E-09     47.1981E-12     1.26167E-21
           13124    -484.553E-09     23.8935E-12    -470.707E-24
           13125    -484.551E-09     12.0208E-12     7.35799E-21
           13126    -484.859E-09     12.0130E-12     3.61541E-21
           13127    -484.857E-09     23.8783E-12     1.76216E-21
           13128    -484.852E-09     47.1691E-12     3.33681E-21
           13129    -484.843E-09     69.2996E-12     412.430E-24
           13130    -484.830E-09     89.7252E-12     9.32579E-21
           13131    -484.814E-09     107.943E-12    -2.55690E-21
           13132    -484.796E-09     123.505E-12    -2.13496E-21
           13133    -484.775E-09     136.027E-12     2.07645E-21
           13134    -484.753E-09     145.202E-12     1.81888E-21
           13135    -484.729E-09     150.802E-12     1.20963E-21
           13136    -484.705E-09     152.689E-12     2.24273E-21
           13137    -484.681E-09     150.817E-12     1.89273E-21
           13138    -484.657E-09     145.231E-12     9.06808E-21
           13139    -484.635E-09     136.067E-12     1.96992E-21
           13140    -484.614E-09     123.552E-12     9.43944E-21
           13141    -484.596E-09     107.992E-12    -4.45551E-21
           13142    -484.580E-09     89.7719E-12     2.14096E-21
           13143    -484.568E-09     69.3394E-12     6.03480E-21
           13144    -484.558E-09     47.1981E-12     1.34948E-21
           13145    -484.553E-09     23.8935E-12    -2.19234E-21
           13146    -484.551E-09     12.0208E-12    -406.042E-24
           13147    -484.859E-09     12.0130E-12     8.24656E-21
           13148    -484.857E-09     23.8783E-12     7.86453E-21
           13149    -484.852E-09     47.1691E-12    -1.02771E-21
           13150    -484.843E-09     69.2996E-12     7.17912E-21
           13151    -484.830E-09     89.7252E-12     6.77575E-21
           13152    -484.814E-09     107.943E-12     4.54584E-21
           13153    -484.796E-09     123.505E-12     1.49017E-21
           13154    -484.775E-09     136.027E-12     2.00422E-21
           13155    -484.753E-09     145.202E-12     88.0682E-24
           13156    -484.729E-09     150.802E-12     6.03305E-21
           13157    -484.705E-09     152.689E-12     1.09624E-21
           13158    -484.681E-09     150.817E-12     3.01576E-21
           13159    -484.657E-09     145.231E-12     4.77793E-21
           13160    -484.635E-09     136.067E-12    -2.24442E-21
           13161    -484.614E-09     123.552E-12     3.30501E-21
           13162    -484.596E-09     107.992E-12     806.263E-24
           13163    -484.580E-09     89.7719E-12     5.32552E-21
           13164    -484.568E-09     69.3394E-12     8.09353E-21
           13165    -484.558E-09     47.1981E-12     3.62269E-21
           13166    -484.553E-09     23.8935E-12     6.21452E-21
           13167    -484.551E-09     12.0208E-12     1.38135E-21
           13168    -484.859E-09     12.0130E-12     3.61804E-21
           13169    -484.857E-09     23.8783E-12     2.11356E-21
           13170    -484.852E-09     47.1691E-12     3.94260E-21
           13171    -484.843E-09     69.2996E-12     7.04897E-21
           13172    -484.830E-09     89.7252E-12     899.019E-24
           13173    -484.814E-09     107.943E-12     7.09346E-21
           13174    -484.796E-09     123.505E-12     1.00355E-21
           13175    -484.775E-09     136.027E-12    -1.73969E-21
           13176    -484.753E-09     145.202E-12     1.94887E-21
           13177    -484.729E-09     150.802E-12     1.83333E-21
           13178    -484.705E-09     152.689E-12     5.11297E-21
           13179    -484.681E-09     150.817E-12     4.15046E-21
           13180    -484.657E-09     145.231E-12     6.01435E-21
           13181    -484.635E-09     136.067E-12     3.11276E-21
           13182    -484.614E-09     123.552E-12     1.05517E-21
           13183    -484.596E-09     107.992E-12     12.2304E-21
           13184    -484.580E-09     89.7719E-12     8.45102E-21
           13185    -484.568E-09     69.3394E-12     5.82254E-21
           13186    -484.558E-09     47.1981E-12     8.21394E-21
           13187    -484.553E-09     23.8935E-12     5.62057E-21
           13188    -484.551E-09     12.0208E-12     5.40661E-21
           13189    -484.859E-09     12.0130E-12     3.35725E-21
           13190    -484.857E-09     23.8783E-12     1.70029E-21
           13191    -484.852E-09     47.1691E-12     3.04137E-21
           13192    -484.843E-09     69.2996E-12     1.73600E-21
           13193    -484.830E-09     89.7252E-12     2.42808E-21
           13194    -484.814E-09     107.943E-12     1.96765E-21
           13195    -484.796E-09     123.505E-12     4.47058E-21
           13196    -484.775E-09     136.027E-12     696.370E-24
           13197    -484.753E-09     145.202E-12     687.173E-24
           13198    -484.729E-09     150.802E-12     4.38891E-21
           13199    -484.705E-09     152.689E-12     2.48145E-21
           13200    -484.681E-09     150.817E-12     904.695E-24
           13201    -484.657E-09     145.231E-12     7.10702E-21
           13202    -484.635E-09     136.067E-12     798.785E-24
           13203    -484.614E-09     123.552E-12     2.34395E-21
           13204    -484.596E-09     107.992E-12     8.51565E-21
           13205    -484.580E-09     89.7719E-12     1.62571E-21
           13206    -484.568E-09     69.3394E-12     7.12563E-21
           13207    -484.558E-09     47.1981E-12     1.87617E-21
           13208    -484.553E-09     23.8935E-12     773.319E-24
           13209    -484.551E-09     12.0208E-12     5.53024E-21
           13210    -484.859E-09     12.0130E-12     15.8524E-21
           13211    -484.857E-09     23.8783E-12     7.07798E-21
           13212    -484.852E-09     47.1691E-12     614.463E-24
           13213    -484.843E-09     69.2996E-12     3.42721E-21
           13214    -484.830E-09     89.7252E-12     157.308E-24
           13215    -484.814E-09     107.943E-12     2.81076E-21
           13216    -484.796E-09     123.505E-12     9.83563E-21
           13217    -484.775E-09     136.027E-12     13.7571E-21
           13218    -484.753E-09     145.202E-12     3.04099E-21
           13219    -484.729E-09     150.802E-12     6.72726E-21
           13220    -484.705E-09     152.689E-12    -8.99210E-21
           13221    -484.681E-09     150.817E-12     2.39159E-21
           13222    -484.657E-09     145.231E-12     1.35087E-21
           13223    -484.635E-09     136.067E-12     3.99473E-21
           13224    -484.614E-09     123.552E-12     1.85140E-21
           13225    -484.596E-09     107.992E-12     6.89038E-21
           13226    -484.580E-09     89.7719E-12    -1.00692E-21
           13227    -484.568E-09     69.3394E-12     3.11124E-21
           13228    -484.558E-09     47.1981E-12    -5.61714E-21
           13229    -484.553E-09     23.8935E-12     1.18926E-21
           13230    -484.551E-09     12.0208E-12     2.53924E-21
           13231    -484.886E-09     14.0605E-12     741.171E-24
           13232    -484.883E-09     27.9480E-12     316.713E-24
           13233    -484.877E-09     55.2087E-12    -16.0379E-21
           13234    -484.866E-09     81.1113E-12     16.6080E-21
           13235    -484.851E-09     105.019E-12    -6.90309E-21
           13236    -484.833E-09     126.343E-12     3.92616E-21
           13237    -484.811E-09     144.558E-12     11.6415E-21
           13238    -484.787E-09     159.216E-12    -938.049E-24
           13239    -484.761E-09     169.956E-12    -424.917E-24
           13240    -484.733E-09     176.512E-12    -1.50012E-21
           13241    -484.705E-09     178.723E-12     711.583E-24
           13242    -484.677E-09     176.533E-12    -978.541E-24
           13243    -484.649E-09     169.996E-12    -2.05996E-21
           13244    -484.623E-09     159.271E-12    -1.41028E-21
           13245    -484.599E-09     144.622E-12     10.1326E-21
           13246    -484.577E-09     126.410E-12    -1.28053E-21
           13247    -484.559E-09     105.083E-12     1.42815E-21
           13248    -484.544E-09     81.1659E-12     3.15623E-21
           13249    -484.533E-09     55.2484E-12     6.28693E-21
           13250    -484.527E-09     27.9689E-12     91.0601E-24
           13251    -484.524E-09     14.0712E-12     12.3879E-21
           13252    -484.886E-09     14.0605E-12    -8.75235E-21
           13253    -484.883E-09     27.9480E-12     5.09931E-21
           13254    -484.877E-09     55.2087E-12    -347.524E-24
           13255    -484.866E-09     81.1113E-12     2.16063E-21
           13256    -484.851E-09     105.019E-12    -587.901E-24
           13257    -484.833E-09     126.343E-12     2.68957E-21
           13258    -484.811E-09     144.558E-12    -1.00913E-21
           13259    -484.787E-09     159.216E-12    -5.63762E-21
           13260    -484.761E-09     169.956E-12     7.96279E-21
           13261    -484.733E-09     176.512E-12    -574.949E-24
           13262    -484.705E-09     178.723E-12    -1.00978E-21
           13263    -484.677E-09     176.533E-12     2.56649E-21
           13264    -484.649E-09     169.996E-12    -2.39849E-21
           13265    -484.623E-09     159.271E-12     1.18596E-21
           13266    -484.599E-09     144.622E-12     5.03112E-21
           13267    -484.577E-09     126.410E-12     378.711E-24
           13268    -484.559E-09     105.083E-12     975.791E-24
           13269    -484.544E-09     81.1659E-12     5.73876E-21
           13270    -484.533E-09     55.2484E-12     8.16022E-21
           13271    -484.527E-09     27.9689E-12    -1.04143E-21
           13272    -484.524E-09     14.0712E-12     1.14639E-21
           13273    -484.886E-09     14.0605E-12    -2.58197E-21
           13274    -484.883E-09     27.9480E-12     210.045E-24
           13275    -484.877E-09     55.2087E-12     6.84295E-21
           13276    -484.866E-09     81.1113E-12     4.37890E-21
           13277    -484.851E-09     105.019E-12    -7.92173E-21
           13278    -484.833E-09     126.343E-12     774.652E-24
           13279    -484.811E-09     144.558E-12    -4.81461E-21
           13280    -484.787E-09     159.216E-12    -232.543E-24
           13281    -484.761E-09     169.956E-12     9.27281E-21
           13282    -484.733E-09     176.512E-12    -1.96299E-21
           13283    -484.705E-09     178.723E-12    -1.03105E-21
           13284    -484.677E-09     176.533E-12    -748.154E-24
           13285    -484.649E-09     169.996E-12    -311.835E-24
           13286    -484.623E-09     159.271E-12     2.73671E-21
           13287    -484.599E-09     144.622E-12    -5.56844E-21
           13288    -484.577E-09     126.410E-12    -615.162E-24
           13289    -484.559E-09     105.083E-12    -221.936E-24
           13290    -484.544E-09     81.1659E-12     4.73295E-21
           13291    -484.533E-09     55.2484E-12    -1.17127E-21
           13292    -484.527E-09     27.9689E-12     338.656E-24
           13293    -484.524E-09     14.0712E-12     554.066E-24
           13294    -484.886E-09     14.0605E-12     7.55736E-21
           13295    -484.883E-09     27.9480E-12    -6.28718E-21
           13296    -484.877E-09     55.2087E-12     1.01201E-21
           13297    -484.866E-09     81.1113E-12     6.16473E-21
           13298    -484.851E-09     105.019E-12    -96.3530E-24
           13299    -484.833E-09     126.343E-12     2.32804E-21
           13300    -484.811E-09     144.558E-12    -2.00396E-21
           13301    -484.787E-09     159.216E-12     288.216E-24
           13302    -484.761E-09     169.956E-12    -803.668E-24
           13303    -484.733E-09     176.512E-12    -138.699E-24
           13304    -484.705E-09     178.723E-12     7.26082E-21
           13305    -484.677E-09     176.533E-12    -4.53767E-21
           13306    -484.649E-09     169.996E-12     9.00186E-21
           13307    -484.623E-09     159.271E-12     770.557E-24
           13308    -484.599E-09     144.622E-12     96.3297E-24
           13309    -484.577E-09     126.410E-12    -724.878E-24
           13310    -484.559E-09     105.083E-12     311.446E-24
           13311    -484.544E-09     81.1659E-12     195.940E-24
           13312    -484.533E-09     55.2484E-12    -1.05350E-21
           13313    -484.527E-09     27.9689E-12    -673.509E-24
           13314    -484.524E-09     14.0712E-12     2.73083E-21
           13315    -484.886E-09     14.0605E-12     3.39560E-21
           13316    -484.883E-09     27.9480E-12    -1.63806E-21
           13317    -484.877E-09     55.2087E-12    -1.29887E-21
           13318    -484.866E-09     81.1113E-12    -12.6859E-21
           13319    -484.851E-09     105.019E-12     6.97255E-21
           13320    -484.833E-09     126.343E-12     397.711E-24
           13321    -484.811E-09     144.558E-12     3.92872E-21
           13322    -484.787E-09     159.216E-12    -237.164E-24
           13323    -484.761E-09     169.956E-12     780.421E-24
           13324    -484.733E-09     176.512E-12     5.19649E-21
           13325    -484.705E-09     178.723E-12     9.96900E-21
           13326    -484.677E-09     176.533E-12     3.65050E-21
           13327    -484.649E-09     169.996E-12    -364.691E-24
           13328    -484.623E-09     159.271E-12     8.39894E-21
           13329    -484.599E-09     144.622E-12     4.89957E-21
           13330    -484.577E-09     126.410E-12    -241.759E-24
           13331    -484.559E-09     105.083E-12     4.85461E-21
           13332    -484.544E-09     81.1659E-12     3.44432E-21
           13333    -484.533E-09     55.2484E-12     5.33158E-21
           13334    -484.527E-09     27.9689E-12     6.29428E-21
           13335    -484.524E-09     14.0712E-12     4.08028E-21
           13336    -484.886E-09     14.0605E-12    -5.14207E-21
           13337    -484.883E-09     27.9480E-12     1.19341E-21
           13338    -484.877E-09     55.2087E-12     46.4719E-24
           13339    -484.866E-09     81.1113E-12    -455.098E-24
           13340    -484.851E-09     105.019E-12    -3.26640E-21
           13341    -484.833E-09     126.343E-12    -2.30600E-21
           13342    -484.811E-09     144.558E-12    -708.459E-24
           13343    -484.787E-09     159.216E-12     3.15038E-21
           13344    -484.761E-09     169.956E-12     269.382E-24
           13345    -484.733E-09     176.512E-12     5.68507E-21
           13346    -484.705E-09     178.723E-12     345.607E-24
           13347    -484.677E-09     176.533E-12     5.80250E-21
           13348    -484.649E-09     169.996E-12    -4.24439E-21
           13349    -484.623E-09     159.271E-12     604.311E-24
           13350    -484.599E-09     144.622E-12    -523.716E-24
           13351    -484.577E-09     126.410E-12    -540.476E-24
           13352    -484.559E-09     105.083E-12     7.42967E-21
           13353    -484.544E-09     81.1659E-12    -1.25216E-21
           13354    -484.533E-09     55.2484E-12    -487.954E-24
           13355    -484.527E-09     27.9689E-12     13.0281E-21
           13356    -484.524E-09     14.0712E-12     7.07730E-21
           13357    -484.886E-09     14.0605E-12     2.42247E-21
           13358    -484.883E-09     27.9480E-12    -577.974E-24
           13359    -484.877E-09     55.2087E-12     2.69601E-21
           13360    -484.866E-09     81.1113E-12     6.24242E-21
           13361    -484.851E-09     105.019E-12     889.314E-24
           13362    -484.833E-09     126.343E-12     5.57915E-21
           13363    -484.811E-09     144.558E-12    -1.48102E-21
           13364    -484.787E-09     159.216E-12     604.381E-24
           13365    -484.761E-09     169.956E-12    -832.954E-24
           13366    -484.733E-09     176.512E-12    -658.319E-24
           13367    -484.705E-09     178.723E-12     1.28994E-21
           13368    -484.677E-09     176.533E-12     1.58742E-21
           13369    -484.649E-09     169.996E-12     9.97638E-21
           13370    -484.623E-09     159.271E-12    -762.211E-24
           13371    -484.599E-09     144.622E-12     1.14025E-21
           13372    -484.577E-09     126.410E-12     11.3577E-21
           13373    -484.559E-09     105.083E-12    -7.01164E-21
           13374    -484.544E-09     81.1659E-12     4.62787E-21
           13375    -484.533E-09     55.2484E-12     1.60606E-21
           13376    -484.527E-09     27.9689E-12     6.84988E-21
           13377    -484.524E-09     14.0712E-12     2.97636E-21
           13378    -484.886E-09     14.0605E-12     2.80425E-21
           13379    -484.883E-09     27.9480E-12    -1.05955E-21
           13380    -484.877E-09     55.2087E-12    -4.10007E-21
           13381    -484.866E-09     81.1113E-12    -908.631E-24
           13382    -484.851E-09     105.019E-12     3.02618E-21
           13383    -484.833E-09     126.343E-12    -577.586E-24
           13384    -484.811E-09     144.558E-12     7.23709E-21
           13385    -484.787E-09     159.216E-12     2.37230E-21
           13386    -484.761E-09     169.956E-12     7.99754E-21
           13387    -484.733E-09     176.512E-12     3.68039E-21
           13388    -484.705E-09     178.723E-12     4.58762E-21
           13389    -484.677E-09     176.533E-12    -184.279E-24
           13390    -484.649E-09     169.996E-12     3.15502E-21
           13391    -484.623E-09     159.271E-12     8.58126E-21
           13392    -484.599E-09     144.622E-12     5.19176E-21
           13393    -484.577E-09     126.410E-12     7.78504E-21
           13394    -484.559E-09     105.083E-12     8.10114E-21
           13395    -484.544E-09     81.1659E-12    -217.301E-24
           13396    -484.533E-09     55.2484E-12     7.98919E-21
           13397    -484.527E-09     27.9689E-12     447.096E-24
           13398    -484.524E-09     14.0712E-12     5.43535E-21
           13399    -484.886E-09     14.0605E-12    -8.60909E-21
           13400    -484.883E-09     27.9480E-12     78.3140E-24
           13401    -484.877E-09     55.2087E-12    -900.529E-24
           13402    -484.866E-09     81.1113E-12    -997.428E-24
           13403    -484.851E-09     105.019E-12     789.484E-24
           13404    -484.833E-09     126.343E-12    -7.57182E-21
           13405    -484.811E-09     144.558E-12    -433.591E-24
           13406    -484.787E-09     159.216E-12     5.66692E-21
           13407    -484.761E-09     169.956E-12    -289.168E-24
           13408    -484.733E-09     176.512E-12     6.91721E-21
           13409    -484.705E-09     178.723E-12    -835.080E-24
