Arithmetics End
date = 2020-05-08, chg = 1.04%, profit = 1.04%, profitValue = 2901.27
synthetical7
date = 2020-05-06, chg = 1.57%, profit = 1.57%, profitValue = 2904.89
synthetical6
范围内无有效日期
synthetical5
范围内无有效日期
synthetical4
范围内无有效日期
synthetical3
sellstock = 002050, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
mairu, date = 2019-11-29, stock = 300737, price = 10.78, rate = 1.0000000000000000
mairu, date = 2019-11-29, stock = 300770, price = 112.41, rate = 0.5000000000000000
mairu, date = 2019-11-29, stock = 601858, price = 10.88, rate = 0.3333333333333333
mairu, date = 2019-11-29, stock = 300031, price = 11.53, rate = 0.2500000000000000
mairu, date = 2019-11-29, stock = 300775, price = 33.24, rate = 0.2000000000000000
mairu, date = 2019-11-29, stock = 300538, price = 17.33, rate = 0.1666666666666667
mairu, date = 2019-11-29, stock = 002050, price = 14.77, rate = 0.1428571428571429
mairu, date = 2019-11-29, stock = 601100, price = 43.62, rate = 0.1250000000000000
mairu, date = 2019-11-29, stock = 603444, price = 293.27, rate = 0.1111111111111111
mairu, date = 2019-11-29, stock = 300413, price = 30.46, rate = 0.1000000000000000
date = 2020-05-08, allFund = 20300900993.24, profit = 1.50%
qingcanggupiao：300423 name，总shouyi：2.83%，日期：2019-12-04，jiage：12.36，cangwei：332695600, 手续费：5140147.02，总收回：4106977468.98
qingcanggupiao：300280 name，总shouyi：0.78%，日期：2019-12-04，jiage：15.44，cangwei：261031400, 手续费：5037906.02，总收回：4025286909.98
qingcanggupiao：002800 name，总shouyi：-0.56%，日期：2019-12-04，jiage：26.44，cangwei：150394900, 手续费：4970551.45，总收回：3971470604.55
qingcanggupiao：002174 name，总shouyi：3.01%，日期：2019-12-02，jiage：16.06，cangwei：256510500, 手续费：5149448.29，总收回：4114409181.71
qingcanggupiao：002879 name，总shouyi：2.22%，日期：2019-11-29，jiage：15.18，cangwei：269292900, 手续费：5109832.78，总收回：4082756389.22
购买gupiao：300280 name，日期：2019-11-28，jiage：15.32，cangwei：261031400, 手续费：999750.26，总消耗：4000000798.26
购买gupiao：300423 name，日期：2019-11-28，jiage：12.02，cangwei：332695600, 手续费：999750.28，总消耗：4000000862.28
购买gupiao：002800 name，日期：2019-11-28，jiage：26.59，cangwei：150394900, 手续费：999750.10，总消耗：4000000141.10
购买gupiao：002879 name，日期：2019-11-28，jiage：14.85，cangwei：269292900, 手续费：999749.89，总消耗：3999999314.89
购买gupiao：002174 name，日期：2019-11-28，jiage：15.59，cangwei：256510500, 手续费：999749.67，总消耗：3999998444.67
maichu, date = 2019-12-04, stock = 300423, price = 12.36, rate = 1.0000000000000000
maichu, date = 2019-12-04, stock = 300280, price = 15.44, rate = 1.0000000000000000
maichu, date = 2019-12-04, stock = 002800, price = 26.44, rate = 1.0000000000000000
sellstock = 300423, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300280, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002800, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-12-02, stock = 002174, price = 16.06, rate = 1.0000000000000000
sellstock = 002174, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-11-29, stock = 002879, price = 15.18, rate = 1.0000000000000000
sellstock = 002879, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
mairu, date = 2019-11-28, stock = 300280, price = 15.32, rate = 1.0000000000000000
mairu, date = 2019-11-28, stock = 300423, price = 12.02, rate = 0.5000000000000000
mairu, date = 2019-11-28, stock = 002800, price = 26.59, rate = 0.3333333333333333
mairu, date = 2019-11-28, stock = 002879, price = 14.85, rate = 0.2500000000000000
mairu, date = 2019-11-28, stock = 002174, price = 15.59, rate = 0.2000000000000000
date = 2020-05-08, allFund = 20639258405.21, profit = 3.20%
qingcanggupiao：300508 name，总shouyi：-0.76%，日期：2019-12-03，jiage：24.97，cangwei：264904600, 手续费：8268334.83，总收回：6606399527.17
qingcanggupiao：300275 name，总shouyi：5.79%，日期：2019-12-02，jiage：11.69，cangwei：603167400, 手续费：8813783.64，总收回：7042213122.36
qingcanggupiao：002205 name，总shouyi：5.02%，日期：2019-11-29，jiage：24.49，cangwei：285806200, 手续费：8749242.30，总收回：6990644595.70
购买gupiao：300508 name，日期：2019-11-27，jiage：25.16，cangwei：264904600, 手续费：1666249.93，总消耗：6666665985.93
购买gupiao：002205 name，日期：2019-11-27，jiage：23.32，cangwei：285806200, 手续费：1666250.15，总消耗：6666666834.15
购买gupiao：300275 name，日期：2019-11-27，jiage：11.05，cangwei：603167400, 手续费：1666249.94，总消耗：6666666019.94
maichu, date = 2019-12-03, stock = 300508, price = 24.97, rate = 1.0000000000000000
sellstock = 300508, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-12-02, stock = 300275, price = 11.69, rate = 1.0000000000000000
sellstock = 300275, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-11-29, stock = 002205, price = 24.49, rate = 1.0000000000000000
sellstock = 002205, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
mairu, date = 2019-11-27, stock = 300508, price = 25.16, rate = 1.0000000000000000
mairu, date = 2019-11-27, stock = 002205, price = 23.32, rate = 0.5000000000000000
mairu, date = 2019-11-27, stock = 300275, price = 11.05, rate = 0.3333333333333333
date = 2020-05-08, allFund = 20016981237.27, profit = 0.08%
qingcanggupiao：300753 name，总shouyi：-4.26%，日期：2019-12-02，jiage：41.40，cangwei：115604700, 手续费：5982543.23，总收回：4780052036.77
qingcanggupiao：002870 name，总shouyi：1.78%，日期：2019-12-02，jiage：22.34，cangwei：227733400, 手续费：6359455.20，总收回：5081204700.80
qingcanggupiao：002819 name，总shouyi：1.05%，日期：2019-12-02，jiage：25.04，cangwei：201725300, 手续费：6314001.89，总收回：5044887510.11
qingcanggupiao：002918 name，总shouyi：2.37%，日期：2019-11-28，jiage：18.14，cangwei：282096600, 手续费：6396540.40，总收回：5110835783.60
购买gupiao：002819 name，日期：2019-11-26，jiage：24.78，cangwei：201725300, 手续费：1249688.23，总消耗：5000002622.23
购买gupiao：002918 name，日期：2019-11-26，jiage：17.72，cangwei：282096600, 手续费：1249687.94，总消耗：5000001439.94
购买gupiao：300753 name，日期：2019-11-26，jiage：43.24，cangwei：115604700, 手续费：1249686.81，总消耗：4999996914.81
购买gupiao：002870 name，日期：2019-11-26，jiage：21.95，cangwei：227733400, 手续费：1249687.03，总消耗：4999997817.03
maichu, date = 2019-12-02, stock = 300753, price = 41.40, rate = 1.0000000000000000
maichu, date = 2019-12-02, stock = 002870, price = 22.34, rate = 1.0000000000000000
maichu, date = 2019-12-02, stock = 002819, price = 25.04, rate = 1.0000000000000000
sellstock = 300753, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002870, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002819, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-11-28, stock = 002918, price = 18.14, rate = 1.0000000000000000
sellstock = 002918, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
mairu, date = 2019-11-26, stock = 002819, price = 24.78, rate = 1.0000000000000000
mairu, date = 2019-11-26, stock = 002918, price = 17.72, rate = 0.5000000000000000
mairu, date = 2019-11-26, stock = 300753, price = 43.24, rate = 0.3333333333333333
mairu, date = 2019-11-26, stock = 002870, price = 21.95, rate = 0.2500000000000000
date = 2020-05-08, allFund = 20030340524.41, profit = 0.15%
qingcanggupiao：603508 name，总shouyi：-0.02%，日期：2019-11-29，jiage：52.01，cangwei：20229700, 手续费：1336226.30，总收回：1050810470.70
qingcanggupiao：603220 name，总shouyi：-0.95%，日期：2019-11-29，jiage：19.72，cangwei：52855200, 手续费：1323726.77，总收回：1040980817.23
qingcanggupiao：600055 name，总shouyi：-5.98%，日期：2019-11-29，jiage：9.91，cangwei：99843200, 手续费：1256596.56，总收回：988189515.44
qingcanggupiao：300480 name，总shouyi：-3.04%，日期：2019-11-29，jiage：14.69，cangwei：69463400, 手续费：1275521.69，总收回：1019141824.31
qingcanggupiao：300380 name，总shouyi：-2.95%，日期：2019-11-29，jiage：18.08，cangwei：56487900, 手续费：1276626.54，总收回：1020024605.46
qingcanggupiao：300326 name，总shouyi：-4.01%，日期：2019-11-29，jiage：13.16，cangwei：76759200, 手续费：1262688.84，总收回：1008888383.16
qingcanggupiao：300052 name，总shouyi：-0.30%，日期：2019-11-29，jiage：13.12，cangwei：79967300, 手续费：1311463.72，总收回：1047859512.28
qingcanggupiao：002901 name，总shouyi：-6.55%，日期：2019-11-29，jiage：59.90，cangwei：16417600, 手续费：1229267.80，总收回：982184972.20
qingcanggupiao：002153 name，总shouyi：-0.63%，日期：2019-11-29，jiage：36.09，cangwei：28974900, 手续费：1307130.18，总收回：1044397010.82
qingcanggupiao：002022 name，总shouyi：-3.28%，日期：2019-11-29，jiage：10.90，cangwei：93377800, 手续费：1272272.53，总收回：1016545747.47
qingcanggupiao：603737 name，总shouyi：1.39%，日期：2019-11-27，jiage：83.11，cangwei：12838200, 手续费：1355068.16，总收回：1065627733.84
qingcanggupiao：603589 name，总shouyi：1.53%，日期：2019-11-27，jiage：54.57，cangwei：19578500, 手续费：1356866.41，总收回：1067041878.59
qingcanggupiao：603530 name，总shouyi：2.05%，日期：2019-11-27，jiage：21.93，cangwei：48969100, 手续费：1363843.30，总收回：1072528519.70
qingcanggupiao：600887 name，总shouyi：1.17%，日期：2019-11-27，jiage：29.48，cangwei：36113500, 手续费：1352075.00，总收回：1063273905.00
qingcanggupiao：600380 name，总shouyi：3.00%，日期：2019-11-27，jiage：10.31，cangwei：105129600, 手续费：1376535.44，总收回：1082509640.56
qingcanggupiao：300735 name，总shouyi：12.73%，日期：2019-11-27，jiage：27.01，cangwei：43922000, 手续费：1482916.53，总收回：1184850303.47
qingcanggupiao：603345 name，总shouyi：1.62%，日期：2019-11-26，jiage：61.51，cangwei：17385500, 手续费：1358115.28，总收回：1068023989.72
qingcanggupiao：603013 name，总shouyi：4.85%，日期：2019-11-26，jiage：16.87，cangwei：65403800, 手续费：1401269.88，总收回：1101960836.12
qingcanggupiao：002846 name，总shouyi：5.18%，日期：2019-11-26，jiage：14.01，cangwei：79006600, 手续费：1383603.09，总收回：1105498862.91
购买gupiao：300735 name，日期：2019-11-25，jiage：23.96，cangwei：43922000, 手续费：263092.78，总消耗：1052634212.78
购买gupiao：603508 name，日期：2019-11-25，jiage：52.02，cangwei：20229700, 手续费：284134.23，总消耗：1052633128.23
购买gupiao：300380 name，日期：2019-11-25，jiage：18.63，cangwei：56487900, 手续费：263092.39，总消耗：1052632669.39
购买gupiao：300480 name，日期：2019-11-25，jiage：15.15，cangwei：69463400, 手续费：263092.63，总消耗：1052633602.63
购买gupiao：002153 name，日期：2019-11-25，jiage：36.32，cangwei：28974900, 手续费：263092.09，总消耗：1052631460.09
购买gupiao：300052 name，日期：2019-11-25，jiage：13.16，cangwei：79967300, 手续费：263092.42，总消耗：1052632760.42
购买gupiao：600887 name，日期：2019-11-25，jiage：29.14，cangwei：36113500, 手续费：284133.80，总消耗：1052631523.80
购买gupiao：603737 name，日期：2019-11-25，jiage：81.97，cangwei：12838200, 手续费：284133.76，总消耗：1052631387.76
购买gupiao：300326 name，日期：2019-11-25，jiage：13.71，cangwei：76759200, 手续费：263092.16，总消耗：1052631724.16
购买gupiao：603220 name，日期：2019-11-25，jiage：19.91，cangwei：52855200, 手续费：284133.70，总消耗：1052631165.70
购买gupiao：603013 name，日期：2019-11-25，jiage：16.09，cangwei：65403800, 手续费：284133.73，总消耗：1052631275.73
购买gupiao：002846 name，日期：2019-11-25，jiage：13.32，cangwei：79006600, 手续费：263091.98，总消耗：1052631003.98
购买gupiao：600380 name，日期：2019-11-25，jiage：10.01，cangwei：105129600, 手续费：284133.77，总消耗：1052631429.77
购买gupiao：603589 name，日期：2019-11-25，jiage：53.75，cangwei：19578500, 手续费：284132.98，总消耗：1052628507.98
购买gupiao：600055 name，日期：2019-11-25，jiage：10.54，cangwei：99843200, 手续费：284133.78，总消耗：1052631461.78
购买gupiao：002901 name，日期：2019-11-25，jiage：64.10，cangwei：16417600, 手续费：263092.04，总消耗：1052631252.04
购买gupiao：002022 name，日期：2019-11-25，jiage：11.27，cangwei：93377800, 手续费：263091.95，总消耗：1052630897.95
购买gupiao：603345 name，日期：2019-11-25，jiage：60.53，cangwei：17385500, 手续费：284132.97，总消耗：1052628447.97
购买gupiao：603530 name，日期：2019-11-25，jiage：21.49，cangwei：48969100, 手续费：284133.41，总消耗：1052630092.41
maichu, date = 2019-11-29, stock = 603508, price = 52.01, rate = 1.0000000000000000
maichu, date = 2019-11-29, stock = 603220, price = 19.72, rate = 1.0000000000000000
maichu, date = 2019-11-29, stock = 600055, price = 9.91, rate = 1.0000000000000000
maichu, date = 2019-11-29, stock = 300480, price = 14.69, rate = 1.0000000000000000
maichu, date = 2019-11-29, stock = 300380, price = 18.08, rate = 1.0000000000000000
maichu, date = 2019-11-29, stock = 300326, price = 13.16, rate = 1.0000000000000000
maichu, date = 2019-11-29, stock = 300052, price = 13.12, rate = 1.0000000000000000
maichu, date = 2019-11-29, stock = 002901, price = 59.90, rate = 1.0000000000000000
maichu, date = 2019-11-29, stock = 002153, price = 36.09, rate = 1.0000000000000000
maichu, date = 2019-11-29, stock = 002022, price = 10.90, rate = 1.0000000000000000
sellstock = 603508, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 603220, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 600055, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300480, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300380, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300326, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300052, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002901, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002153, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002022, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-11-27, stock = 603737, price = 83.11, rate = 1.0000000000000000
maichu, date = 2019-11-27, stock = 603589, price = 54.57, rate = 1.0000000000000000
maichu, date = 2019-11-27, stock = 603530, price = 21.93, rate = 1.0000000000000000
maichu, date = 2019-11-27, stock = 600887, price = 29.48, rate = 1.0000000000000000
maichu, date = 2019-11-27, stock = 600380, price = 10.31, rate = 1.0000000000000000
maichu, date = 2019-11-27, stock = 300735, price = 27.01, rate = 1.0000000000000000
sellstock = 603737, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 603589, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 603530, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 600887, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 600380, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300735, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-11-26, stock = 603345, price = 61.51, rate = 1.0000000000000000
maichu, date = 2019-11-26, stock = 603013, price = 16.87, rate = 1.0000000000000000
maichu, date = 2019-11-26, stock = 002846, price = 14.01, rate = 1.0000000000000000
sellstock = 603345, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 603013, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002846, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
mairu, date = 2019-11-25, stock = 300735, price = 23.96, rate = 1.0000000000000000
mairu, date = 2019-11-25, stock = 603508, price = 52.02, rate = 0.5000000000000000
mairu, date = 2019-11-25, stock = 300380, price = 18.63, rate = 0.3333333333333333
mairu, date = 2019-11-25, stock = 300480, price = 15.15, rate = 0.2500000000000000
mairu, date = 2019-11-25, stock = 002153, price = 36.32, rate = 0.2000000000000000
mairu, date = 2019-11-25, stock = 300052, price = 13.16, rate = 0.1666666666666667
mairu, date = 2019-11-25, stock = 600887, price = 29.14, rate = 0.1428571428571429
mairu, date = 2019-11-25, stock = 603737, price = 81.97, rate = 0.1250000000000000
mairu, date = 2019-11-25, stock = 300326, price = 13.71, rate = 0.1111111111111111
mairu, date = 2019-11-25, stock = 603220, price = 19.91, rate = 0.1000000000000000
mairu, date = 2019-11-25, stock = 603013, price = 16.09, rate = 0.0909090909090909
mairu, date = 2019-11-25, stock = 002846, price = 13.32, rate = 0.0833333333333333
mairu, date = 2019-11-25, stock = 600380, price = 10.01, rate = 0.0769230769230769
mairu, date = 2019-11-25, stock = 603589, price = 53.75, rate = 0.0714285714285714
mairu, date = 2019-11-25, stock = 600055, price = 10.54, rate = 0.0666666666666667
mairu, date = 2019-11-25, stock = 002901, price = 64.10, rate = 0.0625000000000000
mairu, date = 2019-11-25, stock = 002022, price = 11.27, rate = 0.0588235294117647
mairu, date = 2019-11-25, stock = 603345, price = 60.53, rate = 0.0555555555555556
mairu, date = 2019-11-25, stock = 603530, price = 21.49, rate = 0.0526315789473684
date = 2020-05-08, allFund = 19896157580.99, profit = -0.52%
qingcanggupiao：603728 name，总shouyi：0.38%，日期：2019-11-28，jiage：10.51，cangwei：112335700, 手续费：1499423.22，总收回：1179148783.78
qingcanggupiao：603585 name，总shouyi：1.29%，日期：2019-11-28，jiage：19.58，cangwei：60846100, 手续费：1513035.63，总收回：1189853602.37
qingcanggupiao：603367 name，总shouyi：1.25%，日期：2019-11-28，jiage：16.20，cangwei：73509700, 手续费：1512388.57，总收回：1189344751.43
qingcanggupiao：603127 name，总shouyi：-0.38%，日期：2019-11-28，jiage：58.18，cangwei：20139600, 手续费：1488086.85，总收回：1170233841.15
qingcanggupiao：600809 name，总shouyi：-1.34%，日期：2019-11-28，jiage：93.22，cangwei：12447400, 手续费：1473640.22，总收回：1158872987.78
qingcanggupiao：300738 name，总shouyi：-4.46%，日期：2019-11-28，jiage：29.38，cangwei：38249700, 手续费：1404720.24，总收回：1122371465.76
qingcanggupiao：300595 name，总shouyi：-6.11%，日期：2019-11-28，jiage：51.31，cangwei：21521900, 手续费：1380360.86，总收回：1102908328.14
qingcanggupiao：300442 name，总shouyi：-2.60%，日期：2019-11-28，jiage：13.46，cangwei：85107100, 手续费：1431926.96，总收回：1144109639.04
qingcanggupiao：002821 name，总shouyi：-5.06%，日期：2019-11-28，jiage：125.37，cangwei：8907000, 手续费：1395838.24，总收回：1115274751.76
qingcanggupiao：002371 name，总shouyi：5.90%，日期：2019-11-28，jiage：77.00，cangwei：16176200, 手续费：1556959.25，总收回：1244010440.75
qingcanggupiao：002368 name，总shouyi：-3.47%，日期：2019-11-28，jiage：33.68，cangwei：33711000, 手续费：1419233.10，总收回：1133967246.90
qingcanggupiao：000977 name，总shouyi：-0.61%，日期：2019-11-28，jiage：29.52，cangwei：39601900, 手续费：1461310.11，总收回：1167586777.89
qingcanggupiao：000938 name，总shouyi：-1.65%，日期：2019-11-28，jiage：27.44，cangwei：42157000, 手续费：1445985.10，总收回：1155342094.90
qingcanggupiao：600600 name，总shouyi：0.87%，日期：2019-11-26，jiage：52.40，cangwei：22640100, 手续费：1506653.37，总收回：1184834586.63
qingcanggupiao：300558 name，总shouyi：8.55%，日期：2019-11-26，jiage：73.11，cangwei：17463600, 手续费：1595954.75，总收回：1275167841.25
qingcanggupiao：002216 name，总shouyi：0.41%，日期：2019-11-26，jiage：12.13，cangwei：97365600, 手续费：1476305.91，总收回：1179568422.09
qingcanggupiao：002028 name，总shouyi：0.75%，日期：2019-11-25，jiage：13.37，cangwei：88634400, 手续费：1481302.41，总收回：1183560625.59
购买gupiao：000938 name，日期：2019-11-22，jiage：27.90，cangwei：42157000, 手续费：294045.08，总消耗：1176474345.08
购买gupiao：300442 name，日期：2019-11-22，jiage：13.82，cangwei：85107100, 手续费：294045.03，总消耗：1176474167.03
购买gupiao：603585 name，日期：2019-11-22，jiage：19.33，cangwei：60846100, 手续费：317561.88，总消耗：1176472674.88
购买gupiao：603367 name，日期：2019-11-22，jiage：16.00，cangwei：73509700, 手续费：317561.90，总消耗：1176472761.90
购买gupiao：603127 name，日期：2019-11-22，jiage：58.40，cangwei：20139600, 手续费：317561.21，总消耗：1176470201.21
购买gupiao：300738 name，日期：2019-11-22，jiage：30.75，cangwei：38249700, 手续费：294044.57，总消耗：1176472319.57
购买gupiao：603728 name，日期：2019-11-22，jiage：10.47，cangwei：112335700, 手续费：317561.79，总消耗：1176472340.79
购买gupiao：002028 name，日期：2019-11-22，jiage：13.27，cangwei：88634400, 手续费：294044.62，总消耗：1176472532.62
购买gupiao：002368 name，日期：2019-11-22，jiage：34.89，cangwei：33711000, 手续费：294044.20，总消耗：1176470834.20
购买gupiao：600809 name，日期：2019-11-22，jiage：94.49，cangwei：12447400, 手续费：317561.81，总消耗：1176472387.81
购买gupiao：002821 name，日期：2019-11-22，jiage：132.05，cangwei：8907000, 手续费：294042.34，总消耗：1176463392.34
购买gupiao：600600 name，日期：2019-11-22，jiage：51.95，cangwei：22640100, 手续费：317561.36，总消耗：1176470756.36
购买gupiao：002216 name，日期：2019-11-22，jiage：12.08，cangwei：97365600, 手续费：294044.11，总消耗：1176470492.11
购买gupiao：300595 name，日期：2019-11-22，jiage：54.65，cangwei：21521900, 手续费：294042.96，总消耗：1176465877.96
购买gupiao：002371 name，日期：2019-11-22，jiage：72.71，cangwei：16176200, 手续费：294042.88，总消耗：1176465544.88
购买gupiao：000977 name，日期：2019-11-22，jiage：29.70，cangwei：39601900, 手续费：294044.11，总消耗：1176470474.11
购买gupiao：300558 name，日期：2019-11-22，jiage：67.35，cangwei：17463600, 手续费：294043.37，总消耗：1176467503.37
maichu, date = 2019-11-28, stock = 603728, price = 10.51, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 603585, price = 19.58, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 603367, price = 16.20, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 603127, price = 58.18, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 600809, price = 93.22, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 300738, price = 29.38, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 300595, price = 51.31, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 300442, price = 13.46, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 002821, price = 125.37, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 002371, price = 77.00, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 002368, price = 33.68, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 000977, price = 29.52, rate = 1.0000000000000000
maichu, date = 2019-11-28, stock = 000938, price = 27.44, rate = 1.0000000000000000
sellstock = 603728, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 603585, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 603367, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 603127, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 600809, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300738, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300595, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300442, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002821, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002371, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002368, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 000977, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 000938, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-11-26, stock = 600600, price = 52.40, rate = 1.0000000000000000
maichu, date = 2019-11-26, stock = 300558, price = 73.11, rate = 1.0000000000000000
maichu, date = 2019-11-26, stock = 002216, price = 12.13, rate = 1.0000000000000000
sellstock = 600600, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300558, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 002216, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-11-25, stock = 002028, price = 13.37, rate = 1.0000000000000000
sellstock = 002028, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
mairu, date = 2019-11-22, stock = 000938, price = 27.90, rate = 1.0000000000000000
mairu, date = 2019-11-22, stock = 300442, price = 13.82, rate = 0.5000000000000000
mairu, date = 2019-11-22, stock = 603585, price = 19.33, rate = 0.3333333333333333
mairu, date = 2019-11-22, stock = 603367, price = 16.00, rate = 0.2500000000000000
mairu, date = 2019-11-22, stock = 603127, price = 58.40, rate = 0.2000000000000000
mairu, date = 2019-11-22, stock = 300738, price = 30.75, rate = 0.1666666666666667
mairu, date = 2019-11-22, stock = 603728, price = 10.47, rate = 0.1428571428571429
mairu, date = 2019-11-22, stock = 002028, price = 13.27, rate = 0.1250000000000000
mairu, date = 2019-11-22, stock = 002368, price = 34.89, rate = 0.1111111111111111
mairu, date = 2019-11-22, stock = 600809, price = 94.49, rate = 0.1000000000000000
mairu, date = 2019-11-22, stock = 002821, price = 132.05, rate = 0.0909090909090909
mairu, date = 2019-11-22, stock = 600600, price = 51.95, rate = 0.0833333333333333
mairu, date = 2019-11-22, stock = 002216, price = 12.08, rate = 0.0769230769230769
mairu, date = 2019-11-22, stock = 300595, price = 54.65, rate = 0.0714285714285714
mairu, date = 2019-11-22, stock = 002371, price = 72.71, rate = 0.0666666666666667
mairu, date = 2019-11-22, stock = 000977, price = 29.70, rate = 0.0625000000000000
mairu, date = 2019-11-22, stock = 300558, price = 67.35, rate = 0.0588235294117647
date = 2020-05-08, allFund = 20647564497.15, profit = 3.24%
qingcanggupiao：603026 name，总shouyi：0.53%，日期：2019-11-27，jiage：37.80，cangwei：132942900, 手续费：6382056.86，总收回：5018859563.14
qingcanggupiao：300782 name，总shouyi：-0.28%，日期：2019-11-27，jiage：427.00，cangwei：11673300, 手续费：6230623.88，总收回：4978268476.12
qingcanggupiao：600486 name，总shouyi：5.44%，日期：2019-11-22，jiage：58.11，cangwei：90703300, 手续费：6693876.33，总收回：5264074886.67
qingcanggupiao：300223 name，总shouyi：7.89%，日期：2019-11-22，jiage：64.96，cangwei：83021900, 手续费：6741378.28，总收回：5386361245.72
购买gupiao：600486 name，日期：2019-11-21，jiage：55.11，cangwei：90703300, 手续费：1349637.90，总消耗：5000008500.90
购买gupiao：603026 name，日期：2019-11-21，jiage：37.60，cangwei：132942900, 手续费：1349636.32，总消耗：5000002676.32
购买gupiao：300782 name，日期：2019-11-21，jiage：428.22，cangwei：11673300, 手续费：1249685.13，总消耗：4999990211.13
购买gupiao：300223 name，日期：2019-11-21，jiage：60.21，cangwei：83021900, 手续费：1249687.15，总消耗：4999998286.15
maichu, date = 2019-11-27, stock = 603026, price = 37.80, rate = 1.0000000000000000
maichu, date = 2019-11-27, stock = 300782, price = 427.00, rate = 1.0000000000000000
sellstock = 603026, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300782, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
maichu, date = 2019-11-22, stock = 600486, price = 58.11, rate = 1.0000000000000000
maichu, date = 2019-11-22, stock = 300223, price = 64.96, rate = 1.0000000000000000
sellstock = 600486, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
sellstock = 300223, useType = 2, useCountType = 2, isObserve = 0, solutionType = 3
mairu, date = 2019-11-21, stock = 600486, price = 55.11, rate = 1.0000000000000000
