Arithmetics End
date = 2020-05-08, chg = 1.04%, profit = 1.04%, profitValue = 2901.27
synthetical7
date = 2020-05-06, chg = 1.57%, profit = 1.57%, profitValue = 2904.89
synthetical6
范围内无有效日期
synthetical5
范围内无有效日期
synthetical4
范围内无有效日期
synthetical3
mairu, date = 2020-04-09, stock = 600600, price = 46.72, rate = 0.5000000000000000
maichu, date = 2020-04-08, stock = 300253, price = 23.27, rate = 1.0000000000000000
sellstock = 300253, useType = 2, useCountType = 2, isObserve = 1, solutionType = 1
mairu, date = 2020-04-07, stock = 600785, price = 14.80, rate = 0
mairu, date = 2020-04-07, stock = 600288, price = 11.30, rate = 0
mairu, date = 2020-04-07, stock = 002967, price = 36.02, rate = 0
mairu, date = 2020-04-07, stock = 603706, price = 15.84, rate = 0
mairu, date = 2020-04-07, stock = 300518, price = 20.84, rate = 0
mairu, date = 2020-04-07, stock = 300192, price = 16.88, rate = 0
mairu, date = 2020-04-07, stock = 300446, price = 13.44, rate = 0
mairu, date = 2020-04-07, stock = 300599, price = 12.64, rate = 0
mairu, date = 2020-04-07, stock = 300788, price = 41.70, rate = 0
mairu, date = 2020-04-07, stock = 002805, price = 12.26, rate = 0
mairu, date = 2020-04-07, stock = 002930, price = 15.27, rate = 1.0000000000000000
mairu, date = 2020-04-07, stock = 300479, price = 15.05, rate = 0.5000000000000000
mairu, date = 2020-04-03, stock = 002893, price = 10.07, rate = 0.00
mairu, date = 2020-04-03, stock = 300577, price = 26.94, rate = 1.00
mairu, date = 2020-04-03, stock = 300725, price = 74.15, rate = 0.00
mairu, date = 2020-04-02, stock = 603586, price = 16.95, rate = 1.0000000000000000
mairu, date = 2020-04-02, stock = 603298, price = 11.68, rate = 0.5000000000000000
mairu, date = 2020-04-01, stock = 603712, price = 24.35, rate = 0.00
mairu, date = 2020-04-01, stock = 300166, price = 14.25, rate = 0.00
mairu, date = 2020-04-01, stock = 300253, price = 21.21, rate = 1.00
mairu, date = 2020-04-01, stock = 002733, price = 20.39, rate = 0.00
maichu, date = 2020-03-31, stock = 603583, price = 39.85, rate = 1.0000000000000000
maichu, date = 2020-03-31, stock = 002041, price = 12.09, rate = 1.0000000000000000
sellstock = 603583, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
sellstock = 002041, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-03-26, stock = 600206, price = 13.18, rate = 0.00
mairu, date = 2020-03-26, stock = 300623, price = 33.60, rate = 0.00
mairu, date = 2020-03-26, stock = 002637, price = 12.75, rate = 1.00
mairu, date = 2020-03-26, stock = 300491, price = 15.99, rate = 0.00
mairu, date = 2020-03-25, stock = 300760, price = 253.88, rate = 0
mairu, date = 2020-03-25, stock = 002041, price = 10.22, rate = 1.0000000000000000
mairu, date = 2020-03-25, stock = 603583, price = 41.81, rate = 0.5000000000000000
maichu, date = 2020-03-25, stock = 002821, price = 172.95, rate = 1.0000000000000000
sellstock = 002821, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
maichu, date = 2020-03-24, stock = 603078, price = 38.68, rate = 1.0000000000000000
maichu, date = 2020-03-24, stock = 300517, price = 16.10, rate = 1.0000000000000000
sellstock = 603078, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
sellstock = 300517, useType = 2, useCountType = 2, isObserve = 1, solutionType = 1
mairu, date = 2020-03-23, stock = 300762, price = 46.31, rate = 0.00
mairu, date = 2020-03-23, stock = 603192, price = 25.45, rate = 0.00
mairu, date = 2020-03-23, stock = 002647, price = 23.46, rate = 0.00
mairu, date = 2020-03-20, stock = 002271, price = 32.60, rate = 0
mairu, date = 2020-03-20, stock = 002821, price = 170.50, rate = 1.0000000000000000
maichu, date = 2020-03-20, stock = 300236, price = 62.66, rate = 1.0000000000000000
sellstock = 300236, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-03-19, stock = 000586, price = 11.27, rate = 0.00
mairu, date = 2020-03-19, stock = 002127, price = 10.39, rate = 0.00
mairu, date = 2020-03-19, stock = 300517, price = 15.49, rate = 1.00
mairu, date = 2020-03-19, stock = 603050, price = 14.55, rate = 0.00
mairu, date = 2020-03-18, stock = 000652, price = 11.03, rate = 0.00
mairu, date = 2020-03-18, stock = 300586, price = 17.50, rate = 0.00
mairu, date = 2020-03-18, stock = 601066, price = 30.12, rate = 0.00
mairu, date = 2020-03-18, stock = 300123, price = 12.15, rate = 0.00
mairu, date = 2020-03-17, stock = 603356, price = 14.91, rate = 0
mairu, date = 2020-03-17, stock = 600131, price = 20.21, rate = 0
mairu, date = 2020-03-17, stock = 603078, price = 47.26, rate = 1.0000000000000000
mairu, date = 2020-03-17, stock = 300236, price = 56.82, rate = 0.5000000000000000
maichu, date = 2020-03-17, stock = 002216, price = 18.18, rate = 1.0000000000000000
sellstock = 002216, useType = 2, useCountType = 2, isObserve = 1, solutionType = 1
mairu, date = 2020-03-16, stock = 600055, price = 12.85, rate = 0.00
mairu, date = 2020-03-16, stock = 603017, price = 9.68, rate = 0.00
mairu, date = 2020-03-16, stock = 000895, price = 34.60, rate = 0.00
mairu, date = 2020-03-16, stock = 000860, price = 55.71, rate = 0.00
mairu, date = 2020-03-12, stock = 300380, price = 21.59, rate = 0.00
mairu, date = 2020-03-12, stock = 300719, price = 11.27, rate = 0.00
mairu, date = 2020-03-12, stock = 603033, price = 21.86, rate = 1.00
mairu, date = 2020-03-12, stock = 002973, price = 25.38, rate = 0.00
mairu, date = 2020-03-11, stock = 002706, price = 10.91, rate = 0.00
mairu, date = 2020-03-11, stock = 603378, price = 30.70, rate = 0.00
mairu, date = 2020-03-11, stock = 002216, price = 18.70, rate = 1.00
mairu, date = 2020-03-11, stock = 300366, price = 13.36, rate = 0.00
mairu, date = 2020-03-10, stock = 002594, price = 60.17, rate = 0.00
mairu, date = 2020-03-10, stock = 603283, price = 49.80, rate = 0.00
mairu, date = 2020-03-10, stock = 000032, price = 18.59, rate = 0.00
mairu, date = 2020-03-09, stock = 000158, price = 11.80, rate = 0.00
mairu, date = 2020-03-09, stock = 300253, price = 23.27, rate = 0.00
maichu, date = 2020-03-09, stock = 300342, price = 22.38, rate = 1.0000000000000000
sellstock = 300342, useType = 2, useCountType = 2, isObserve = 1, solutionType = 1
mairu, date = 2020-03-06, stock = 300328, price = 16.75, rate = 0.00
mairu, date = 2020-03-06, stock = 002082, price = 12.52, rate = 0.00
mairu, date = 2020-03-06, stock = 603859, price = 36.73, rate = 1.00
mairu, date = 2020-03-06, stock = 002335, price = 24.00, rate = 0.00
mairu, date = 2020-03-05, stock = 002007, price = 45.02, rate = 0
mairu, date = 2020-03-05, stock = 601808, price = 16.36, rate = 1.0000000000000000
mairu, date = 2020-03-05, stock = 300073, price = 29.24, rate = 0.5000000000000000
mairu, date = 2020-03-04, stock = 601318, price = 80.58, rate = 0
mairu, date = 2020-03-04, stock = 603298, price = 13.92, rate = 0
mairu, date = 2020-03-04, stock = 002846, price = 22.82, rate = 0
mairu, date = 2020-03-04, stock = 600882, price = 17.30, rate = 0
mairu, date = 2020-03-04, stock = 300016, price = 11.35, rate = 0
mairu, date = 2020-03-04, stock = 300569, price = 15.12, rate = 0
mairu, date = 2020-03-04, stock = 300625, price = 16.15, rate = 0
mairu, date = 2020-03-04, stock = 002152, price = 10.32, rate = 0
mairu, date = 2020-03-04, stock = 300674, price = 39.12, rate = 0
mairu, date = 2020-03-04, stock = 002670, price = 11.77, rate = 0
mairu, date = 2020-03-04, stock = 002798, price = 28.10, rate = 1.0000000000000000
mairu, date = 2020-03-04, stock = 603118, price = 15.97, rate = 0.5000000000000000
mairu, date = 2020-03-03, stock = 000156, price = 11.43, rate = 0.00
mairu, date = 2020-03-03, stock = 300638, price = 83.61, rate = 0.00
mairu, date = 2020-03-03, stock = 300212, price = 47.60, rate = 1.00
mairu, date = 2020-03-03, stock = 000034, price = 29.00, rate = 0.00
mairu, date = 2020-03-02, stock = 603308, price = 18.86, rate = 0.00
mairu, date = 2020-03-02, stock = 300294, price = 35.92, rate = 0.00
mairu, date = 2020-03-02, stock = 300342, price = 20.34, rate = 1.00
mairu, date = 2020-03-02, stock = 300236, price = 61.30, rate = 0.00
mairu, date = 2020-02-28, stock = 300769, price = 162.50, rate = 0.00
mairu, date = 2020-02-28, stock = 300792, price = 223.26, rate = 0.00
mairu, date = 2020-02-28, stock = 300724, price = 65.75, rate = 0.00
mairu, date = 2020-02-28, stock = 300451, price = 23.94, rate = 0.00
mairu, date = 2020-02-27, stock = 603599, price = 15.43, rate = 0.00
mairu, date = 2020-02-27, stock = 603970, price = 14.07, rate = 0.00
maichu, date = 2020-02-27, stock = 300625, price = 16.45, rate = 1.0000000000000000
sellstock = 300625, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
maichu, date = 2020-02-26, stock = 603876, price = 18.20, rate = 1.0000000000000000
sellstock = 603876, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-02-20, stock = 300522, price = 19.30, rate = 0
mairu, date = 2020-02-20, stock = 000777, price = 12.27, rate = 0
mairu, date = 2020-02-20, stock = 000810, price = 15.50, rate = 0
mairu, date = 2020-02-20, stock = 603819, price = 12.60, rate = 0
mairu, date = 2020-02-20, stock = 300508, price = 28.42, rate = 0
mairu, date = 2020-02-20, stock = 300625, price = 17.13, rate = 1.0000000000000000
mairu, date = 2020-02-20, stock = 603876, price = 15.88, rate = 0.5000000000000000
maichu, date = 2020-02-18, stock = 300796, price = 23.59, rate = 1.0000000000000000
sellstock = 300796, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-02-17, stock = 603301, price = 35.88, rate = 0.00
mairu, date = 2020-02-17, stock = 002594, price = 58.48, rate = 0.00
maichu, date = 2020-02-17, stock = 300342, price = 17.05, rate = 1.0000000000000000
sellstock = 300342, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-02-12, stock = 300685, price = 73.59, rate = 0
mairu, date = 2020-02-12, stock = 300088, price = 12.56, rate = 0
mairu, date = 2020-02-12, stock = 300384, price = 18.13, rate = 0
mairu, date = 2020-02-12, stock = 300587, price = 15.46, rate = 0
mairu, date = 2020-02-12, stock = 002191, price = 10.30, rate = 0
mairu, date = 2020-02-12, stock = 600980, price = 12.22, rate = 0
mairu, date = 2020-02-12, stock = 300796, price = 21.41, rate = 1.0000000000000000
mairu, date = 2020-02-12, stock = 300342, price = 15.73, rate = 0.5000000000000000
maichu, date = 2020-02-11, stock = 601155, price = 34.39, rate = 1.0000000000000000
maichu, date = 2020-02-11, stock = 300595, price = 55.16, rate = 1.0000000000000000
sellstock = 601155, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
sellstock = 300595, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-02-06, stock = 300699, price = 46.41, rate = 0
mairu, date = 2020-02-06, stock = 300012, price = 16.74, rate = 0
mairu, date = 2020-02-06, stock = 300595, price = 51.86, rate = 1.0000000000000000
mairu, date = 2020-02-06, stock = 601155, price = 33.09, rate = 0.5000000000000000
maichu, date = 2020-02-06, stock = 002382, price = 19.36, rate = 1.0000000000000000
maichu, date = 2020-02-06, stock = 002030, price = 18.00, rate = 1.0000000000000000
sellstock = 002382, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
sellstock = 002030, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-02-05, stock = 002821, price = 155.73, rate = 0.00
mairu, date = 2020-02-05, stock = 603127, price = 70.27, rate = 0.00
mairu, date = 2020-02-05, stock = 300457, price = 41.40, rate = 1.00
mairu, date = 2020-02-05, stock = 002605, price = 41.20, rate = 0.00
mairu, date = 2020-02-04, stock = 601012, price = 29.90, rate = 0.00
mairu, date = 2020-02-04, stock = 002332, price = 10.29, rate = 0.00
mairu, date = 2020-02-04, stock = 300244, price = 26.43, rate = 1.00
mairu, date = 2020-02-04, stock = 300363, price = 19.07, rate = 0.00
mairu, date = 2020-02-03, stock = 300119, price = 14.20, rate = 0.00
mairu, date = 2020-02-03, stock = 300584, price = 28.62, rate = 0.00
mairu, date = 2020-02-03, stock = 300235, price = 14.36, rate = 1.00
mairu, date = 2020-02-03, stock = 603309, price = 16.09, rate = 0.00
mairu, date = 2020-01-23, stock = 002382, price = 14.10, rate = 1.0000000000000000
mairu, date = 2020-01-23, stock = 002030, price = 14.91, rate = 0.5000000000000000
mairu, date = 2020-01-22, stock = 300422, price = 11.43, rate = 0.00
mairu, date = 2020-01-22, stock = 000895, price = 30.55, rate = 0.00
mairu, date = 2020-01-22, stock = 603308, price = 16.35, rate = 0.00
mairu, date = 2020-01-22, stock = 002161, price = 10.64, rate = 0.00
maichu, date = 2020-01-22, stock = 601137, price = 11.66, rate = 1.0000000000000000
sellstock = 601137, useType = 2, useCountType = 2, isObserve = 1, solutionType = 1
mairu, date = 2020-01-21, stock = 300470, price = 28.18, rate = 0.00
mairu, date = 2020-01-21, stock = 002023, price = 12.83, rate = 0.00
mairu, date = 2020-01-21, stock = 600511, price = 30.00, rate = 1.00
mairu, date = 2020-01-21, stock = 002760, price = 19.01, rate = 0.00
mairu, date = 2020-01-20, stock = 300658, price = 15.55, rate = 0.00
mairu, date = 2020-01-20, stock = 300498, price = 36.13, rate = 0.00
mairu, date = 2020-01-20, stock = 300413, price = 40.93, rate = 1.00
mairu, date = 2020-01-20, stock = 603327, price = 33.30, rate = 0.00
maichu, date = 2020-01-20, stock = 002637, price = 10.53, rate = 1.0000000000000000
sellstock = 002637, useType = 2, useCountType = 2, isObserve = 1, solutionType = 1
mairu, date = 2020-01-17, stock = 600271, price = 23.92, rate = 0.00
mairu, date = 2020-01-17, stock = 600383, price = 14.04, rate = 0.00
mairu, date = 2020-01-17, stock = 601137, price = 11.60, rate = 1.00
mairu, date = 2020-01-17, stock = 600862, price = 11.79, rate = 0.00
mairu, date = 2020-01-16, stock = 002918, price = 20.04, rate = 0.00
mairu, date = 2020-01-16, stock = 002798, price = 24.31, rate = 0.00
mairu, date = 2020-01-16, stock = 300482, price = 54.81, rate = 0.00
maichu, date = 2020-01-15, stock = 300220, price = 45.09, rate = 1.0000000000000000
sellstock = 300220, useType = 2, useCountType = 2, isObserve = 1, solutionType = 1
mairu, date = 2020-01-14, stock = 601069, price = 15.75, rate = 0.00
mairu, date = 2020-01-14, stock = 002063, price = 12.53, rate = 0.00
mairu, date = 2020-01-14, stock = 002637, price = 11.07, rate = 1.00
mairu, date = 2020-01-14, stock = 002965, price = 39.80, rate = 0.00
mairu, date = 2020-01-13, stock = 600048, price = 16.48, rate = 0
mairu, date = 2020-01-13, stock = 300609, price = 39.68, rate = 0
mairu, date = 2020-01-13, stock = 603859, price = 28.80, rate = 0
mairu, date = 2020-01-13, stock = 002690, price = 38.27, rate = 0
mairu, date = 2020-01-13, stock = 600410, price = 11.23, rate = 0
mairu, date = 2020-01-13, stock = 600588, price = 32.15, rate = 1.0000000000000000
mairu, date = 2020-01-13, stock = 300701, price = 32.07, rate = 0.5000000000000000
mairu, date = 2020-01-10, stock = 002601, price = 15.71, rate = 0.00
mairu, date = 2020-01-10, stock = 600720, price = 12.68, rate = 0.00
mairu, date = 2020-01-10, stock = 300220, price = 42.50, rate = 1.00
mairu, date = 2020-01-10, stock = 002846, price = 21.43, rate = 0.00
maichu, date = 2020-01-10, stock = 600690, price = 19.89, rate = 1.0000000000000000
sellstock = 600690, useType = 2, useCountType = 2, isObserve = 1, solutionType = 1
mairu, date = 2020-01-09, stock = 603387, price = 23.80, rate = 0
mairu, date = 2020-01-09, stock = 603214, price = 43.94, rate = 0
mairu, date = 2020-01-09, stock = 300584, price = 28.77, rate = 0
mairu, date = 2020-01-09, stock = 603309, price = 15.06, rate = 0
mairu, date = 2020-01-09, stock = 002818, price = 13.25, rate = 0
mairu, date = 2020-01-09, stock = 002773, price = 38.29, rate = 0
mairu, date = 2020-01-09, stock = 300635, price = 16.61, rate = 0
mairu, date = 2020-01-09, stock = 002332, price = 10.45, rate = 1.0000000000000000
mairu, date = 2020-01-09, stock = 603801, price = 24.37, rate = 0.5000000000000000
mairu, date = 2020-01-08, stock = 300789, price = 86.04, rate = 0.00
mairu, date = 2020-01-08, stock = 601990, price = 12.55, rate = 0.00
mairu, date = 2020-01-08, stock = 000338, price = 14.77, rate = 0.00
mairu, date = 2020-01-08, stock = 600529, price = 29.88, rate = 0.00
mairu, date = 2020-01-07, stock = 600690, price = 19.25, rate = 1.00
mairu, date = 2020-01-07, stock = 002216, price = 14.08, rate = 0.00
maichu, date = 2020-01-07, stock = 300207, price = 20.56, rate = 1.0000000000000000
maichu, date = 2020-01-07, stock = 000028, price = 48.45, rate = 1.0000000000000000
sellstock = 300207, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
sellstock = 000028, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-01-03, stock = 300586, price = 22.59, rate = 1.00
mairu, date = 2020-01-03, stock = 600768, price = 12.90, rate = 0.00
mairu, date = 2020-01-02, stock = 002465, price = 10.99, rate = 0
mairu, date = 2020-01-02, stock = 603331, price = 16.65, rate = 0
mairu, date = 2020-01-02, stock = 300543, price = 23.51, rate = 0
mairu, date = 2020-01-02, stock = 300520, price = 18.76, rate = 0
mairu, date = 2020-01-02, stock = 002853, price = 18.73, rate = 0
mairu, date = 2020-01-02, stock = 000028, price = 45.87, rate = 1.0000000000000000
mairu, date = 2020-01-02, stock = 300207, price = 20.14, rate = 0.5000000000000000
day5
day = 72.84%, buy day = 19.75%, day percent = 87.45%
mairu, date = 2020-05-07, stock = 300793, price = 48.84, rate = 0
maichu, date = 2020-05-07, stock = 002567, price = 10.60, rate = 1.0000000000000000
sellstock = 002567, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-05-06, stock = 002626, price = 20.65, rate = 0
mairu, date = 2020-05-06, stock = 300413, price = 47.00, rate = 1.0000000000000000
mairu, date = 2020-04-30, stock = 600132, price = 54.44, rate = 0
mairu, date = 2020-04-29, stock = 002968, price = 88.83, rate = 0
maichu, date = 2020-04-29, stock = 603238, price = 29.51, rate = 1.0000000000000000
sellstock = 603238, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-04-28, stock = 600702, price = 26.40, rate = 0
mairu, date = 2020-04-28, stock = 002567, price = 10.79, rate = 1.0000000000000000
maichu, date = 2020-04-23, stock = 002810, price = 18.03, rate = 1.0000000000000000
sellstock = 002810, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-04-22, stock = 002832, price = 19.99, rate = 0
mairu, date = 2020-04-22, stock = 603238, price = 33.79, rate = 1.0000000000000000
maichu, date = 2020-04-22, stock = 300580, price = 16.97, rate = 1.0000000000000000
sellstock = 300580, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-04-20, stock = 300582, price = 12.07, rate = 0
mairu, date = 2020-04-20, stock = 300450, price = 41.10, rate = 0
mairu, date = 2020-04-20, stock = 002025, price = 26.25, rate = 0
mairu, date = 2020-04-20, stock = 300036, price = 25.61, rate = 0
mairu, date = 2020-04-20, stock = 002777, price = 43.71, rate = 0
mairu, date = 2020-04-20, stock = 300078, price = 12.83, rate = 0
mairu, date = 2020-04-20, stock = 300579, price = 48.83, rate = 0
mairu, date = 2020-04-17, stock = 603995, price = 22.00, rate = 0
mairu, date = 2020-04-16, stock = 600373, price = 12.56, rate = 0
mairu, date = 2020-04-16, stock = 000913, price = 10.36, rate = 0
mairu, date = 2020-04-16, stock = 300580, price = 16.92, rate = 1.0000000000000000
mairu, date = 2020-04-16, stock = 002810, price = 18.53, rate = 0.5000000000000000
mairu, date = 2020-04-14, stock = 300613, price = 155.40, rate = 0
maichu, date = 2020-04-14, stock = 600600, price = 47.25, rate = 1.0000000000000000
sellstock = 600600, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-04-13, stock = 002511, price = 17.00, rate = 0
maichu, date = 2020-04-10, stock = 603586, price = 16.36, rate = 1.0000000000000000
sellstock = 603586, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-04-09, stock = 603716, price = 16.03, rate = 0
mairu, date = 2020-04-09, stock = 002800, price = 22.00, rate = 0
mairu, date = 2020-04-09, stock = 300463, price = 28.97, rate = 0
mairu, date = 2020-04-09, stock = 000596, price = 115.68, rate = 0
mairu, date = 2020-04-09, stock = 600600, price = 46.72, rate = 1.0000000000000000
maichu, date = 2020-04-08, stock = 603298, price = 11.80, rate = 1.0000000000000000
sellstock = 603298, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-04-07, stock = 600785, price = 14.80, rate = 0
mairu, date = 2020-04-07, stock = 600288, price = 11.30, rate = 0
mairu, date = 2020-04-07, stock = 002967, price = 36.02, rate = 0
mairu, date = 2020-04-07, stock = 603706, price = 15.84, rate = 0
mairu, date = 2020-04-07, stock = 300518, price = 20.84, rate = 0
mairu, date = 2020-04-07, stock = 300192, price = 16.88, rate = 0
mairu, date = 2020-04-07, stock = 300446, price = 13.44, rate = 0
mairu, date = 2020-04-07, stock = 300599, price = 12.64, rate = 0
mairu, date = 2020-04-07, stock = 300788, price = 41.70, rate = 0
mairu, date = 2020-04-07, stock = 002805, price = 12.26, rate = 0
mairu, date = 2020-04-07, stock = 002930, price = 15.27, rate = 0
mairu, date = 2020-04-07, stock = 300479, price = 15.05, rate = 0
mairu, date = 2020-04-02, stock = 603586, price = 16.95, rate = 1.0000000000000000
mairu, date = 2020-04-02, stock = 603298, price = 11.68, rate = 0.5000000000000000
maichu, date = 2020-03-31, stock = 603583, price = 39.85, rate = 1.0000000000000000
maichu, date = 2020-03-31, stock = 002041, price = 12.09, rate = 1.0000000000000000
sellstock = 603583, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
sellstock = 002041, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-03-30, stock = 603609, price = 11.93, rate = 0
mairu, date = 2020-03-27, stock = 603587, price = 21.58, rate = 0
mairu, date = 2020-03-25, stock = 300760, price = 253.88, rate = 0
mairu, date = 2020-03-25, stock = 002041, price = 10.22, rate = 1.0000000000000000
mairu, date = 2020-03-25, stock = 603583, price = 41.81, rate = 0.5000000000000000
maichu, date = 2020-03-25, stock = 002821, price = 172.95, rate = 1.0000000000000000
sellstock = 002821, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-03-24, stock = 603309, price = 15.91, rate = 0
maichu, date = 2020-03-24, stock = 603078, price = 38.68, rate = 1.0000000000000000
sellstock = 603078, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-03-20, stock = 002271, price = 32.60, rate = 0
mairu, date = 2020-03-20, stock = 002821, price = 170.50, rate = 1.0000000000000000
maichu, date = 2020-03-20, stock = 300236, price = 62.66, rate = 1.0000000000000000
sellstock = 300236, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-03-19, stock = 300470, price = 25.43, rate = 0
mairu, date = 2020-03-19, stock = 300377, price = 10.62, rate = 0
mairu, date = 2020-03-19, stock = 300166, price = 16.34, rate = 0
mairu, date = 2020-03-19, stock = 603688, price = 25.07, rate = 0
mairu, date = 2020-03-19, stock = 300496, price = 59.10, rate = 0
mairu, date = 2020-03-19, stock = 002371, price = 143.00, rate = 0
mairu, date = 2020-03-19, stock = 002315, price = 16.88, rate = 0
mairu, date = 2020-03-17, stock = 603356, price = 14.91, rate = 0
mairu, date = 2020-03-17, stock = 600131, price = 20.21, rate = 0
mairu, date = 2020-03-17, stock = 603078, price = 47.26, rate = 1.0000000000000000
mairu, date = 2020-03-17, stock = 300236, price = 56.82, rate = 0.5000000000000000
maichu, date = 2020-03-11, stock = 603118, price = 17.18, rate = 1.0000000000000000
sellstock = 603118, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
maichu, date = 2020-03-10, stock = 002798, price = 25.74, rate = 1.0000000000000000
sellstock = 002798, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-03-05, stock = 002007, price = 45.02, rate = 0
mairu, date = 2020-03-05, stock = 601808, price = 16.36, rate = 0
mairu, date = 2020-03-05, stock = 300073, price = 29.24, rate = 0
mairu, date = 2020-03-04, stock = 601318, price = 80.58, rate = 0
mairu, date = 2020-03-04, stock = 603298, price = 13.92, rate = 0
mairu, date = 2020-03-04, stock = 002846, price = 22.82, rate = 0
mairu, date = 2020-03-04, stock = 600882, price = 17.30, rate = 0
mairu, date = 2020-03-04, stock = 300016, price = 11.35, rate = 0
mairu, date = 2020-03-04, stock = 300569, price = 15.12, rate = 0
mairu, date = 2020-03-04, stock = 300625, price = 16.15, rate = 0
mairu, date = 2020-03-04, stock = 002152, price = 10.32, rate = 0
mairu, date = 2020-03-04, stock = 300674, price = 39.12, rate = 0
mairu, date = 2020-03-04, stock = 002670, price = 11.77, rate = 0
mairu, date = 2020-03-04, stock = 002798, price = 28.10, rate = 1.0000000000000000
mairu, date = 2020-03-04, stock = 603118, price = 15.97, rate = 0.5000000000000000
maichu, date = 2020-02-27, stock = 300625, price = 16.45, rate = 1.0000000000000000
sellstock = 300625, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
maichu, date = 2020-02-26, stock = 603876, price = 18.20, rate = 1.0000000000000000
sellstock = 603876, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-02-24, stock = 300009, price = 16.81, rate = 0
mairu, date = 2020-02-20, stock = 300522, price = 19.30, rate = 0
mairu, date = 2020-02-20, stock = 000777, price = 12.27, rate = 0
mairu, date = 2020-02-20, stock = 000810, price = 15.50, rate = 0
mairu, date = 2020-02-20, stock = 603819, price = 12.60, rate = 0
mairu, date = 2020-02-20, stock = 300508, price = 28.42, rate = 0
mairu, date = 2020-02-20, stock = 300625, price = 17.13, rate = 1.0000000000000000
mairu, date = 2020-02-20, stock = 603876, price = 15.88, rate = 0.5000000000000000
maichu, date = 2020-02-18, stock = 300796, price = 23.59, rate = 1.0000000000000000
sellstock = 300796, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-02-17, stock = 601069, price = 14.77, rate = 0
maichu, date = 2020-02-17, stock = 300342, price = 17.05, rate = 1.0000000000000000
sellstock = 300342, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-02-14, stock = 000776, price = 14.52, rate = 0
mairu, date = 2020-02-12, stock = 300685, price = 73.59, rate = 0
mairu, date = 2020-02-12, stock = 300088, price = 12.56, rate = 0
mairu, date = 2020-02-12, stock = 300384, price = 18.13, rate = 0
mairu, date = 2020-02-12, stock = 300587, price = 15.46, rate = 0
mairu, date = 2020-02-12, stock = 002191, price = 10.30, rate = 0
mairu, date = 2020-02-12, stock = 600980, price = 12.22, rate = 0
mairu, date = 2020-02-12, stock = 300796, price = 21.41, rate = 1.0000000000000000
mairu, date = 2020-02-12, stock = 300342, price = 15.73, rate = 0.5000000000000000
mairu, date = 2020-02-11, stock = 002180, price = 37.13, rate = 0
maichu, date = 2020-02-11, stock = 601155, price = 34.39, rate = 1.0000000000000000
maichu, date = 2020-02-11, stock = 300595, price = 55.16, rate = 1.0000000000000000
sellstock = 601155, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
sellstock = 300595, useType = 3, useCountType = 3, isObserve = 0, solutionType = 1
mairu, date = 2020-02-06, stock = 300699, price = 46.41, rate = 0
mairu, date = 2020-02-06, stock = 300012, price = 16.74, rate = 0
mairu, date = 2020-02-06, stock = 300595, price = 51.86, rate = 1.0000000000000000
mairu, date = 2020-02-06, stock = 601155, price = 33.09, rate = 0.5000000000000000
