bid	all
-0.029100	0.056767
-0.029000	0.056767
-0.028900	0.056767
-0.028800	0.056767
-0.028700	0.056767
-0.028600	0.056767
-0.028500	0.056767
-0.028400	0.056767
-0.028300	0.056767
-0.028200	0.056767
-0.028100	0.056767
-0.028000	0.056767
-0.027900	0.056767
-0.027800	0.056767
-0.027700	0.044403
-0.027600	0.044403
-0.027500	0.044403
-0.027400	0.044403
-0.027300	0.044403
-0.027200	0.044403
-0.027100	0.044403
-0.027000	0.044403
-0.026900	0.044403
-0.026800	0.044403
-0.026700	0.044403
-0.026600	0.044403
-0.026500	0.044403
-0.026400	0.044403
-0.026300	0.044403
-0.026200	0.044403
-0.026100	0.044403
-0.026000	0.044403
-0.025900	0.044403
-0.025800	0.044403
-0.025700	0.044403
-0.025600	0.044403
-0.025500	0.044403
-0.025400	0.044403
-0.025300	0.044403
-0.025200	0.044403
-0.025100	0.044403
-0.025000	0.044403
-0.024900	0.044403
-0.024800	0.044403
-0.024700	0.044403
-0.024600	0.044403
-0.024500	0.044403
-0.024400	0.044403
-0.024300	0.044403
-0.024200	0.044403
-0.024100	0.044403
-0.024000	0.044403
-0.023900	0.044403
-0.023800	0.044403
-0.023700	0.044403
-0.023600	0.044403
-0.023500	0.044403
-0.023400	0.044403
-0.023300	0.044403
-0.023200	0.044403
-0.023100	0.044403
-0.023000	0.044403
-0.022900	0.044403
-0.022800	0.044403
-0.022700	0.044403
-0.022600	0.044403
-0.022500	0.044403
-0.022400	0.044403
-0.022300	0.044403
-0.022200	0.044403
-0.022100	0.044403
-0.022000	0.044403
-0.021900	0.044403
-0.021800	0.044403
-0.021700	0.044403
-0.021600	0.044403
-0.021500	0.044403
-0.021400	0.044403
-0.021300	0.044403
-0.021200	0.044403
-0.021100	0.044403
-0.021000	0.044403
-0.020900	0.044403
-0.020800	0.044403
-0.020700	0.044403
-0.020600	0.044403
-0.020500	0.044403
-0.020400	0.044403
-0.020300	0.044403
-0.020200	0.044403
-0.020100	0.044403
-0.020000	0.044403
-0.019900	0.044403
-0.019800	0.044403
-0.019700	0.044403
-0.019600	0.076361
-0.019500	0.076361
-0.019400	0.170288
-0.019300	0.170288
-0.019200	0.170288
-0.019100	0.170288
-0.019000	0.170288
-0.018900	0.215199
-0.018800	0.215199
-0.018700	0.215199
-0.018600	0.215199
-0.018500	0.215199
-0.018400	0.215199
-0.018300	0.215199
-0.018200	0.215199
-0.018100	0.215199
-0.018000	0.215199
-0.017900	0.215199
-0.017800	0.215199
-0.017700	0.215199
-0.017600	0.215199
-0.017500	0.215199
-0.017400	0.215199
-0.017300	0.211799
-0.017200	0.211799
-0.017100	0.243999
-0.017000	0.243999
-0.016900	0.231785
-0.016800	0.231785
-0.016700	0.231785
-0.016600	0.231785
-0.016500	0.231785
-0.016400	0.231785
-0.016300	0.231785
-0.016200	0.231785
-0.016100	0.231785
-0.016000	0.234002
-0.015900	0.316246
-0.015800	0.316246
-0.015700	0.316246
-0.015600	0.316246
-0.015500	0.316246
-0.015400	0.316246
-0.015300	0.316246
-0.015200	0.311112
-0.015100	0.311112
-0.015000	0.311112
-0.014900	0.311112
-0.014800	0.311112
-0.014700	0.311112
-0.014600	0.311112
-0.014500	0.311112
-0.014400	0.311112
-0.014300	0.311112
-0.014200	0.311112
-0.014100	0.319780
-0.014000	0.319780
-0.013900	0.319780
-0.013800	0.319780
-0.013700	0.319780
-0.013600	0.319780
-0.013500	0.319780
-0.013400	0.319780
-0.013300	0.319780
-0.013200	0.319780
-0.013100	0.319780
-0.013000	0.319780
-0.012900	0.319780
-0.012800	0.316876
-0.012700	0.316876
-0.012600	0.316876
-0.012500	0.316876
-0.012400	0.316876
-0.012300	0.305815
-0.012200	0.278873
-0.012100	0.278873
-0.012000	0.271072
-0.011900	0.271072
-0.011800	0.271072
-0.011700	0.271072
-0.011600	0.271072
-0.011500	0.271072
-0.011400	0.271072
-0.011300	0.271072
-0.011200	0.271072
-0.011100	0.271072
-0.011000	0.271072
-0.010900	0.271072
-0.010800	0.271072
-0.010700	0.285689
-0.010600	0.285689
-0.010500	0.285689
-0.010400	0.285689
-0.010300	0.285689
-0.010200	0.285689
-0.010100	0.285689
-0.010000	0.285689
-0.009900	0.285689
-0.009800	0.285689
-0.009700	0.285689
-0.009600	0.285689
-0.009500	0.285689
-0.009400	0.285689
-0.009300	0.285689
-0.009200	0.285689
-0.009100	0.285689
-0.009000	0.285689
-0.008900	0.285689
-0.008800	0.285689
-0.008700	0.285689
-0.008600	0.285689
-0.008500	0.285689
-0.008400	0.285689
-0.008300	0.285689
-0.008200	0.285689
-0.008100	0.285689
-0.008000	0.285689
-0.007900	0.285689
-0.007800	0.285689
-0.007700	0.285689
-0.007600	0.285689
-0.007500	0.285689
-0.007400	0.285689
-0.007300	0.285689
-0.007200	0.285689
-0.007100	0.285689
-0.007000	0.285689
-0.006900	0.285689
-0.006800	0.340829
-0.006700	0.340829
-0.006600	0.340829
-0.006500	0.340829
-0.006400	0.340829
-0.006300	0.340829
-0.006200	0.340829
-0.006100	0.340829
-0.006000	0.340829
-0.005900	0.345790
-0.005800	0.345790
-0.005700	0.345790
-0.005600	0.345790
-0.005500	0.355360
-0.005400	0.355360
-0.005300	0.355360
-0.005200	0.355360
-0.005100	0.355360
-0.005000	0.355360
-0.004900	0.355360
-0.004800	0.355360
-0.004700	0.355360
-0.004600	0.355360
-0.004500	0.355360
-0.004400	0.355360
-0.004300	0.355360
-0.004200	0.355360
-0.004100	0.355360
-0.004000	0.355360
-0.003900	0.355360
-0.003800	0.355360
-0.003700	0.355360
-0.003600	0.355360
-0.003500	0.355360
-0.003400	0.355360
-0.003300	0.355360
-0.003200	0.355360
-0.003100	0.355360
-0.003000	0.355360
-0.002900	0.355360
-0.002800	0.355360
-0.002700	0.355360
-0.002600	0.355360
-0.002500	0.355360
-0.002400	0.355360
-0.002300	0.355360
-0.002200	0.355360
-0.002100	0.355360
-0.002000	0.355360
-0.001900	0.355360
-0.001800	0.355360
-0.001700	0.355360
-0.001600	0.355360
-0.001500	0.355360
-0.001400	0.355360
-0.001300	0.355360
-0.001200	0.421005
-0.001100	0.421005
-0.001000	0.421005
-0.000900	0.421005
-0.000800	0.421005
-0.000700	0.421005
-0.000600	0.421005
-0.000500	0.421005
-0.000400	0.410205
-0.000300	0.410205
-0.000200	0.410205
-0.000100	0.410205
0.000000	0.410205
0.000100	0.410205
0.000200	0.410205
0.000300	0.410205
0.000400	0.410205
0.000500	0.410205
0.000600	0.410205
0.000700	0.410205
0.000800	0.410205
0.000900	0.410205
0.001000	0.410205
0.001100	0.410205
0.001200	0.410205
0.001300	0.410205
0.001400	0.410205
0.001500	0.424783
0.001600	0.404694
0.001700	0.404694
0.001800	0.404694
0.001900	0.404694
0.002000	0.404694
0.002100	0.404694
0.002200	0.404694
0.002300	0.404694
0.002400	0.404694
0.002500	0.404694
0.002600	0.404694
0.002700	0.404694
0.002800	0.389421
0.002900	0.389421
0.003000	0.389421
0.003100	0.389421
0.003200	0.389421
0.003300	0.389421
0.003400	0.367468
0.003500	0.367468
0.003600	0.395143
0.003700	0.395143
0.003800	0.395143
0.003900	0.395143
0.004000	0.395143
0.004100	0.395143
0.004200	0.395143
0.004300	0.395143
0.004400	0.395143
0.004500	0.395143
0.004600	0.395143
0.004700	0.395143
0.004800	0.395143
0.004900	0.395143
0.005000	0.395143
0.005100	0.395143
0.005200	0.395143
0.005300	0.395143
0.005400	0.395143
0.005500	0.395143
0.005600	0.395143
0.005700	0.395143
0.005800	0.395143
0.005900	0.395143
0.006000	0.395143
0.006100	0.395143
0.006200	0.395143
0.006300	0.395143
0.006400	0.395143
0.006500	0.395143
0.006600	0.395143
0.006700	0.395143
0.006800	0.395143
0.006900	0.395143
0.007000	0.395143
0.007100	0.395143
0.007200	0.395143
0.007300	0.395143
0.007400	0.395143
0.007500	0.395143
0.007600	0.395143
0.007700	0.395143
0.007800	0.473098
0.007900	0.473098
0.008000	0.473098
0.008100	0.473098
0.008200	0.473098
0.008300	0.473098
0.008400	0.473098
0.008500	0.473098
0.008600	0.473098
0.008700	0.473098
0.008800	0.473098
0.008900	0.473098
0.009000	0.473098
0.009100	0.473098
0.009200	0.473098
0.009300	0.473098
0.009400	0.473098
0.009500	0.473098
0.009600	0.473098
0.009700	0.473098
0.009800	0.473098
0.009900	0.485929
0.010000	0.485929
0.010100	0.548262
0.010200	0.548262
0.010300	0.548262
0.010400	0.548262
0.010500	0.548262
0.010600	0.548262
0.010700	0.548262
0.010800	0.548262
0.010900	0.548262
0.011000	0.548262
0.011100	0.548262
0.011200	0.548262
0.011300	0.548262
0.011400	0.548262
0.011500	0.548262
0.011600	0.548262
0.011700	0.548262
0.011800	0.548262
0.011900	0.548262
0.012000	0.546703
0.012100	0.546703
0.012200	0.546703
0.012300	0.546703
0.012400	0.546703
0.012500	0.546703
0.012600	0.546703
0.012700	0.586604
0.012800	0.586604
0.012900	0.586604
0.013000	0.586604
0.013100	0.586604
0.013200	0.586604
0.013300	0.586604
0.013400	0.586604
0.013500	0.608302
0.013600	0.608302
0.013700	0.608302
0.013800	0.714021
0.013900	0.702885
0.014000	0.702885
0.014100	0.702885
0.014200	0.702885
0.014300	0.702885
0.014400	0.702885
0.014500	0.702885
0.014600	0.702885
0.014700	0.702885
0.014800	0.702885
0.014900	0.702885
0.015000	0.702885
0.015100	0.702885
0.015200	0.702885
0.015300	0.702885
0.015400	0.702885
0.015500	0.702885
0.015600	0.702885
0.015700	0.635111
0.015800	0.635111
0.015900	0.635111
0.016000	0.635111
0.016100	0.603553
0.016200	0.603553
0.016300	0.603553
0.016400	0.603553
0.016500	0.603553
0.016600	0.625842
0.016700	0.625842
0.016800	0.625842
0.016900	0.625842
0.017000	0.625842
0.017100	0.625842
0.017200	0.625842
0.017300	0.625842
0.017400	0.625842
0.017500	0.601780
0.017600	0.613953
0.017700	0.630117
0.017800	0.630117
0.017900	0.630117
0.018000	0.630117
0.018100	0.630117
0.018200	0.634671
0.018300	0.634671
0.018400	0.634671
0.018500	0.634671
0.018600	0.634671
0.018700	0.634671
0.018800	0.634671
0.018900	0.634671
0.019000	0.616689
0.019100	0.615719
0.019200	0.615719
0.019300	0.615719
0.019400	0.615719
0.019500	0.615719
0.019600	0.615719
0.019700	0.615719
0.019800	0.615719
0.019900	0.615719
0.020000	0.615719
0.020100	0.615719
0.020200	0.615719
0.020300	0.615719
0.020400	0.615719
0.020500	0.615719
0.020600	0.615719
0.020700	0.643628
0.020800	0.643628
0.020900	0.643628
0.021000	0.643628
0.021100	0.643628
0.021200	0.643628
0.021300	0.643628
0.021400	0.643628
0.021500	0.643628
0.021600	0.643628
0.021700	0.643628
0.021800	0.643628
0.021900	0.643628
0.022000	0.643628
0.022100	0.643628
0.022200	0.643628
0.022300	0.643628
0.022400	0.643628
0.022500	0.643628
0.022600	0.643628
0.022700	0.643628
0.022800	0.643628
0.022900	0.643628
0.023000	0.643628
0.023100	0.643628
0.023200	0.643628
0.023300	0.651691
0.023400	0.651691
0.023500	0.651691
0.023600	0.651691
0.023700	0.651691
0.023800	0.651691
0.023900	0.651691
0.024000	0.651691
0.024100	0.635174
0.024200	0.635174
0.024300	0.626998
0.024400	0.626998
0.024500	0.617236
0.024600	0.617236
0.024700	0.617236
0.024800	0.617236
0.024900	0.617236
0.025000	0.617236
0.025100	0.617236
0.025200	0.629689
0.025300	0.629689
0.025400	0.629689
0.025500	0.629689
0.025600	0.629689
0.025700	0.629689
0.025800	0.629689
0.025900	0.629689
0.026000	0.629689
0.026100	0.629689
0.026200	0.629689
0.026300	0.629689
0.026400	0.655016
0.026500	0.655016
0.026600	0.655016
0.026700	0.655016
0.026800	0.655016
0.026900	0.655016
0.027000	0.655016
0.027100	0.655016
0.027200	0.655016
0.027300	0.655016
0.027400	0.655016
0.027500	0.655016
0.027600	0.655016
0.027700	0.655016
0.027800	0.655016
0.027900	0.655016
0.028000	0.655016
0.028100	0.655016
0.028200	0.655016
0.028300	0.655016
0.028400	0.655016
0.028500	0.655016
0.028600	0.655016
0.028700	0.655016
0.028800	0.655016
0.028900	0.655016
0.029000	0.655016
0.029100	0.655016
0.029200	0.655016
0.029300	0.655016
0.029400	0.655016
0.029500	0.655016
0.029600	0.655016
0.029700	0.655016
0.029800	0.631680
0.029900	0.631680
0.030000	0.631680
0.030100	0.631680
0.030200	0.631680
0.030300	0.631680
0.030400	0.631680
0.030500	0.631680
0.030600	0.631680
0.030700	0.631680
0.030800	0.631680
0.030900	0.631680
0.031000	0.631680
0.031100	0.631680
0.031200	0.631680
0.031300	0.627928
0.031400	0.627928
0.031500	0.627928
0.031600	0.627928
0.031700	0.627928
0.031800	0.627928
0.031900	0.627928
0.032000	0.627928
0.032100	0.627928
0.032200	0.627928
0.032300	0.627928
0.032400	0.627928
0.032500	0.627928
0.032600	0.627928
0.032700	0.627928
0.032800	0.627928
0.032900	0.627928
0.033000	0.627928
0.033100	0.627928
0.033200	0.627928
0.033300	0.627928
0.033400	0.627928
0.033500	0.627928
0.033600	0.627928
0.033700	0.627928
0.033800	0.627928
0.033900	0.627928
0.034000	0.627928
0.034100	0.627928
0.034200	0.627928
0.034300	0.627928
0.034400	0.627928
0.034500	0.627928
0.034600	0.627928
0.034700	0.623369
0.034800	0.623369
0.034900	0.623369
0.035000	0.623369
0.035100	0.623369
0.035200	0.623369
0.035300	0.623369
0.035400	0.623369
0.035500	0.623369
0.035600	0.623369
0.035700	0.623369
0.035800	0.623369
0.035900	0.623369
0.036000	0.623369
0.036100	0.623369
0.036200	0.641699
0.036300	0.641699
0.036400	0.641699
0.036500	0.641699
0.036600	0.641699
0.036700	0.641699
0.036800	0.641699
0.036900	0.641699
0.037000	0.641699
0.037100	0.641699
0.037200	0.629715
0.037300	0.629715
0.037400	0.629715
0.037500	0.629715
0.037600	0.629715
0.037700	0.629715
0.037800	0.629715
0.037900	0.633706
0.038000	0.633706
0.038100	0.633706
0.038200	0.633706
0.038300	0.633706
0.038400	0.633706
0.038500	0.633706
0.038600	0.633706
0.038700	0.633706
0.038800	0.633706
0.038900	0.633706
0.039000	0.633706
0.039100	0.633706
0.039200	0.633706
0.039300	0.633706
0.039400	0.633706
0.039500	0.633706
0.039600	0.626355
0.039700	0.626355
0.039800	0.626355
0.039900	0.626355
0.040000	0.626355
