always	highest	bid	sell
0.037669	0.057111	0.025600	0.038900
0.040678	0.060177	0.025600	0.038900
0.045624	0.065216	0.025600	0.038900
0.027379	0.053468	0.025600	0.038900
0.045911	0.058314	0.025600	0.038900
-0.002443	0.023753	0.001800	0.019800
-0.008229	0.023753	0.001800	0.019800
0.008711	0.029616	0.001800	0.019800
0.016584	0.023645	0.001800	0.019800
0.013549	0.013549	0.019800	0.030200
-0.015358	0.000000	-0.018500	-0.018500
-0.011813	-0.002916	-0.018500	-0.018500
0.015087	0.027196	-0.018500	-0.009100
0.010785	0.037879	-0.018500	0.008900
0.012499	0.042030	-0.018500	0.025000
0.021464	0.042030	-0.018500	0.025000
0.012781	0.042030	-0.018500	0.025000
0.008808	0.042030	-0.018500	0.025000
-0.001755	0.042030	-0.018500	0.025000
0.012201	0.043651	-0.013600	0.025000
0.034430	0.047829	-0.004900	0.025000
0.026775	0.042030	-0.018500	0.025000
0.016646	0.029816	-0.004900	0.025000
-0.026874	0.003858	-0.013600	-0.009500
-0.046521	0.000000	-0.035300	-0.035300
-0.035774	0.007615	-0.035300	-0.035300
-0.035195	0.008220	-0.035300	-0.023300
-0.022934	0.012354	-0.035300	-0.015300
-0.014548	0.012354	-0.035300	-0.015300
-0.022517	0.012354	-0.035300	-0.015300
-0.009281	0.028880	-0.035300	0.011400
-0.002445	0.035979	-0.035300	0.021300
0.005595	0.035979	-0.035300	0.021300
0.007922	0.035979	-0.035300	0.021300
0.016917	0.035979	-0.035300	0.021300
0.013921	0.021474	-0.023400	0.021300
0.009257	0.021474	-0.023400	0.021300
0.008047	0.020862	-0.015300	0.021300
0.001019	0.006559	-0.004900	0.021300
0.002222	0.003132	0.007700	0.021300
0.001487	0.007269	-0.013200	-0.006900
0.003190	0.008981	-0.013200	0.008800
0.007673	0.020484	-0.013200	0.015100
0.006465	0.020484	-0.013200	0.015100
0.012730	0.022115	-0.013200	0.029400
0.028191	0.022115	-0.013200	0.029400
0.024798	0.022115	-0.013200	0.029400
0.027784	0.022115	-0.013200	0.029400
0.026138	0.022115	-0.013200	0.029400
0.030872	0.025088	-0.012100	0.029400
0.027932	0.019016	0.031500	0.027100
0.031838	0.022889	0.031500	0.027100
0.034619	0.025646	0.031500	0.027100
0.019582	0.017321	0.006300	0.015600
0.021316	0.017321	0.006300	0.015600
0.020485	0.027869	0.006300	0.021700
0.016607	0.023963	0.006300	0.021700
0.024359	0.022817	0.020500	0.020000
0.020050	0.017321	0.006300	0.015600
0.025672	0.022387	0.020500	0.020000
0.000603	0.000000	-0.011200	-0.011200
-0.002099	-0.005295	0.020500	0.020000
0.007147	0.003921	0.020500	0.020000
0.007648	0.010984	0.020500	0.020000
0.018061	0.016943	0.019900	0.018700
0.025028	0.025028	-0.011200	0.013200
0.023388	0.025028	-0.011200	0.013200
0.034881	0.029810	0.032500	0.013200
0.022010	0.017002	0.032500	0.028000
0.034113	0.034113	0.009500	0.032600
0.013491	0.017664	0.031400	0.032600
0.016126	0.013685	0.031400	0.032600
0.029234	0.026762	0.031400	0.032600
0.025529	0.023065	0.031400	0.032600
0.017120	0.019230	0.023500	0.024400
0.036547	0.034057	0.031400	0.032600
0.042870	0.040364	0.031400	0.032600
0.057180	0.054640	0.032500	0.028800
0.048794	0.051336	0.023500	0.026400
0.047221	0.051336	0.023500	0.026400
0.036227	0.040723	0.020100	0.026400
0.044517	0.042238	0.020100	0.026400
0.036703	0.034441	0.024300	0.026400
0.016950	0.031501	-0.000400	0.026400
0.010418	0.014556	-0.000400	0.026400
0.029368	0.023709	0.036800	0.026400
0.027824	0.023015	-0.011200	-0.011200
0.017608	0.023015	-0.011200	-0.011200
0.019820	0.032047	-0.011200	0.016500
0.044488	0.057538	-0.011200	0.028700
0.062750	0.057538	-0.011200	0.028700
0.042983	0.057538	-0.011200	0.028700
0.025910	0.057538	-0.011200	0.028700
0.041272	0.057538	-0.011200	0.028700
0.027648	0.057538	-0.011300	0.028700
0.028552	0.042645	0.007000	0.028700
0.037809	0.052028	0.007000	0.028700
0.024713	0.037195	0.007000	0.028700
-0.017670	0.022799	-0.018000	-0.016100
-0.034425	0.013110	-0.018000	-0.016100
-0.095170	0.004073	-0.018000	-0.075200
-0.082683	0.011320	-0.018000	-0.075200
-0.069504	0.011320	-0.018000	-0.075200
-0.080953	0.007218	-0.075200	-0.075200
-0.083956	0.007218	-0.075200	-0.075200
-0.077827	0.007218	-0.075200	-0.075200
-0.089078	0.007218	-0.075200	-0.075200
-0.102801	0.007218	-0.075200	-0.075200
-0.100343	0.007218	-0.075200	-0.075200
-0.044003	0.007218	-0.075200	-0.075200
0.010347	0.022524	-0.025200	-0.007900
0.001254	0.022524	-0.025200	-0.007900
-0.005857	0.008606	-0.025200	-0.007900
-0.008853	0.013165	-0.025200	-0.007900
-0.002274	0.034581	-0.025200	-0.007900
-0.015507	0.027016	-0.025200	-0.007900
-0.007435	0.028715	-0.023600	-0.007900
0.004322	0.028715	-0.023600	-0.007900
0.030698	0.049254	0.018600	-0.006300
0.051446	0.070375	0.018600	0.014000
