up_down_5	up_down_highest_in_3days
0.022900	0.029500
0.032600	-0.002000
0.029600	0.001000
0.027500	0.000000
-0.002000	-0.001000
0.000000	-0.013900
-0.014900	-0.007000
-0.021900	0.002200
-0.026000	0.023500
-0.019200	0.030600
0.002200	0.016200
0.023500	-0.002000
0.022600	0.007000
0.012200	0.003000
-0.002000	0.001000
0.007000	-0.003000
0.000000	-0.006000
-0.008000	-0.000900
-0.015000	0.010100
-0.006900	0.019000
-0.001900	0.025900
0.010100	0.052300
0.019000	0.045000
0.025900	0.039100
0.052300	0.006700
0.045000	0.002000
0.031500	0.050100
0.000100	0.049100
0.002000	0.053200
0.050100	0.012700
0.046400	0.015400
0.053200	-0.009800
0.002900	-0.000900
0.004700	-0.010600
-0.032400	0.015700
-0.019800	0.018400
-0.010600	0.015500
0.015700	0.032500
0.018400	0.027000
0.015500	0.021600
0.032500	-0.006200
0.020800	0.013400
0.009200	0.019600
-0.009700	0.016900
0.013400	-0.004400
0.011700	0.003500
0.012500	0.004400
-0.007000	0.042900
0.000900	0.047100
0.004400	0.040100
0.042900	0.004200
0.047100	-0.011800
0.028300	-0.004300
-0.011900	-0.010000
-0.034000	0.007900
-0.021300	0.007000
-0.010000	0.002600
0.000100	0.010400
0.000900	0.008700
0.002600	-0.000900
0.009500	-0.006000
0.001800	-0.016300
-0.032100	0.023900
-0.034800	0.027500
-0.016300	0.015000
0.023900	0.018400
0.016200	0.031400
0.010700	0.055900
0.018400	0.033200
0.031400	0.031500
0.055900	-0.008200
0.015900	0.009100
-0.008500	0.031800
-0.008200	-0.004200
-0.000100	0.005000
0.027600	-0.030100
-0.034300	-0.003300
-0.036300	0.007900
-0.033400	-0.003500
-0.006800	-0.006100
-0.001700	-0.010300
-0.030600	0.015200
-0.016400	0.008000
-0.013800	0.029000
0.015200	0.051100
0.008000	0.047600
0.029000	0.030100
0.051100	-0.009100
0.031700	0.006800
0.012500	0.028000
-0.009100	0.019500
0.003400	0.022900
0.028000	-0.005800
0.011200	0.002500
0.014600	0.002500
-0.005800	-0.001700
-0.001700	0.002500
0.000800	0.000200
-0.007500	0.034400
-0.013400	0.053400
0.000200	0.045300
0.034400	0.041600
0.053400	0.032700
0.045300	0.024700
0.041600	-0.002300
0.030400	-0.007800
0.014600	-0.015700
-0.028200	0.002400
-0.029100	0.023200
-0.015700	0.017600
-0.000800	0.020800
0.023200	0.026800
0.012900	0.031500
0.019300	0.028300
0.026800	-0.000800
0.030700	-0.016100
0.009900	0.001500
-0.019200	0.002300
-0.016100	-0.016300
-0.014800	-0.001400
-0.026600	0.011200
-0.017700	-0.004800
-0.006200	0.008800
-0.002400	0.017600
-0.005600	0.009600
0.008800	0.001700
0.004200	0.015100
0.001000	0.010300
0.001700	-0.001900
-0.010100	0.041500
-0.007600	0.049700
-0.001900	0.051300
0.041500	0.033100
0.049700	0.017600
0.051300	-0.004500
0.028600	0.040200
0.001000	0.064600
-0.008200	0.060500
0.040200	0.016600
0.064600	0.004300
0.060500	-0.012100
0.004500	0.015100
-0.019300	0.026600
-0.031600	0.063200
0.015100	0.037600
0.022300	0.041900
0.063200	0.009000
0.037600	-0.012000
0.016500	0.013400
-0.003000	-0.000700
-0.012700	-0.004200
0.008500	-0.011200
-0.016100	-0.003500
-0.018900	-0.005000
-0.019700	-0.006900
-0.027000	0.011600
