up_down_5	up_down_highest_in_3days
-0.011900	0.004600
-0.024100	0.026100
0.003900	0.024400
0.004600	0.012100
0.026100	0.007800
0.024400	-0.002800
0.005800	0.003500
0.005000	-0.011300
-0.014800	0.000700
-0.007800	-0.008600
-0.019900	-0.005800
-0.013700	0.020600
-0.031100	0.058600
-0.012200	0.048300
0.020600	0.021300
0.058600	0.022400
0.046900	0.023800
0.014300	0.033600
0.022400	0.004200
0.016300	0.011700
0.033600	0.017000
-0.003300	0.024500
0.007600	0.021100
0.017000	0.018200
0.020600	0.022100
0.013200	0.026100
0.018200	0.011800
0.012300	0.051600
0.022200	0.045700
0.011800	0.030000
0.051600	-0.006600
0.038200	0.000900
0.023400	-0.002400
-0.026400	0.041100
-0.018900	0.041100
-0.002400	0.023700
0.041100	-0.004500
0.025400	0.011200
0.015500	0.014200
-0.004500	0.039000
0.001000	0.049200
0.014200	0.028500
0.039000	-0.004400
0.039400	0.014400
0.016900	0.021500
-0.004400	0.046200
0.014400	0.037200
0.021500	0.031900
0.046200	-0.006000
0.031200	0.021700
0.019800	0.027800
-0.008600	0.024300
0.021700	-0.007600
0.020200	0.017800
-0.010600	0.045100
-0.017400	0.027600
0.017800	-0.024700
0.014900	0.005500
-0.017300	0.020200
-0.024700	-0.032700
-0.027200	-0.048000
-0.060500	0.002100
-0.081600	0.003000
-0.062000	0.016100
0.002100	-0.020500
-0.017500	0.022300
-0.016800	0.034700
-0.031900	0.033700
0.022300	-0.003700
0.031000	-0.003400
0.025300	0.035100
-0.026200	0.052900
-0.003400	0.057500
0.035100	0.023700
0.050200	0.026400
0.057500	0.005600
0.021000	0.018000
0.012100	0.049800
0.005600	0.029900
0.018000	0.020200
0.049800	-0.001700
0.028200	-0.017200
0.001300	-0.000900
-0.019800	0.014000
-0.026000	0.021900
-0.027400	0.040500
0.014000	-0.006800
0.009800	0.034100
0.030200	0.032300
-0.006800	0.029700
0.034100	0.030500
0.028100	0.054400
0.029700	0.049300
0.030500	0.023100
0.054400	0.009000
0.037200	0.030700
0.023100	0.015200
0.009000	0.009600
0.030700	-0.018600
-0.017300	0.033800
-0.009000	0.019900
-0.032300	0.033600
0.033800	-0.000800
0.019100	-0.016600
0.016200	-0.002400
-0.025500	0.005700
-0.019000	-0.034200
-0.046000	0.009400
-0.044700	0.016200
-0.034200	-0.025100
-0.015700	-0.008600
-0.017500	-0.047600
-0.081300	-0.012700
-0.068900	-0.009200
-0.095300	0.025800
-0.021900	-0.016700
-0.025900	0.000000
