up_down_5	up_down_highest_in_3days
0.015900	0.006100
0.012000	0.023600
0.013300	0.016500
0.005600	0.017000
0.023600	0.007900
0.010900	0.013500
0.017000	0.007900
0.007900	0.003400
0.006600	0.014400
-0.005000	0.029500
0.003400	0.015500
0.014400	0.011400
0.029500	0.002300
0.015500	0.005500
0.004200	0.012700
0.000100	0.007700
0.005500	-0.004900
0.007800	0.004600
-0.002600	0.012300
-0.015800	0.017800
0.004600	0.014000
0.012300	0.038800
0.014200	0.068300
0.014000	0.053000
0.038800	0.025900
0.068300	-0.012200
0.040800	-0.008100
0.001300	0.012400
-0.020300	0.013600
-0.023600	0.029100
0.012400	0.005500
0.013600	-0.007600
0.021500	-0.035500
-0.037600	-0.004900
-0.048000	-0.008300
-0.057300	0.008600
-0.013200	-0.006700
-0.015000	-0.009300
-0.016600	0.009200
-0.019200	0.003200
-0.009300	-0.010000
-0.000800	0.004700
-0.009600	0.024000
-0.019700	0.030900
0.004700	0.016500
0.024000	-0.012200
0.018700	-0.000500
0.003800	-0.012800
-0.025500	0.003300
-0.017000	0.007000
-0.016000	0.011600
0.003300	0.009200
-0.000900	0.017100
0.011600	0.004100
0.009200	0.000000
