up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.024700	0.029600	0.015900	0.022600	0.033900	0.007200
0.028600	0.014900	0.012000	0.023600	0.039000	-0.001000
0.022000	0.019100	0.013300	0.024400	0.041000	0.007100
0.018600	0.012800	0.005600	0.024900	0.043800	-0.000500
0.029800	0.022600	0.023600	0.007900	0.026800	0.017000
0.017000	0.018000	0.010900	0.016900	0.032400	-0.005600
0.023600	0.016500	0.017000	0.015400	0.032300	0.005600
0.024400	0.024900	0.007900	0.016600	0.024400	0.007900
0.018000	0.001000	0.006600	0.025800	0.031300	-0.006900
-0.005000	0.000600	-0.005000	0.031800	0.037300	-0.006000
0.016900	0.011300	0.003400	0.015500	0.021000	0.016300
0.015400	0.007500	0.014400	0.016900	0.018900	0.004100
0.016600	0.023500	0.029500	0.007800	0.009800	0.009100
0.025800	0.031800	0.015500	0.005500	0.019200	0.002300
0.024600	0.008300	0.004200	0.012700	0.053500	-0.007200
0.013300	0.009200	0.000100	0.007700	0.074400	0.005000
0.016900	0.007800	0.005500	0.002000	0.066700	0.007700
0.002900	0.000600	0.007800	0.006900	0.071600	-0.004900
-0.004800	0.002400	-0.002600	0.024000	0.077000	-0.005400
-0.003100	-0.008100	-0.015800	0.056600	0.082500	-0.005500
0.007400	-0.000300	0.004600	0.067000	0.067000	0.015500
0.002000	0.006900	0.012300	0.064700	0.064700	0.002300
0.003300	0.008700	0.014200	0.068300	0.068300	-0.003600
0.024000	0.029500	0.014000	0.053000	0.053000	0.015300
0.056600	0.041100	0.038800	0.025900	0.025900	0.027100
0.067000	0.064700	0.068300	-0.012200	-0.006700	0.025900
0.052500	0.056100	0.040800	0.005500	0.005500	-0.012200
0.043700	0.028400	0.001300	0.017900	0.017900	-0.012400
0.032700	0.005600	-0.020300	0.013600	0.013600	0.004300
-0.009900	-0.035800	-0.023600	0.029100	0.029100	-0.015500
-0.012200	0.000000	0.012400	0.005500	0.005500	0.023600
0.005500	0.017900	0.013600	-0.007600	-0.007600	0.005500
0.010300	0.006000	0.021500	-0.035500	-0.035500	-0.007600
-0.029500	-0.014000	-0.037600	-0.004900	-0.004900	-0.035500
-0.018900	-0.042500	-0.048000	-0.008300	-0.008300	-0.004900
-0.059400	-0.064900	-0.057300	0.008600	0.008600	-0.016900
-0.056300	-0.048700	-0.013200	-0.006700	-0.004800	0.008600
-0.055400	-0.019900	-0.015000	-0.009300	0.001900	-0.006700
-0.038400	-0.033500	-0.016600	0.009200	0.020400	-0.018500
-0.027500	-0.010600	-0.019200	0.003200	0.014400	0.006000
-0.007400	-0.016000	-0.009300	0.011200	0.011200	0.003200
-0.026000	-0.019300	-0.000800	0.021200	0.021200	-0.010000
-0.022100	-0.003600	-0.009600	0.024000	0.024000	-0.002800
-0.010500	-0.016500	-0.019700	0.030900	0.030900	-0.006900
-0.002100	-0.005300	0.004700	0.016500	0.016500	0.014400
0.011200	0.021200	0.024000	-0.012200	-0.012200	0.016500
0.009000	0.011800	0.018700	-0.000500	-0.000500	-0.012200
0.011300	0.018200	0.003800	-0.009500	-0.000300	-0.000500
0.005400	-0.009000	-0.025500	0.008400	0.012500	-0.012800
-0.012700	-0.029200	-0.017000	0.016200	0.016200	-0.003700
-0.028700	-0.016500	-0.016000	0.015700	0.015700	0.000500
-0.010000	-0.009500	0.003300	0.009200	0.009200	0.006500
-0.017400	-0.004600	-0.000900	0.017100	0.017100	-0.007900
0.008400	0.012100	0.011600	0.004100	0.004100	0.013000
0.016200	0.015700	0.009200	0.000000	0.000000	0.004100
