up_down_5	up_down_highest_in_3days
0.035700	0.009500
0.020400	0.009100
0.016900	0.003300
0.009500	0.006000
0.007200	0.022300
-0.000300	0.027900
0.006000	0.018300
0.022300	0.003900
0.027900	0.007100
0.011900	0.016800
-0.001800	0.024300
0.007100	0.020300
0.016800	0.019000
0.024300	0.010800
0.020300	0.002000
0.019000	-0.004200
0.006600	-0.005200
-0.007400	0.016600
-0.009500	0.021900
-0.011100	0.027700
0.016600	0.007800
0.021900	0.016700
0.021400	0.030900
0.007800	0.022000
0.016700	0.007900
0.030900	0.002500
0.015700	0.008800
-0.007000	0.017400
0.002500	0.025200
0.000700	0.033300
0.015300	0.027300
0.025200	-0.009300
0.024000	-0.041800
-0.023800	-0.004900
-0.056000	-0.011100
-0.064800	0.007000
-0.016000	-0.001000
-0.012100	-0.009700
-0.018700	0.015000
-0.020300	0.009600
-0.009700	-0.004400
0.010600	-0.007100
-0.004300	0.037200
-0.029300	0.052600
-0.007100	0.041800
0.037200	0.007000
0.041800	0.017800
0.041800	-0.004200
0.002800	-0.002100
0.002800	0.015100
-0.016500	0.031300
-0.002100	0.027200
0.015100	0.020800
0.031300	0.006100
0.027200	-0.002200
0.018600	-0.007000
-0.003100	-0.008200
-0.031200	0.020900
-0.017900	0.024300
-0.008200	0.032900
0.020900	0.025800
0.024300	0.011300
0.032900	0.000000
0.025800	0.000000
