up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.015000	0.015400	0.011500	0.003600	0.010700	0.006100
0.014300	0.010400	0.011800	0.005000	0.018600	-0.001100
0.003500	0.004900	-0.001900	0.015100	0.030200	-0.006900
0.013300	0.006500	0.000400	0.009900	0.026800	0.008400
0.007700	0.001600	0.002700	0.009100	0.038500	0.001200
0.003600	0.004700	0.011600	0.007100	0.036500	0.002000
0.005000	0.011900	0.003500	0.013600	0.036200	0.000300
0.015100	0.006700	0.005500	0.015100	0.033000	0.003200
0.009900	0.008700	0.006700	0.016900	0.029800	0.003200
0.009100	0.007100	0.006800	0.029400	0.029400	0.000400
0.006800	0.006500	0.003300	0.029700	0.035900	-0.000300
0.013600	0.010400	0.007200	0.022600	0.040900	0.007100
0.015100	0.011900	0.011500	0.017900	0.036200	0.004700
0.016900	0.016500	0.016800	0.012900	0.035500	0.005000
0.029400	0.029700	0.022600	-0.002900	0.037400	0.012900
0.024100	0.017000	0.012300	0.011800	0.062100	-0.005600
0.017400	0.012700	0.007700	0.023500	0.061700	0.000400
0.013000	0.008000	-0.004900	0.023200	0.061400	0.000300
0.008300	-0.004600	0.001000	0.027200	0.077100	0.000300
-0.002900	0.002700	0.002300	0.040300	0.076100	0.001700
0.011800	0.011400	0.011100	0.050300	0.076900	0.009100
0.023500	0.023200	0.022900	0.038200	0.075900	0.012100
0.015800	0.015500	0.013800	0.045600	0.083300	-0.007400
0.027200	0.025500	0.016400	0.049900	0.071600	0.011700
0.040300	0.031200	0.019100	0.035800	0.056800	0.014800
0.050300	0.038200	0.045600	0.026600	0.037700	0.019100
0.033900	0.041300	0.029600	0.042000	0.042000	-0.004300
0.039900	0.028200	0.013400	0.043400	0.043400	-0.001400
0.049900	0.035100	0.016000	0.021700	0.021700	0.021700
0.035800	0.016700	0.021000	0.021000	0.021000	0.000700
0.026600	0.030900	0.032300	0.011100	0.011100	0.009900
0.042000	0.043400	0.021700	-0.006700	-0.006700	0.011100
0.036700	0.015000	0.014300	-0.026300	-0.026300	-0.006700
-0.017100	-0.017800	-0.027700	0.005800	0.005800	-0.032100
-0.017900	-0.027800	-0.038900	0.005900	0.005900	-0.000100
-0.038500	-0.049600	-0.042900	0.016600	0.016600	-0.010700
-0.043900	-0.037200	-0.005100	0.010900	0.010900	0.005700
-0.026300	0.005800	0.005900	-0.014300	-0.007300	0.010900
-0.012800	-0.012700	-0.002000	0.004300	0.011300	-0.018600
-0.019100	-0.008400	-0.014100	0.010700	0.017700	-0.006400
0.000500	-0.005200	-0.016100	0.008800	0.008800	0.008900
-0.003400	-0.014300	0.004300	0.007000	0.007000	0.001800
-0.025700	-0.007100	-0.000700	0.018400	0.018400	-0.011400
-0.024300	-0.017900	-0.026800	0.035600	0.045100	-0.017200
-0.002100	-0.011000	-0.012800	0.019800	0.030100	0.015800
0.008800	0.007000	0.018400	-0.010200	0.010300	0.019800
-0.010200	0.001200	0.018400	0.015200	0.029100	-0.017200
0.008200	0.025400	0.009600	0.008200	0.022100	0.007000
0.023400	0.007600	-0.012200	0.021700	0.024100	-0.002000
-0.006600	-0.026400	-0.009200	0.036700	0.038300	-0.014200
-0.023700	-0.006500	-0.013500	0.034000	0.049300	0.002700
0.015200	0.008200	0.010200	0.013900	0.027600	0.021700
0.005300	0.007300	0.021500	0.016800	0.033900	-0.002900
0.021700	0.035900	0.033200	0.002400	0.019500	0.014400
0.036700	0.034000	0.012300	0.001600	0.018700	0.000800
0.028900	0.007200	0.010100	0.020400	0.023800	-0.005100
0.013900	0.016800	0.002400	0.013700	0.017100	0.006700
-0.003100	-0.017500	-0.018300	0.037000	0.037000	-0.019900
-0.009800	-0.010600	-0.005500	0.029300	0.029300	0.007700
-0.009900	-0.004800	-0.011500	0.028600	0.028600	0.000700
0.020400	0.013700	0.033600	0.003400	0.003400	0.025200
0.012800	0.032700	0.025000	0.004300	0.004300	-0.000900
0.037000	0.029300	0.028600	-0.000800	-0.000800	0.004300
0.028500	0.027800	0.002600	0.000000	0.000000	-0.000800
