always	highest	bid	sell
-0.013511	0.018442	-0.025500	-0.013200
0.024917	0.051736	-0.025500	0.025100
0.018685	0.051736	-0.025500	0.025100
0.030212	0.051736	-0.025500	0.025100
0.045240	0.047337	-0.030500	0.025100
0.044194	0.047337	-0.030500	0.025100
0.028651	0.049545	-0.026600	0.025100
0.024627	0.049545	-0.026600	0.025100
0.016251	0.026967	-0.013300	0.025100
-0.013613	0.000000	-0.034100	-0.034100
0.000591	0.011142	0.022900	-0.020800
0.016801	0.027522	0.022900	-0.018600
-0.020237	0.024141	-0.034100	-0.018600
-0.013358	0.024141	-0.034100	-0.018600
-0.012372	0.024141	-0.034100	-0.018600
-0.011385	0.024141	-0.034100	-0.018600
-0.013364	0.024141	-0.034100	-0.018600
-0.005459	0.024141	-0.034100	-0.018600
-0.014459	0.000000	-0.011900	-0.011900
-0.015349	-0.001426	-0.011900	-0.011900
-0.016333	-0.001426	-0.011900	-0.011900
-0.011420	0.003561	-0.011900	-0.008800
0.005436	0.017611	-0.011900	-0.001800
0.017473	0.023615	-0.011900	0.018100
0.056780	0.056780	-0.011900	0.030100
0.063861	0.063861	-0.011900	0.057400
0.055775	0.063861	-0.011900	0.057400
0.056831	0.063861	-0.011900	0.057400
0.065920	0.067109	0.051400	0.057400
0.103462	0.104693	0.051400	0.057400
0.100483	0.101711	0.051400	0.057400
0.118549	0.119797	0.051400	0.057400
0.100981	0.113118	0.051400	0.057400
0.084803	0.097750	0.051400	0.057400
0.021927	0.055833	0.038500	0.049300
0.024789	0.051915	0.038500	0.049300
0.026417	0.060646	0.038500	0.049300
0.039036	0.065525	0.038500	0.049300
0.043707	0.071385	0.038500	0.049300
-0.000101	0.029195	0.039800	-0.000500
0.021497	0.051426	0.039800	0.026700
0.017912	0.051426	0.039800	0.026700
-0.003741	0.042246	-0.019700	0.026700
0.008835	0.042246	-0.019700	0.026700
0.049585	0.055822	0.020100	0.026700
0.041293	0.055822	0.020100	0.026700
0.042020	0.049699	0.020100	0.026700
0.030755	0.038352	0.020100	0.026700
0.026036	0.033597	0.020100	0.026700
0.022047	0.029579	0.026700	0.017400
0.058739	0.066541	0.026700	0.017400
0.040706	0.053732	0.020100	0.043900
0.034842	0.053732	0.020100	0.043900
0.036820	0.053732	0.020100	0.043900
-0.001358	0.041659	-0.000700	0.043900
-0.000459	0.041659	-0.000700	0.043900
0.014553	0.043078	0.006200	0.043900
0.003128	0.031332	0.009000	0.043900
0.007453	0.035778	0.009900	0.043900
-0.025819	0.003899	0.006200	-0.016000
-0.030767	0.003899	0.006200	-0.016000
-0.025078	0.003899	0.006200	-0.016000
-0.028146	0.002997	-0.028900	-0.016000
-0.031645	0.002997	-0.028900	-0.016000
-0.020422	0.008941	-0.026900	-0.016000
-0.012640	0.021015	-0.026900	-0.023200
-0.016122	0.024951	-0.022100	-0.016000
-0.019448	0.021015	-0.026900	-0.023200
0.002811	0.039620	-0.026900	0.019700
0.004516	0.039620	-0.026900	0.019700
0.036158	0.074191	-0.026900	0.045900
0.019150	0.074191	-0.026900	0.045900
0.027931	0.074191	-0.026900	0.045900
0.060619	0.097190	0.015900	0.045900
0.054658	0.092148	0.035200	0.019700
0.046846	0.082942	0.015900	0.045900
0.000331	0.057197	-0.012600	0.045900
-0.006522	0.046992	0.035200	-0.025100
-0.020899	0.038583	0.035200	-0.013600
-0.025982	0.034948	0.035200	-0.013600
-0.061487	0.003739	0.015900	-0.013600
-0.043303	-0.017339	0.015900	-0.013600
-0.033067	-0.006825	0.015900	-0.013600
-0.066147	-0.016949	-0.042900	-0.033800
-0.049936	-0.012553	-0.042900	-0.011900
-0.051354	-0.009097	-0.042900	-0.011800
0.006475	0.008244	-0.042900	-0.002200
0.036770	0.038592	-0.042900	0.036300
0.020286	0.038592	-0.042900	0.036300
0.010568	0.038592	-0.042900	0.036300
0.022737	0.038592	-0.042900	0.036300
0.047513	0.062942	0.033500	0.036300
0.071501	0.083586	0.033500	0.038600
0.051358	0.063216	0.033500	0.038600
0.055051	0.066951	0.033500	0.038600
0.049294	0.061129	0.033500	0.038600
-0.006568	0.011202	0.033500	0.038600
0.012007	0.013730	0.033500	0.038600
0.007850	0.004723	0.033500	0.019800
-0.007363	0.000000	-0.015000	-0.015000
0.008619	0.009503	-0.015000	-0.015000
0.014042	0.038173	-0.015000	-0.001400
0.031630	0.047413	-0.015000	0.031200
0.039883	0.055792	-0.015000	0.037600
0.067393	0.081870	-0.015000	0.051400
0.064938	0.081870	-0.015000	0.051400
0.056632	0.081870	-0.015000	0.051400
0.037507	0.081870	-0.015000	0.051400
0.031608	0.081870	-0.015000	0.051400
0.054083	0.081870	-0.015000	0.051400
0.050710	0.077406	-0.006600	0.051400
0.055570	0.082390	-0.001400	0.051400
0.021596	0.044200	0.031100	0.051400
0.015824	0.019507	0.037600	0.051400
0.011302	0.043774	-0.006600	0.021700
0.010493	0.043774	-0.006600	0.021700
-0.005003	0.043774	-0.006600	0.021700
0.002017	0.043774	-0.006600	0.021700
0.022835	0.043774	-0.006600	0.021700
0.003771	0.041294	-0.026700	0.021700
-0.008876	0.021498	-0.026700	0.021700
0.005442	0.032939	-0.026700	0.021700
-0.019773	0.007034	0.001900	0.021700
-0.023811	0.004635	-0.045000	-0.045000
-0.046135	0.004635	-0.045000	-0.045000
-0.036977	0.008532	-0.045000	-0.006900
-0.049121	0.008532	-0.045000	-0.006900
-0.027440	0.008532	-0.045000	-0.006900
