up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.048100	0.050700	0.032800	0.014600	0.023200	0.032700
0.054400	0.036500	0.045300	0.012100	0.019500	0.003700
0.028600	0.037400	0.028500	0.026000	0.033300	-0.007900
0.047800	0.038900	0.006200	0.015600	0.023500	0.010400
0.043700	0.011000	0.007300	0.010800	0.018700	0.004800
0.014600	0.010900	0.018800	0.008600	0.015100	0.003600
0.012100	0.020000	0.009600	0.007400	0.013900	0.001200
0.026000	0.015600	0.010800	0.007300	0.009200	0.006000
0.001300	-0.003500	-0.007100	0.022200	0.023500	-0.014300
0.006200	0.002600	0.001400	0.012500	0.013800	0.009700
0.008600	0.007400	0.001400	0.006500	0.020300	0.006000
0.003800	-0.002200	0.012100	0.010100	0.036100	-0.003600
0.007300	0.021600	0.011900	0.001900	0.026600	0.009500
0.022200	0.012500	0.006500	0.001300	0.037000	0.000600
0.007200	0.001200	0.004800	0.006600	0.056500	-0.005300
-0.000600	0.003000	-0.006500	0.020900	0.066700	-0.001800
0.008400	-0.001100	-0.001700	0.027700	0.061300	0.005400
0.001900	0.001300	0.006600	0.024700	0.058300	0.003000
-0.001100	0.004200	0.006000	0.038100	0.060700	-0.002400
-0.000500	0.001300	-0.004100	0.057000	0.065400	-0.004700
0.020900	0.015500	0.012500	0.045800	0.045800	0.019600
0.027700	0.024700	0.027100	0.033600	0.050100	0.012200
0.020100	0.022500	0.027200	0.038200	0.056300	-0.004600
0.038100	0.042800	0.023200	0.022600	0.040700	0.015600
0.057000	0.037400	0.025200	0.008400	0.026500	0.014200
0.045800	0.033600	0.038200	-0.007100	0.018100	0.008400
0.025200	0.029800	0.014200	0.024900	0.026500	-0.008400
0.016300	0.000700	-0.013500	0.040000	0.040000	-0.013500
0.015500	0.001300	-0.007100	0.025200	0.025200	0.014800
-0.004900	-0.013300	-0.004900	0.031400	0.031400	-0.006200
-0.008200	0.000200	0.013700	0.026300	0.026300	0.005100
0.024900	0.038400	0.023600	0.001600	0.001600	0.024700
0.040000	0.025200	0.031400	-0.027700	-0.027700	0.001600
-0.008700	-0.002500	-0.007600	0.006200	0.006200	-0.033900
0.003700	-0.001400	-0.026100	-0.011600	-0.011600	0.006200
-0.020500	-0.045200	-0.046800	0.007500	0.007500	-0.019100
-0.037700	-0.039300	-0.005400	-0.006800	-0.006800	0.007500
-0.046100	-0.012200	-0.018400	-0.015800	-0.000300	-0.006800
-0.039200	-0.045400	-0.026300	0.011200	0.026700	-0.027000
-0.047800	-0.028700	-0.036200	0.013600	0.029100	-0.002400
-0.015100	-0.022600	-0.015800	0.015500	0.015500	0.013600
-0.034800	-0.028000	-0.001000	0.027700	0.027700	-0.012200
-0.053400	-0.026400	-0.024000	0.053100	0.053100	-0.025400
-0.024600	-0.022200	-0.035800	0.051300	0.051300	0.001800
0.003800	-0.009800	0.002400	0.025300	0.026200	0.026000
0.015500	0.027700	0.053100	-0.007900	0.000900	0.025300
0.011600	0.037000	0.035200	0.008200	0.017000	-0.016100
0.045200	0.043400	0.017400	-0.000600	0.008800	0.008200
0.042800	0.016800	-0.008500	0.005400	0.009400	-0.000600
0.002300	-0.023000	-0.006900	0.023900	0.026300	-0.014500
-0.024200	-0.008100	-0.016300	0.025100	0.047500	-0.001200
0.006000	-0.002200	-0.001600	0.011000	0.046300	0.014100
-0.006300	-0.005700	0.008800	0.015100	0.059300	-0.004100
0.005400	0.019900	0.021100	0.004000	0.048200	0.011100
0.023900	0.025100	0.011000	0.002400	0.044200	0.004000
0.024000	0.009900	0.014000	0.023500	0.045300	-0.001100
0.007000	0.011100	0.000000	0.039300	0.048200	-0.002900
-0.001600	-0.012700	-0.016700	0.060900	0.060900	-0.012700
0.000100	-0.003900	-0.002800	0.048100	0.048100	0.012800
0.002400	0.003500	0.006400	0.041800	0.041800	0.006300
0.023500	0.026400	0.039100	0.021800	0.021800	0.020000
0.039300	0.052000	0.039200	0.008900	0.008900	0.012900
0.060900	0.048100	0.041800	-0.008200	-0.008200	0.008900
0.039900	0.033600	0.013600	0.000000	0.000000	-0.008200
