up_down_5	up_down_highest_in_3days
0.018100	0.002100
0.019100	-0.002800
0.006800	0.002200
-0.007200	0.006500
-0.002800	-0.002700
-0.010300	0.009800
0.001600	0.008700
-0.002700	0.013300
0.005100	0.019800
0.008700	0.021000
0.013300	0.014200
0.019800	0.012400
0.021000	-0.001400
0.012800	-0.007300
0.003700	-0.001700
-0.017100	0.006700
-0.009000	-0.006700
-0.008400	-0.011800
-0.013800	0.008500
-0.029800	0.022800
-0.011800	0.020000
0.008500	0.016700
0.022800	0.019400
0.020000	0.010900
0.016700	0.007700
0.019400	-0.008400
0.002500	-0.009000
-0.015800	0.006100
-0.017400	-0.011700
-0.032700	0.012000
-0.005600	0.000000
-0.011700	-0.009300
0.002700	-0.025700
-0.035000	0.004900
-0.039100	0.011200
-0.035000	0.016400
0.004900	0.002200
0.011200	0.001500
0.007500	0.010400
0.001500	0.002200
0.001500	-0.014600
-0.010200	0.010200
-0.012400	0.010900
-0.021300	0.017600
0.010200	0.006700
0.010900	-0.001400
0.012100	0.004100
0.003800	0.001500
-0.001400	0.000400
-0.002600	0.007100
-0.007400	0.016700
0.000400	0.007400
0.003400	0.011100
0.016700	-0.005100
0.002300	-0.013200
-0.009500	0.002300
-0.018300	0.001600
-0.021800	0.023700
-0.004800	0.034000
0.001600	0.030400
0.023700	0.016900
0.034000	0.005100
0.030400	-0.001100
0.015800	0.000000
