up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.031600	0.030500	0.023500	0.010500	0.031200	0.012200
0.032100	0.025100	0.024000	0.008900	0.029600	0.001600
0.027700	0.026600	0.016400	0.010500	0.035700	0.002600
0.026100	0.015900	0.003700	0.011000	0.036200	-0.000500
0.022700	0.010500	0.008900	0.006800	0.030400	0.006800
0.009500	0.007900	0.005300	0.021700	0.031400	-0.001000
0.008900	0.006300	0.006800	0.020700	0.030400	0.001000
0.010500	0.011000	0.004200	0.025200	0.026200	0.004200
0.007400	0.000600	0.001600	0.028800	0.029800	-0.003600
0.006800	0.007800	0.006800	0.023600	0.023600	0.006200
0.021700	0.020700	0.016500	0.009700	0.009700	0.013900
0.017100	0.012900	0.016500	0.013300	0.014100	-0.003600
0.025200	0.028800	0.022600	0.001000	0.001800	0.012300
0.028300	0.022100	0.008200	0.001500	0.002300	-0.000500
0.023600	0.009700	0.013300	-0.002500	0.003300	0.001500
0.003100	0.006700	-0.005600	0.004100	0.017900	-0.006600
0.010800	-0.001500	-0.001000	0.003300	0.013800	0.004100
-0.005500	-0.005000	-0.006500	0.007300	0.017800	-0.004000
-0.014100	-0.015600	-0.009000	0.016400	0.026900	-0.009100
-0.022300	-0.015700	-0.019800	0.025600	0.033600	-0.006700
0.003400	-0.000700	0.003300	0.014500	0.022200	0.019100
0.003300	0.007300	0.016400	0.010500	0.028600	0.004000
0.004800	0.013900	0.020600	0.013000	0.031100	-0.002500
0.014400	0.021100	0.002000	0.012500	0.030600	0.000500
0.025600	0.006500	0.002500	0.008000	0.026100	0.004500
0.014500	0.010500	0.013000	0.007700	0.018100	0.008000
0.010000	0.012500	0.012000	0.018600	0.018600	-0.000500
0.002500	0.002000	-0.002500	0.028600	0.028600	-0.010000
0.010600	0.006100	-0.001900	0.020000	0.020000	0.008600
0.000600	-0.007400	-0.006900	0.025500	0.025500	-0.005500
0.007700	0.008200	0.018200	0.010400	0.010400	0.015100
0.018600	0.028600	0.020000	-0.000500	-0.000500	0.010400
0.028100	0.019500	0.025000	-0.022400	-0.014300	-0.000500
-0.010900	-0.005400	-0.020500	0.008000	0.016100	-0.030400
0.000200	-0.014900	-0.025300	0.007500	0.011500	0.005600
-0.035500	-0.045900	-0.045400	0.031100	0.046500	-0.020600
-0.031000	-0.030500	-0.000100	0.016200	0.031600	0.014900
-0.022400	0.008000	0.002400	0.008100	0.023500	0.008100
0.002500	-0.003100	0.017500	0.013600	0.029000	-0.005500
0.007500	0.028100	0.013200	0.004000	0.018400	0.010600
0.031100	0.016200	0.008100	0.015400	0.015400	0.003000
0.014200	0.006100	0.011600	0.017400	0.020700	-0.002000
0.004100	0.009600	-0.001000	0.019400	0.023700	-0.002000
0.006600	-0.004000	-0.007000	0.022400	0.039900	-0.003000
0.004000	0.001000	0.003000	0.014400	0.031900	0.008000
0.015400	0.017400	0.019400	-0.002300	0.017500	0.014400
0.001200	0.003200	0.006200	0.019500	0.033700	-0.016200
0.016600	0.019600	0.011600	0.007100	0.020300	0.013400
0.020100	0.012100	-0.002300	0.019800	0.019800	0.000500
0.008700	-0.005700	0.010500	0.023200	0.023200	-0.003400
-0.014100	0.002100	-0.011300	0.031600	0.035800	-0.008400
0.019500	0.006100	0.005600	0.014200	0.032800	0.017400
0.007100	0.006600	0.010000	0.013200	0.031800	0.001000
0.019800	0.023200	0.031600	-0.002800	0.018600	0.013200
0.018400	0.026800	0.009400	0.002200	0.023400	-0.004800
0.022000	0.004600	0.003600	0.013800	0.028200	-0.004800
0.011400	0.010400	-0.002800	0.021400	0.021400	0.006800
-0.003600	-0.016800	-0.012000	0.035400	0.035400	-0.014000
-0.009900	-0.005100	-0.000300	0.028500	0.028500	0.006900
0.002200	0.007000	0.000200	0.021200	0.021200	0.007300
0.013800	0.007000	0.021000	0.014400	0.014400	0.006800
0.021400	0.035400	0.028500	-0.009000	-0.009000	0.014400
0.026400	0.019500	0.012200	-0.003800	-0.003800	-0.009000
0.015700	0.008400	0.001600	0.000000	0.000000	-0.003800
