up_down_5	up_down_highest_in_3days
0.027600	0.011000
0.031400	0.019300
0.012700	0.029300
0.011000	0.014500
0.019300	-0.009700
0.014200	0.005400
0.004800	-0.001500
-0.011200	0.006100
-0.000700	0.010700
-0.002300	0.016000
0.006100	0.017400
0.010700	0.018100
0.016000	0.010500
0.017400	0.020000
0.018100	0.021500
0.010500	0.020000
0.020000	0.008200
0.021500	0.032800
0.012000	0.052800
0.008200	0.043000
0.032800	0.030100
0.052800	0.028400
0.043000	0.026900
0.030100	0.013000
0.028400	0.002700
0.026900	-0.008800
0.004200	-0.012900
-0.021100	0.009300
-0.021700	0.024400
-0.026700	0.038200
0.009300	0.017200
0.024400	-0.008100
0.030100	-0.037400
-0.028300	-0.004200
-0.049700	-0.004500
-0.065700	0.019600
-0.008700	0.003400
-0.014500	0.014100
-0.004800	0.028500
0.003400	0.000800
0.014100	0.000100
0.016400	0.017200
0.000800	0.029800
-0.004900	0.034800
0.017200	0.024800
0.029800	-0.004700
0.022400	0.007700
0.020100	0.000000
-0.008200	0.003500
0.007700	-0.002700
-0.009700	0.013300
0.000800	0.007000
-0.004800	0.009100
0.013300	0.000700
0.007000	-0.007500
-0.002600	0.004200
-0.006800	-0.003300
-0.024900	0.038500
-0.006100	0.038900
-0.003300	0.036600
0.038500	0.017600
0.038900	0.010100
0.036600	0.005400
0.017600	0.000000
