always	highest	bid	sell
0.085669	0.109189	0.027600	0.038900
0.088818	0.112405	0.027600	0.038900
0.104823	0.128758	0.027600	0.038900
0.097487	0.121263	0.027600	0.038900
0.081129	0.104550	0.031000	0.038900
0.066963	0.086955	0.027600	0.038900
0.060775	0.080650	0.027600	0.038900
0.073822	0.093942	0.027600	0.038900
0.057024	0.085623	0.025600	0.038900
0.067574	0.087577	0.025600	0.038900
0.028409	0.047679	0.025600	0.038900
0.032112	0.051450	0.025600	0.038900
0.063281	0.083204	0.025600	0.038900
0.063808	0.083740	0.025600	0.038900
0.047018	0.073606	0.025600	0.038900
0.025627	0.052985	0.001800	0.025000
0.016909	0.052985	0.001800	0.025000
0.007045	0.052985	0.001800	0.025000
0.013521	0.047927	0.001800	0.025000
0.035713	0.056415	0.001800	0.025000
0.025199	0.046051	-0.013600	0.025000
0.017613	0.042030	-0.018500	0.025000
0.011202	0.042030	-0.018500	0.025000
-0.005737	0.042030	-0.018500	0.025000
-0.029940	0.042030	-0.018500	0.025000
-0.008642	0.049966	-0.018500	0.025000
-0.008047	0.050596	-0.018500	0.025000
-0.003980	0.054903	-0.018500	0.025000
0.000629	0.053637	-0.018500	0.025000
-0.017856	0.046894	-0.018500	0.025000
0.031526	0.072124	-0.018500	0.025000
0.038644	0.079522	-0.018500	0.025000
0.039267	0.079522	-0.018500	0.025000
0.031397	0.048324	-0.004900	0.025000
-0.003944	0.035979	-0.035300	0.021300
-0.015962	0.035979	-0.035300	0.021300
-0.020488	0.035979	-0.035300	0.021300
-0.021076	0.035979	-0.035300	0.021300
-0.015547	0.035979	-0.035300	0.021300
-0.005904	0.035979	-0.035300	0.021300
-0.001324	0.035979	-0.035300	0.021300
0.000374	0.035979	-0.035300	0.021300
0.011778	0.046628	-0.013200	0.021300
0.018710	0.050120	-0.035300	0.027600
0.027424	0.052430	-0.035300	0.029400
0.049317	0.042398	-0.013200	0.021300
0.045855	0.042398	-0.013200	0.021300
0.044077	0.042398	-0.013200	0.021300
0.041155	0.041773	-0.013200	0.021300
0.038666	0.036896	-0.004900	0.021300
0.036188	0.027201	0.031500	0.027600
0.040126	0.031104	0.031500	0.027600
0.044702	0.035641	0.031500	0.027600
0.034119	0.032763	0.006300	0.015600
0.034636	0.032763	0.006300	0.015600
0.056111	0.046950	0.031500	0.027100
0.052097	0.042972	0.031500	0.027100
0.056621	0.047457	0.031500	0.027100
0.055241	0.046089	0.031500	0.027100
0.059359	0.050171	0.031500	0.027100
0.035273	0.026294	0.031500	0.027100
0.032478	0.023523	0.031500	0.027100
0.046004	0.036931	0.031500	0.027100
0.049345	0.040244	0.031500	0.027100
0.044780	0.039023	0.006300	0.021700
0.032349	0.032349	0.008400	0.021700
0.030697	0.032349	0.008400	0.021700
0.039458	0.034364	0.032500	0.021700
0.036041	0.030964	0.032500	0.028000
0.048831	0.052304	0.020500	0.032600
0.033812	0.049951	-0.011200	0.032600
0.036500	0.049951	-0.011200	0.032600
0.049871	0.049951	-0.011200	0.032600
0.050081	0.049951	-0.011200	0.032600
0.037012	0.049951	-0.011200	0.032600
0.069433	0.066864	0.020100	0.032600
0.075956	0.073372	0.020100	0.032600
0.088976	0.086359	0.020100	0.032600
0.092470	0.089845	0.020100	0.032600
0.077265	0.077265	-0.001400	0.033300
0.057070	0.054960	0.031400	0.033300
0.065527	0.056496	0.031400	0.033300
0.060306	0.051319	0.031400	0.033300
0.053520	0.044590	0.031400	0.033300
0.042984	0.034144	0.031400	0.033300
0.073961	0.064859	0.031400	0.033300
0.072350	0.063261	0.031400	0.033300
0.068168	0.059115	0.031400	0.033300
0.085179	0.076620	0.036800	0.028800
0.102611	0.102611	0.027900	0.036900
0.108447	0.088313	0.020100	0.036900
0.087830	0.088313	0.020100	0.036900
0.078583	0.088313	0.020100	0.036900
0.086544	0.089228	0.030400	0.036900
0.051896	0.084431	-0.000400	0.036900
0.065678	0.078659	0.022800	0.036900
0.075269	0.088366	0.022800	0.036900
0.060108	0.073020	0.022800	0.036900
0.006159	0.046338	-0.011300	-0.016100
-0.008852	0.036426	-0.011300	-0.016100
-0.032108	0.027182	-0.011300	-0.075200
-0.018751	0.034596	-0.011300	-0.075200
-0.023167	0.034596	-0.011300	-0.075200
-0.050979	0.029940	-0.011300	-0.070300
-0.039916	0.030109	-0.011300	-0.070300
-0.045299	0.007218	-0.075200	-0.075200
-0.056947	0.007218	-0.075200	-0.075200
-0.062793	0.007218	-0.075200	-0.075200
-0.072086	0.007218	-0.075200	-0.075200
-0.054759	0.007218	-0.075200	-0.075200
-0.079834	0.013437	-0.018000	-0.007900
-0.088115	0.013437	-0.018000	-0.007900
-0.082097	0.013437	-0.018000	-0.007900
-0.071715	0.013437	-0.018000	-0.007900
-0.077051	0.013437	-0.018000	-0.007900
-0.086195	0.010347	-0.075200	0.002500
-0.078702	0.010347	-0.075200	0.002500
-0.079163	0.010347	-0.075200	0.002500
-0.069215	0.018042	-0.023600	-0.006300
-0.047878	0.022588	-0.075200	0.035400
