up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.026600	0.028300	0.030300	0.033500	0.044700	0.008300
0.038200	0.040200	0.023200	0.023600	0.034800	0.009900
0.063800	0.046800	0.041800	-0.004300	0.011200	0.023600
0.040700	0.035700	0.027400	0.017300	0.024600	-0.006100
0.034700	0.026400	0.016500	0.018300	0.045600	-0.001000
0.011600	0.001700	-0.021900	0.033100	0.060400	-0.014800
0.003700	-0.019900	-0.013800	0.031100	0.058400	0.002000
-0.004300	0.001800	0.002800	0.015500	0.042800	0.015600
0.017300	0.018300	0.033100	0.007300	0.027300	0.015500
0.007900	0.022700	0.020700	0.037700	0.037700	-0.010400
0.028300	0.026300	0.010700	0.032100	0.047100	0.005600
0.028400	0.012800	-0.002700	0.030000	0.045000	0.002100
0.010300	-0.005200	0.005200	0.032500	0.047500	-0.002500
0.007300	0.017700	0.012100	0.020000	0.035000	0.012500
0.037700	0.032100	0.030000	-0.010400	0.032100	0.020000
0.019100	0.017000	0.019500	0.028000	0.045100	-0.013000
0.014000	0.016500	0.004000	0.031000	0.048100	-0.003000
0.015500	0.003000	-0.017000	0.032000	0.049100	-0.001000
0.005000	-0.015000	-0.002000	0.030000	0.048000	0.002000
-0.010400	0.002600	0.005600	0.042500	0.043400	0.004600
0.028000	0.031000	0.032000	0.017100	0.018000	0.025400
0.027800	0.028800	0.026800	0.020300	0.021200	-0.003200
0.022700	0.020700	0.016100	0.026400	0.027300	-0.006100
0.024500	0.019900	-0.005500	0.023500	0.023500	0.003800
0.042500	0.017100	0.020300	0.000900	0.000900	0.022600
0.011000	0.014200	0.020300	0.007000	0.007000	-0.006100
-0.007900	-0.001800	-0.005600	0.029100	0.029100	-0.022100
0.006300	0.002500	-0.020100	0.021000	0.021000	0.008100
0.023500	0.000900	0.007000	-0.012000	-0.012000	0.021000
-0.019100	-0.013000	0.009100	0.008000	0.008000	-0.020000
-0.022700	-0.000600	-0.008700	0.017700	0.017700	-0.009700
0.017100	0.009000	-0.012000	-0.022300	-0.022300	0.017700
-0.013300	-0.034300	-0.014300	-0.037800	-0.037800	-0.022300
-0.072100	-0.052100	-0.042400	-0.001900	-0.001900	-0.037800
-0.054000	-0.044300	-0.062000	-0.002000	-0.002000	-0.001900
-0.056800	-0.074500	-0.052200	0.010500	0.031900	-0.012500
-0.064000	-0.041700	-0.003900	-0.002700	0.021400	0.010500
-0.059000	-0.021200	-0.019300	0.014600	0.059200	-0.017300
-0.028900	-0.027000	-0.014500	0.022300	0.067000	-0.007700
-0.024800	-0.012300	-0.022800	0.020100	0.064800	0.002200
0.007800	-0.002700	0.014600	0.024100	0.046600	0.020100
-0.005300	0.012000	0.019700	0.026700	0.058000	-0.002600
0.008100	0.015800	0.013600	0.051100	0.079600	-0.003900
0.001200	-0.001000	-0.021100	0.065800	0.095000	-0.014600
0.014300	-0.005800	-0.003200	0.050500	0.079700	0.015300
0.024100	0.026700	0.030600	0.022500	0.049800	0.029900
0.023500	0.027400	0.042000	0.034500	0.053000	-0.003200
0.051100	0.065700	0.050400	0.028500	0.029300	0.023700
0.065800	0.050500	0.020600	0.029200	0.029200	0.000100
0.041400	0.011500	0.014700	0.038300	0.038300	-0.009100
0.022500	0.025700	0.002000	0.027300	0.027300	0.011000
0.034500	0.010800	0.010700	0.018500	0.018500	0.008800
0.028500	0.028400	0.037500	0.000800	0.021100	0.017700
0.029200	0.038300	0.027300	-0.005600	0.021900	0.000800
0.031300	0.020300	0.011500	0.001400	0.028900	-0.007000
0.020400	0.011600	-0.006100	0.001300	0.028800	0.000100
0.003800	-0.013900	-0.014700	0.013300	0.036600	-0.007800
-0.029200	-0.030000	-0.023000	0.050300	0.051900	-0.015300
-0.005600	0.001400	0.001300	0.027500	0.027500	0.024400
-0.004100	-0.004200	0.003600	0.033000	0.033000	-0.005500
-0.001100	0.006700	0.022000	0.029900	0.029900	0.003100
0.013300	0.028600	0.004200	0.023300	0.023300	0.006600
0.050300	0.025900	0.031400	0.001600	0.001600	0.021700
0.027500	0.033000	0.029900	0.000000	0.000000	0.001600
