up_down_5	up_down_highest_in_3days
0.011100	-0.000400
0.012700	-0.005600
0.000000	0.003800
-0.012700	0.006700
-0.005600	0.001000
-0.004400	0.009200
0.004100	0.003600
0.001000	-0.002700
-0.003600	0.010100
-0.007500	0.013100
-0.002700	0.018700
0.009000	0.019800
0.013100	0.015100
0.018700	0.009000
0.019200	0.009600
0.015100	0.007900
0.009000	-0.009300
0.000300	0.011100
-0.009200	0.021800
-0.016900	0.025400
0.011100	0.023800
0.021800	0.045800
0.025400	0.050700
0.023800	0.033600
0.045800	0.008700
0.050700	-0.002800
0.027400	0.003400
-0.011100	0.023600
-0.002800	0.009100
-0.004500	0.017000
0.023600	0.002500
0.009100	-0.005000
0.012000	-0.038500
-0.041000	-0.004200
-0.047700	0.010800
-0.054900	0.023000
-0.008400	0.015000
0.010800	-0.013400
0.007200	0.002400
0.001600	-0.000700
-0.014100	-0.007100
-0.010000	0.004600
-0.007800	0.010000
-0.017200	0.020100
-0.000300	0.014900
0.010000	-0.005400
0.006300	0.008400
0.009500	-0.006400
-0.011800	-0.011900
-0.012500	0.002600
-0.028600	0.019300
-0.011900	0.009000
-0.001300	0.012900
0.019300	-0.002000
0.007000	-0.003400
0.001100	0.006400
-0.005400	0.000300
-0.018300	0.031000
-0.003900	0.034100
0.000300	0.029200
0.031000	0.015200
0.034100	0.007500
0.029200	0.001800
0.015200	0.000000
