always	highest	bid	sell
-0.092648	0.006324	-0.026000	-0.083700
-0.086750	0.006289	-0.026000	-0.083700
-0.082490	0.018465	-0.026000	-0.055600
-0.137570	0.000000	-0.117000	-0.117000
-0.115190	0.009503	-0.117000	-0.117000
-0.140241	0.009503	-0.117000	-0.117000
-0.134222	0.009934	-0.076600	-0.117000
-0.157899	0.009934	-0.076600	-0.117000
-0.137236	0.026455	-0.076600	-0.117000
-0.152037	0.026455	-0.076600	-0.117000
-0.087952	0.026455	-0.076600	-0.117000
-0.059770	0.026455	-0.076600	-0.117000
-0.084245	0.031823	-0.055600	-0.117000
-0.122066	0.026491	-0.076600	-0.117000
-0.054669	0.029580	-0.038300	-0.117000
-0.013574	0.030316	-0.038300	-0.002300
-0.056385	0.030316	-0.038300	-0.002300
-0.070722	0.026849	-0.103100	-0.004500
-0.077042	0.026849	-0.103100	-0.004500
-0.072892	0.032567	-0.038300	-0.002300
-0.053157	0.033675	-0.004500	-0.074900
-0.032137	0.049931	-0.004500	-0.002300
-0.061148	0.025116	-0.038300	-0.002300
-0.032703	0.025116	-0.038300	-0.002300
-0.010273	0.028645	0.029300	-0.002300
0.009169	0.025719	-0.044600	0.029300
0.033994	0.044128	0.016000	0.029300
0.016090	0.026049	0.021000	0.029300
0.010705	0.022529	0.016000	0.018500
-0.000203	0.016194	0.016000	0.023000
0.037026	0.037026	0.016000	0.023000
0.036092	0.037026	0.016000	0.023000
0.036092	0.037026	0.016000	0.023000
-0.024623	0.013314	0.022900	-0.039800
-0.017405	0.014185	0.022900	-0.039800
-0.050911	0.014185	0.022900	-0.086200
-0.031835	0.027853	0.022900	-0.086200
-0.015299	0.057052	-0.039800	-0.065100
-0.016181	0.059947	-0.086200	-0.023000
-0.012719	0.059947	-0.086200	-0.023000
-0.023837	0.066609	-0.086200	0.039100
-0.024715	0.066609	-0.086200	0.039100
-0.034282	0.066609	-0.086200	0.039100
-0.037758	0.066609	-0.086200	0.039100
0.020299	0.066609	-0.086200	0.039100
0.061877	0.071210	-0.008900	0.039100
0.061877	0.071210	-0.008900	0.039100
0.030752	0.045592	-0.065100	0.039100
0.008794	0.017661	-0.008900	0.039100
0.022967	0.032214	-0.008900	0.021100
0.030708	0.046562	-0.008900	0.040600
0.030708	0.046562	-0.008900	0.040600
0.032565	0.047504	-0.008900	0.041800
0.041958	0.047504	-0.008900	0.041800
0.051997	0.047504	-0.008900	0.041800
0.048691	0.043657	0.030800	0.041800
0.033590	0.036233	-0.004200	0.041800
0.054882	0.050713	-0.001400	0.041800
0.070755	0.066523	-0.001400	0.041800
0.043669	0.038658	0.030800	0.041800
0.026832	0.028532	-0.001400	0.025100
0.038743	0.040463	-0.001400	0.025100
0.022450	0.040463	-0.001400	0.025100
0.018250	0.040463	-0.001400	0.025100
0.017099	0.046732	0.000300	0.025100
0.013743	0.043278	0.000300	0.025100
0.032771	0.047555	0.000300	0.025100
0.020324	0.029783	0.013200	0.020700
0.010985	0.025561	0.013200	0.020700
-0.005655	0.011922	0.000300	-0.007100
-0.001578	0.009474	0.000300	-0.007100
-0.030432	0.009474	0.000300	-0.007100
-0.044042	0.000312	0.000300	-0.007100
-0.012313	0.018218	0.000300	-0.007100
-0.022248	0.011291	-0.038800	-0.038800
-0.013253	0.017958	0.000300	-0.007100
-0.005828	0.022233	0.000300	-0.007100
-0.011570	0.021397	-0.038800	-0.007700
-0.012355	0.027308	-0.038800	0.026200
0.036971	0.066243	-0.038800	0.026200
0.025404	0.066243	-0.038800	0.026200
0.057610	0.066243	-0.038800	0.026200
0.026541	0.066243	-0.038800	0.026200
0.003531	0.051067	-0.012900	0.026200
0.016878	0.058131	-0.007800	0.026200
0.021714	0.063164	-0.007700	0.026200
0.015813	0.048250	0.025300	0.026200
0.007673	0.039850	0.026200	0.015800
-0.022956	0.023325	-0.007800	0.007800
-0.033215	0.023325	-0.007800	0.007800
-0.052938	0.023325	-0.007800	0.007800
-0.046929	0.015868	-0.007800	0.007800
-0.039697	0.025214	-0.007800	0.007800
0.011851	0.037106	-0.007800	0.007800
-0.000594	0.024350	-0.007800	0.007800
-0.021011	0.009894	-0.032400	0.007800
-0.028059	0.001846	-0.028300	-0.027400
-0.027280	0.001846	-0.028300	-0.027400
-0.034415	0.001846	-0.028300	-0.027400
-0.002261	0.029325	-0.028300	0.007800
0.010746	0.031795	-0.028300	0.028600
0.036748	0.031795	-0.028300	0.028600
0.059989	0.059989	-0.027500	0.038400
0.042332	0.060449	-0.017100	0.058900
0.045563	0.060449	-0.017100	0.058900
0.047045	0.060449	-0.017100	0.058900
0.023207	0.060449	-0.017100	0.058900
0.042239	0.073160	-0.009800	0.058900
0.031850	0.035262	-0.009800	-0.012800
0.023821	0.035262	-0.009800	-0.012800
0.036354	0.047279	-0.009800	0.006300
0.006661	0.047279	-0.009800	0.006300
-0.004211	0.047279	-0.009800	0.006300
0.001149	0.049324	0.020100	0.006300
0.005907	0.048171	0.020100	-0.012800
0.025559	0.047279	-0.009800	0.006300
