2018-01-05	1.4920	1.4920	0.54%	限制大额申购	开放赎回	
2018-01-04	1.4840	1.4840	0.68%	限制大额申购	开放赎回	
2018-01-03	1.4740	1.4740	0.55%	限制大额申购	开放赎回	
2018-01-02	1.4660	1.4660	0.76%	限制大额申购	开放赎回	
2017-12-31	1.4550	1.4550		限制大额申购	开放赎回	
2017-12-29	1.4550	1.4550	0.90%	限制大额申购	开放赎回	
2017-12-28	1.4420	1.4420	0.77%	限制大额申购	开放赎回	
2017-12-27	1.4310	1.4310	-1.85%	限制大额申购	开放赎回	
2017-12-26	1.4580	1.4580	-0.07%	限制大额申购	开放赎回	
2017-12-25	1.4590	1.4590	0.07%	限制大额申购	开放赎回	
2017-12-22	1.4580	1.4580	-0.21%	限制大额申购	开放赎回	
2017-12-21	1.4610	1.4610	1.39%	限制大额申购	开放赎回	
2017-12-20	1.4410	1.4410	-0.21%	限制大额申购	开放赎回	
2017-12-19	1.4440	1.4440	0.98%	限制大额申购	开放赎回	
2017-12-18	1.4300	1.4300	0.07%	限制大额申购	开放赎回	
2017-12-15	1.4290	1.4290	-1.11%	限制大额申购	开放赎回	
2017-12-14	1.4450	1.4450	-0.21%	限制大额申购	开放赎回	
2017-12-13	1.4480	1.4480	1.26%	限制大额申购	开放赎回	
2017-12-12	1.4300	1.4300	-0.83%	限制大额申购	开放赎回	
2017-12-11	1.4420	1.4420	2.56%	限制大额申购	开放赎

2017-12-08	1.4060	1.4060	1.08%	限制大额申购	开放赎回	
2017-12-07	1.3910	1.3910	-1.21%	限制大额申购	开放赎回	
2017-12-06	1.4080	1.4080	-0.28%	限制大额申购	开放赎回	
2017-12-05	1.4120	1.4120	0.07%	限制大额申购	开放赎回	
2017-12-04	1.4110	1.4110	0.43%	限制大额申购	开放赎回	
2017-12-01	1.4050	1.4050	0.64%	限制大额申购	开放赎回	
2017-11-30	1.3960	1.3960	-0.92%	限制大额申购	开放赎回	
2017-11-29	1.4090	1.4090	-0.42%	限制大额申购	开放赎回	
2017-11-28	1.4150	1.4150	0.57%	限制大额申购	开放赎回	
2017-11-27	1.4070	1.4070	-1.33%	限制大额申购	开放赎回	
2017-11-24	1.4260	1.4260	-0.21%	限制大额申购	开放赎回	
2017-11-23	1.4290	1.4290	-3.51%	限制大额申购	开放赎回	
2017-11-22	1.4810	1.4810	-0.74%	限制大额申购	开放赎回	
2017-11-21	1.4920	1.4920	1.98%	限制大额申购	开放赎回	
2017-11-20	1.4630	1.4630	1.04%	限制大额申购	开放赎回	
2017-11-17	1.4480	1.4480	0.07%	限制大额申购	开放赎回	
2017-11-16	1.4470	1.4470	0.98%	限制大额申购	开放赎回	
2017-11-15	1.4330	1.4330	-0.76%	限制大额申购	开放赎回	
2017-11-14	1.4440	1.4440	-1.10%	限制大额申购	开放赎回	
2017-11-13	1.4600	1.4600	0.21%	限制大额申购	开放赎

2017-11-10	1.4570	1.4570	1.39%	限制大额申购	开放赎回	
2017-11-09	1.4370	1.4370	1.05%	限制大额申购	开放赎回	
2017-11-08	1.4220	1.4220	-0.77%	限制大额申购	开放赎回	
2017-11-07	1.4330	1.4330	0.00%	限制大额申购	开放赎回	
2017-11-06	1.4330	1.4330	1.63%	限制大额申购	开放赎回	
2017-11-03	1.4100	1.4100	0.07%	限制大额申购	开放赎回	
2017-11-02	1.4090	1.4090	0.00%	限制大额申购	开放赎回	
2017-11-01	1.4090	1.4090	-0.98%	限制大额申购	开放赎回	
2017-10-31	1.4230	1.4230	-0.42%	限制大额申购	开放赎回	
2017-10-30	1.4290	1.4290	0.14%	限制大额申购	开放赎回	
2017-10-27	1.4270	1.4270	0.28%	限制大额申购	开放赎回	
2017-10-26	1.4230	1.4230	-0.07%	限制大额申购	开放赎回	
2017-10-25	1.4240	1.4240	0.99%	限制大额申购	开放赎回	
2017-10-24	1.4100	1.4100	0.79%	限制大额申购	开放赎回	
2017-10-23	1.3990	1.3990	0.94%	限制大额申购	开放赎回	
2017-10-20	1.3860	1.3860	-0.29%	限制大额申购	开放赎回	
2017-10-19	1.3900	1.3900	0.00%	限制大额申购	开放赎回	
2017-10-18	1.3900	1.3900	1.46%	限制大额申购	开放赎回	
2017-10-17	1.3700	1.3700	0.29%	限制大额申购	开放赎回	
2017-10-16	1.3660	1.3660	0.15%	限制大额申购	开放赎

2017-10-13	1.3640	1.3640	-0.15%	限制大额申购	开放赎回	
2017-10-12	1.3660	1.3660	0.37%	限制大额申购	开放赎回	
2017-10-11	1.3610	1.3610	1.04%	限制大额申购	开放赎回	
2017-10-10	1.3470	1.3470	-0.37%	限制大额申购	开放赎回	
2017-10-09	1.3520	1.3520	1.35%	限制大额申购	开放赎回	
2017-09-29	1.3340	1.3340	0.76%	限制大额申购	开放赎回	
2017-09-28	1.3240	1.3240	0.76%	限制大额申购	开放赎回	
