up_down_5	up_down_highest_in_3days
0.027000	0.027400
0.021800	0.030400
0.024600	0.024000
0.027400	0.011900
0.030400	0.019800
0.024000	0.020600
0.008000	0.024500
0.019800	0.009700
0.020600	-0.002800
0.013900	0.017500
0.005900	0.012600
-0.002800	0.026900
0.017500	0.028500
0.012600	0.026600
0.026900	0.011300
0.028500	-0.005600
0.021000	-0.001800
0.001000	0.018800
-0.013100	0.028100
-0.001800	0.022400
0.018800	0.006600
0.028100	0.028500
0.010500	0.047500
0.006600	0.035500
0.028500	0.007100
0.047500	0.011000
0.027500	0.026900
-0.008900	0.042700
0.011000	0.029500
0.026900	0.021600
0.042700	0.013800
0.029500	-0.012700
0.008900	-0.039600
-0.038500	-0.000900
-0.053200	-0.014200
-0.058400	0.003700
-0.015100	-0.008200
-0.022400	-0.004500
-0.018300	0.012100
-0.021100	0.011200
-0.004500	0.002800
0.012100	-0.006400
0.004800	0.015000
-0.015600	0.027000
-0.010000	0.018800
0.015000	0.000200
0.013300	0.013900
0.018800	-0.001800
-0.001600	0.006500
0.005700	0.017400
-0.011000	0.029200
0.006500	0.013500
0.017400	0.009000
0.029200	0.000000
0.011700	0.001800
0.002700	0.006300
0.000000	-0.001500
-0.016100	0.027200
0.001200	0.017900
-0.001500	0.017800
0.027200	0.011400
0.017900	0.007900
0.017800	0.004400
0.011400	0.000000
