up_down_5	up_down_highest_in_3days
0.025100	0.025200
0.030900	0.011900
0.035500	0.005300
0.025200	0.000700
0.011900	0.011100
0.001400	0.022100
0.000100	0.018800
0.011100	0.023700
0.022100	0.019700
0.016900	0.036000
0.023700	0.017500
0.019700	0.014400
0.036000	-0.007400
0.006400	0.003700
0.007000	-0.008100
-0.015500	-0.001300
-0.005700	0.001900
-0.011900	0.040100
-0.001900	0.038200
0.001900	0.035700
0.040100	-0.001200
0.037000	0.000100
0.022400	0.012200
-0.007800	0.006700
0.000100	-0.000600
0.011600	-0.000300
-0.013300	0.019100
-0.018800	0.017900
-0.000300	-0.003400
0.000300	0.015400
0.014500	0.000000
-0.003400	-0.009700
0.005700	-0.036300
-0.046600	0.000600
-0.046000	-0.001700
-0.049000	0.011000
-0.001100	-0.009000
-0.012600	0.009600
-0.005100	0.014800
-0.009000	0.007700
0.009600	-0.008200
0.002700	0.014900
-0.000500	0.041000
-0.008800	0.041600
0.014900	0.030100
0.041000	0.003800
0.034800	0.010600
0.030100	0.003700
0.003800	-0.007800
-0.004800	0.008200
-0.016100	0.028800
-0.007800	0.018600
0.008200	0.018600
0.028800	0.002400
0.018600	0.000600
0.018600	-0.004300
-0.001900	-0.004000
-0.020200	0.014300
-0.016400	0.016700
-0.004000	0.015300
0.014300	0.013500
0.016700	0.006700
0.015300	-0.004800
0.008700	0.000000
