up_down_5	up_down_highest_in_3days
0.028800	0.006000
0.036200	-0.000500
0.024000	0.011500
-0.005300	0.017500
-0.000500	0.006700
0.011500	-0.007900
0.005600	0.004000
-0.001200	-0.011300
-0.023900	0.004700
-0.007300	-0.002000
-0.013300	-0.002000
0.000700	-0.011500
-0.015500	-0.008000
-0.032700	0.024300
-0.022300	0.020700
-0.008000	0.017900
0.024300	0.004800
0.020700	0.028700
0.007100	0.043500
0.004300	0.036500
0.028700	0.016500
0.043500	0.012500
0.036500	0.021500
0.016500	0.012300
0.012500	0.012300
0.021500	-0.012200
0.000100	-0.000400
-0.014800	0.015800
-0.012600	0.013000
-0.006900	0.019500
0.015800	0.011700
0.013000	-0.007700
0.011800	-0.018700
-0.014700	-0.003900
-0.030300	-0.004400
-0.037100	0.010100
-0.008300	-0.028500
-0.032900	-0.009600
-0.028000	-0.004800
-0.042900	-0.011100
-0.025500	0.007700
-0.021500	0.022300
-0.012500	0.034600
0.007700	0.025500
0.022300	0.016500
0.034600	-0.011500
0.011900	0.002100
0.005000	0.006900
-0.017700	0.013100
-0.000600	0.009600
0.006900	-0.002000
0.007600	0.003500
-0.000700	0.008300
-0.002000	-0.002700
0.000800	-0.004800
0.000800	-0.006200
-0.013700	-0.006900
-0.017900	0.022300
-0.013800	0.042100
-0.007600	0.047500
0.022300	0.024500
0.042100	0.005400
0.047500	0.000000
