up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.031700	0.030200	0.024300	0.007200	0.019800	0.011700
0.031600	0.025700	0.021600	0.005800	0.019800	0.001400
0.029700	0.025600	0.017100	0.006500	0.024600	0.004000
0.027000	0.018500	0.006800	0.005500	0.025300	0.001400
0.018900	0.007200	0.005800	0.006900	0.030100	0.000400
0.002200	0.000800	-0.003200	0.017600	0.035100	-0.005000
0.004800	0.000800	-0.000600	0.015000	0.031100	0.004000
0.006500	0.005100	0.004700	0.018100	0.025400	0.005700
0.005500	0.005100	0.010100	0.019800	0.025000	0.000400
0.006900	0.011900	0.007900	0.023200	0.023200	0.001800
0.017600	0.013600	0.007900	0.017500	0.021900	0.005700
0.015000	0.009300	0.008900	0.016100	0.025000	0.001400
0.018100	0.017700	0.015900	0.007300	0.016200	0.008800
0.019800	0.018000	0.012300	0.005200	0.016900	0.002100
0.023200	0.017500	0.016100	-0.003500	0.025800	0.005200
0.014000	0.012600	0.003800	0.007900	0.034700	-0.003500
0.009800	0.001000	-0.001100	0.015200	0.037500	-0.002800
-0.003900	-0.006000	-0.011200	0.020100	0.042400	-0.004900
-0.009200	-0.014400	-0.010900	0.026100	0.045600	-0.003200
-0.019300	-0.015800	-0.013000	0.045100	0.050500	-0.004900
0.007900	0.010700	0.015600	0.026800	0.026800	0.023700
0.015200	0.020100	0.023300	0.022300	0.031900	0.004500
0.014900	0.018100	0.023000	0.027500	0.037100	-0.005200
0.026100	0.031000	0.007300	0.019500	0.029100	0.008000
0.045100	0.021400	0.016900	0.005400	0.015000	0.014100
0.026800	0.022300	0.027500	-0.000800	0.009600	0.005400
0.012500	0.017700	0.009700	0.019400	0.019400	-0.009800
0.009900	0.001900	-0.012200	0.027200	0.027200	-0.007800
0.014200	0.000100	-0.005300	0.014900	0.014900	0.012300
-0.008700	-0.014100	-0.004300	0.023700	0.023700	-0.008800
-0.000800	0.009000	0.016800	0.010400	0.010400	0.013300
0.019400	0.027200	0.014900	-0.006000	-0.006000	0.010400
0.021200	0.008900	0.017700	-0.035200	-0.035200	-0.006000
-0.026300	-0.017500	-0.030800	-0.003100	-0.003100	-0.035200
-0.020600	-0.033900	-0.044300	-0.006200	-0.006200	-0.003100
-0.046500	-0.056900	-0.050900	0.006400	0.017600	-0.012600
-0.050500	-0.044500	-0.009300	-0.002100	0.011200	0.006400
-0.046600	-0.011400	-0.008300	-0.002100	0.015900	-0.002100
-0.021300	-0.018200	-0.005600	0.007800	0.026500	-0.009900
-0.013200	-0.000600	-0.007000	0.002800	0.021500	0.005000
0.002200	-0.004200	-0.002100	0.015400	0.018700	0.002800
-0.008400	-0.006300	0.003600	0.019600	0.022900	-0.004200
-0.005600	0.004300	-0.000700	0.021500	0.024500	0.000700
-0.007700	-0.012700	-0.015500	0.034200	0.047900	-0.012000
-0.000900	-0.003700	0.000500	0.022400	0.036800	0.011800
0.015400	0.019600	0.018900	0.003300	0.017700	0.019100
0.010600	0.009900	0.021900	0.012300	0.027000	-0.009000
0.021500	0.033500	0.021700	0.003000	0.015400	0.011600
0.034200	0.022400	0.003300	0.013700	0.014700	0.000700
0.010600	-0.008500	0.000500	0.026200	0.026500	-0.011800
-0.011300	-0.002300	-0.013900	0.029000	0.040400	-0.002800
0.011800	0.000200	-0.000500	0.015200	0.036400	0.014100
0.003000	0.002300	0.014100	0.012400	0.039300	0.002800
0.013700	0.025500	0.028300	0.001000	0.027900	0.011400
0.026200	0.029000	0.014900	0.000300	0.027200	0.000700
0.025900	0.011800	0.009000	0.014500	0.030300	-0.003100
0.015200	0.012400	0.001000	0.021200	0.026900	0.003400
-0.004300	-0.015700	-0.016400	0.043600	0.043600	-0.016700
-0.008100	-0.008800	-0.005700	0.036000	0.036000	0.007600
-0.001900	0.001200	-0.002200	0.029100	0.029100	0.006900
0.014500	0.011100	0.027800	0.015800	0.015800	0.013300
0.021200	0.037900	0.030300	0.005700	0.005700	0.010100
0.043600	0.036000	0.029100	-0.000300	-0.000300	0.005700
0.035700	0.028800	0.015500	0.000000	0.000000	-0.000300
