up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.032900	0.033600	0.029200	0.012800	0.033500	0.014000
0.033900	0.029500	0.024100	0.012500	0.041200	0.000300
0.037700	0.032300	0.022500	0.011500	0.045300	0.008200
0.036600	0.026800	0.012800	0.012700	0.041000	0.004300
0.026800	0.012800	0.012500	0.012700	0.042600	0.000000
0.007900	0.007600	-0.000600	0.025600	0.047500	-0.004900
0.011900	0.003700	-0.000600	0.029300	0.043200	0.004300
0.011500	0.007200	0.007200	0.033800	0.035400	0.007800
0.012700	0.012700	0.017600	0.028300	0.029900	0.005500
0.011400	0.016300	0.012000	0.031200	0.031200	-0.001300
0.025600	0.021300	0.013500	0.021900	0.021900	0.009300
0.029300	0.021500	0.016000	0.013900	0.015200	0.008000
0.033800	0.028300	0.029600	0.001600	0.002900	0.012300
0.025800	0.027100	0.017800	0.004100	0.006400	-0.002500
0.031200	0.021900	0.013900	-0.005600	0.010700	0.004100
0.016300	0.008300	-0.004000	0.004400	0.019100	-0.005600
0.004800	-0.007500	-0.005000	0.010400	0.022600	-0.003500
-0.012900	-0.010400	-0.014500	0.015800	0.028000	-0.005400
-0.008800	-0.012900	-0.007300	0.015200	0.026400	0.001600
-0.016700	-0.011100	-0.007600	0.027400	0.030200	-0.003800
0.004400	0.007900	0.013300	0.014700	0.023300	0.015500
0.010400	0.015800	0.014200	0.012200	0.037600	0.002500
0.008300	0.006700	0.010500	0.019700	0.045100	-0.007500
0.015200	0.019000	0.003500	0.011200	0.036600	0.008500
0.027400	0.011900	0.009400	0.002800	0.028200	0.008400
0.014700	0.012200	0.019700	0.008600	0.025400	0.002800
0.006000	0.013500	0.005000	0.031600	0.031600	-0.006200
0.008500	0.000000	-0.008400	0.036600	0.036600	-0.005000
0.010900	0.002500	-0.000300	0.025700	0.025700	0.010900
0.002500	-0.000300	0.005900	0.025700	0.025700	0.000000
0.008600	0.014800	0.019800	0.016800	0.016800	0.008900
0.031600	0.036600	0.025700	-0.009300	-0.009300	0.016800
0.027300	0.016400	0.016400	-0.037000	-0.037000	-0.009300
-0.020900	-0.020900	-0.029800	0.000300	0.000300	-0.037300
-0.020600	-0.029500	-0.046300	-0.007400	-0.007400	0.000300
-0.043300	-0.060100	-0.050800	0.006400	0.026700	-0.013800
-0.053700	-0.044400	-0.007100	-0.001600	0.020300	0.006400
-0.047300	-0.010000	-0.010300	0.001300	0.030800	-0.002900
-0.019900	-0.020200	-0.006400	0.011200	0.042900	-0.009900
-0.015100	-0.001300	-0.007700	0.006100	0.037800	0.005100
0.004800	-0.001600	0.001300	0.021900	0.031700	0.006100
-0.002200	0.000700	0.010600	0.022500	0.039900	-0.000600
-0.002800	0.007100	0.002000	0.033600	0.043400	-0.003500
-0.006300	-0.011400	-0.017500	0.049200	0.070900	-0.013400
0.002200	-0.003900	-0.003300	0.035600	0.057300	0.013600
0.021900	0.022500	0.026000	0.009800	0.033300	0.025800
0.013500	0.017000	0.030400	0.026400	0.042300	-0.009000
0.033600	0.047000	0.033400	0.009800	0.025700	0.016600
0.049200	0.035600	0.009800	0.021700	0.023500	0.002200
0.021100	-0.004700	0.004300	0.036200	0.038000	-0.014500
0.000000	0.009000	-0.007600	0.033300	0.040600	0.004700
0.026400	0.009800	0.007600	0.015900	0.024700	0.017400
0.008600	0.006400	0.020900	0.017100	0.035100	-0.001200
0.021700	0.036200	0.031500	0.001800	0.025400	0.015300
0.034100	0.029400	0.012000	0.003900	0.027500	-0.002100
0.033300	0.015900	0.017100	0.007300	0.023600	0.003900
0.013200	0.014400	-0.000900	0.011500	0.026300	-0.002700
-0.005800	-0.021100	-0.019000	0.040900	0.046500	-0.020200
-0.009400	-0.007300	-0.011200	0.034800	0.034800	0.011700
-0.000600	-0.004500	-0.001800	0.028100	0.028100	0.006700
0.007300	0.010000	0.030200	0.016300	0.016300	0.011800
0.011500	0.031700	0.020000	0.014800	0.014800	0.001500
0.040900	0.029200	0.022500	0.005600	0.005600	0.009200
0.034800	0.028100	0.016300	0.000000	0.000000	0.005600
