up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.001000	0.002600	0.006900	0.017000	0.033300	0.004800
0.004700	0.009000	0.005800	0.014900	0.031200	0.002100
0.020200	0.017000	0.018100	0.012700	0.020000	0.011200
0.019100	0.020200	0.015400	0.017900	0.020000	0.002100
0.020200	0.015400	0.013300	0.017900	0.044300	0.000000
0.017000	0.014900	0.003700	0.016300	0.042700	0.001600
0.012800	0.001600	-0.000500	0.018400	0.044800	-0.002100
0.012700	0.010600	0.010600	0.007300	0.033700	0.011100
0.017900	0.017900	0.016300	0.002100	0.026900	0.007300
0.010100	0.008500	0.010600	0.034200	0.039200	-0.007800
0.006900	0.009000	-0.002100	0.035800	0.044800	-0.001600
0.015800	0.004700	-0.002600	0.029000	0.043000	0.006800
0.000000	-0.007300	0.000500	0.033700	0.047700	-0.004700
0.002100	0.009900	0.011500	0.024800	0.038300	0.009400
0.034200	0.035800	0.029000	0.005000	0.032400	0.024300
0.032800	0.026000	0.030700	0.012000	0.036900	-0.003000
0.026500	0.031200	0.021800	0.016500	0.036400	0.000500
0.032700	0.023300	-0.001000	0.015000	0.034900	0.001500
0.024800	0.000500	0.003500	0.013500	0.041500	0.001500
0.005000	0.008000	0.007500	0.027400	0.039400	0.004500
0.012000	0.011500	0.010000	0.024900	0.035900	0.004000
0.016500	0.015000	0.013500	0.019900	0.040600	0.005000
0.011500	0.010000	0.005500	0.023400	0.044100	-0.003500
0.012000	0.007500	0.003500	0.029500	0.042100	0.002000
0.027400	0.023400	0.018400	0.012000	0.022200	0.019900
0.024900	0.019900	0.023400	0.011000	0.020700	0.001500
0.006200	0.009700	0.007700	0.034400	0.034400	-0.013700
0.007700	0.005700	-0.014200	0.036400	0.036400	-0.002000
0.029500	0.009600	0.008100	0.012600	0.012600	0.023800
0.012000	0.010500	0.024200	0.010200	0.010200	0.002400
0.011000	0.024700	0.026700	0.009700	0.009700	0.000500
0.034400	0.036400	0.012600	-0.012400	-0.012400	0.009700
0.024000	0.000200	-0.002200	-0.035300	-0.035300	-0.012400
-0.035100	-0.037500	-0.038000	-0.003000	-0.003000	-0.035300
-0.040500	-0.041000	-0.050700	-0.008000	-0.008000	-0.003000
-0.054100	-0.063800	-0.051400	0.005100	0.024800	-0.013100
-0.058700	-0.046300	-0.011000	-0.002400	0.019700	0.005100
-0.059500	-0.024200	-0.021200	0.010800	0.039100	-0.013200
-0.039600	-0.036600	-0.023500	0.026200	0.054500	-0.015400
-0.045500	-0.032400	-0.037500	0.035100	0.063400	-0.008900
-0.005500	-0.010600	0.002600	0.030300	0.037600	0.026900
-0.002400	0.010800	0.026200	0.022100	0.044700	0.008200
-0.000400	0.015000	0.023900	0.039500	0.067100	-0.011200
-0.003500	0.005400	-0.021500	0.058000	0.090900	-0.018500
0.024800	-0.002100	-0.010300	0.038600	0.071500	0.019400
0.030300	0.022100	0.033300	0.007300	0.039100	0.032400
0.008100	0.019300	0.037800	0.036600	0.053100	-0.014000
0.039500	0.058000	0.038600	0.027600	0.032900	0.020200
0.053500	0.034100	0.001700	0.037400	0.037400	-0.004500
0.024100	-0.008300	0.005700	0.047400	0.047400	-0.010000
0.007300	0.021300	0.001100	0.031800	0.031800	0.015600
0.036600	0.016400	0.020900	0.016500	0.016500	0.015300
0.027600	0.032100	0.042100	0.005300	0.005300	0.011200
0.037400	0.047400	0.031800	-0.011000	-0.005000	0.005300
0.036400	0.020800	0.005500	-0.002400	0.006000	-0.011000
0.018400	0.003100	-0.008100	-0.001900	0.008400	-0.002400
-0.000300	-0.011500	-0.016800	0.001500	0.011800	-0.003400
-0.033900	-0.039200	-0.028200	0.034200	0.034200	-0.022400
-0.015300	-0.004300	-0.001900	0.010300	0.010300	0.023900
-0.011100	-0.008700	-0.005300	0.017100	0.017100	-0.006800
-0.003800	-0.000400	0.022000	0.012200	0.012200	0.004900
0.000600	0.023000	-0.000900	0.011200	0.011200	0.001000
0.034200	0.010300	0.017100	-0.002900	-0.002900	0.011200
0.007400	0.014200	0.009300	0.000000	0.000000	-0.002900
