up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.018200	0.018600	0.020000	0.031200	0.039700	0.007300
0.029100	0.030500	0.017900	0.020700	0.030200	0.010500
0.050300	0.037700	0.037600	0.001800	0.012400	0.019800
0.035100	0.035000	0.027700	0.012000	0.027100	-0.002600
0.038500	0.031200	0.020700	0.008500	0.038400	0.003500
0.019700	0.009200	-0.010600	0.020000	0.049900	-0.011500
0.007900	-0.011900	-0.009300	0.022300	0.051200	-0.001300
0.001800	0.004400	0.000900	0.010600	0.037500	0.013700
0.012000	0.008500	0.020000	0.015100	0.029900	0.007600
-0.000200	0.011300	0.012600	0.038600	0.038600	-0.008700
0.016700	0.018000	0.004300	0.033200	0.048900	0.005400
0.022300	0.008600	0.001000	0.028900	0.046000	0.004300
0.010600	0.003000	0.011700	0.026900	0.044000	0.002000
0.015100	0.023800	0.018400	0.014800	0.032900	0.012100
0.038600	0.033200	0.028900	-0.000800	0.039100	0.014800
0.028400	0.024100	0.022100	0.020500	0.043900	-0.004800
0.023700	0.021700	0.009600	0.022300	0.044300	-0.000400
0.026100	0.014000	-0.000800	0.017900	0.039900	0.004400
0.012700	-0.002100	0.002700	0.020200	0.041200	-0.001300
-0.002000	0.002800	0.003200	0.041100	0.041100	0.000100
0.020500	0.020900	0.016500	0.023400	0.023400	0.017700
0.022300	0.017900	0.019200	0.022000	0.022000	0.001400
0.012900	0.014200	0.014100	0.027000	0.027000	-0.005000
0.020200	0.020100	0.002400	0.021000	0.021000	0.006000
0.041100	0.023400	0.022000	-0.001000	-0.001000	0.021000
0.020500	0.019100	0.024100	0.001900	0.001900	-0.002900
0.006200	0.011200	0.005200	0.014800	0.014800	-0.012900
0.011300	0.005300	-0.015700	0.014700	0.014700	0.000100
0.020000	-0.001000	0.001900	-0.002600	-0.002600	0.014700
-0.017000	-0.014100	-0.001200	0.013400	0.013400	-0.016000
-0.017300	-0.004400	-0.004500	0.016600	0.016600	-0.003200
0.012200	0.012100	-0.002600	-0.019600	-0.019600	0.016600
-0.007500	-0.022200	-0.006200	-0.035700	-0.033400	-0.019600
-0.057900	-0.041900	-0.038700	-0.000900	0.002300	-0.035700
-0.042800	-0.039600	-0.056200	-0.000400	0.003200	-0.000900
-0.050600	-0.067200	-0.047600	0.014200	0.022600	-0.011000
-0.056600	-0.037000	-0.001300	0.003600	0.012000	0.010600
-0.040200	-0.004500	-0.003600	0.006800	0.022300	-0.003200
-0.015400	-0.014500	-0.003500	0.017700	0.033200	-0.010900
-0.012500	-0.001500	-0.012100	0.015700	0.031200	0.002000
0.014200	0.003600	0.006800	0.008400	0.023900	0.015700
-0.002100	0.001100	0.012000	0.014100	0.040800	-0.005700
-0.002500	0.008400	0.006400	0.024800	0.051100	-0.003600
-0.008400	-0.010400	-0.026100	0.041600	0.069300	-0.016800
0.000800	-0.014900	-0.009200	0.030400	0.058100	0.011200
0.008400	0.014100	0.017700	0.015500	0.034800	0.023300
0.004000	0.007600	0.024400	0.036800	0.044900	-0.010100
0.024800	0.041600	0.030400	0.026300	0.027700	0.017200
0.041100	0.029900	0.006600	0.028200	0.028500	-0.000500
0.021900	-0.001400	0.008700	0.036200	0.036500	-0.008000
0.015500	0.025600	0.008400	0.019300	0.027500	0.016900
0.036800	0.019600	0.020100	0.008100	0.022500	0.011200
0.026300	0.026800	0.034800	0.001400	0.028600	0.006700
0.028200	0.036200	0.019300	0.000300	0.027200	0.001400
0.026900	0.010000	-0.001200	0.009600	0.036500	-0.009300
0.004400	-0.006800	-0.013500	0.023100	0.042100	-0.005600
0.000800	-0.005900	-0.007300	0.021700	0.034500	0.007600
-0.021000	-0.022400	-0.013100	0.049600	0.049600	-0.015100
0.000300	0.009600	0.015200	0.026900	0.026900	0.022700
0.004200	0.009800	0.002200	0.032300	0.032300	-0.005400
0.023100	0.015500	0.030600	0.019000	0.019000	0.013300
0.021700	0.036800	0.014100	0.012800	0.012800	0.006200
0.049600	0.026900	0.032300	-0.000100	-0.000100	0.012800
0.026800	0.032200	0.018900	0.000000	0.000000	-0.000100
