2018-01-05	1.4930	1.4930	0.54%	开放申购	开放赎回	
2018-01-04	1.4850	1.4850	0.47%	开放申购	开放赎回	
2018-01-03	1.4780	1.4780	0.75%	开放申购	开放赎回	
2018-01-02	1.4670	1.4670	2.44%	开放申购	开放赎回	
2017-12-31	1.4310	1.4310		开放申购	开放赎回	
2017-12-29	1.4320	1.4320	0.70%	开放申购	开放赎回	
2017-12-28	1.4220	1.4220	0.71%	开放申购	开放赎回	
2017-12-27	1.4120	1.4120	-1.74%	开放申购	开放赎回	
2017-12-26	1.4370	1.4370	0.42%	开放申购	开放赎回	
2017-12-25	1.4310	1.4310	-1.17%	开放申购	开放赎回	
2017-12-22	1.4480	1.4480	0.07%	开放申购	开放赎回	
2017-12-21	1.4470	1.4470	0.84%	开放申购	开放赎回	
2017-12-20	1.4350	1.4350	-0.21%	开放申购	开放赎回	
2017-12-19	1.4380	1.4380	0.70%	开放申购	开放赎回	
2017-12-18	1.4280	1.4280	-0.97%	开放申购	开放赎回	
2017-12-15	1.4420	1.4420	0.35%	开放申购	开放赎回	
2017-12-14	1.4370	1.4370	-0.35%	开放申购	开放赎回	
2017-12-13	1.4420	1.4420	0.77%	开放申购	开放赎回	
2017-12-12	1.4310	1.4310	-1.24%	开放申购	开放赎回	
2017-12-11	1.4490	1.4490	2.48%	开放申购	开放赎回

2017-12-08	1.4140	1.4140	1.00%	开放申购	开放赎回	
2017-12-07	1.4000	1.4000	-0.50%	开放申购	开放赎回	
2017-12-06	1.4070	1.4070	1.22%	开放申购	开放赎回	
2017-12-05	1.3900	1.3900	-1.21%	开放申购	开放赎回	
2017-12-04	1.4070	1.4070	0.07%	开放申购	开放赎回	
2017-12-01	1.4060	1.4060	2.78%	开放申购	开放赎回	
2017-11-30	1.3680	1.3680	-1.44%	开放申购	开放赎回	
2017-11-29	1.3880	1.3880	-1.00%	开放申购	开放赎回	
2017-11-28	1.4020	1.4020	1.96%	开放申购	开放赎回	
2017-11-27	1.3750	1.3750	-2.41%	开放申购	开放赎回	
2017-11-24	1.4090	1.4090	-0.42%	开放申购	开放赎回	
2017-11-23	1.4150	1.4150	-3.74%	开放申购	开放赎回	
2017-11-22	1.4700	1.4700	-0.81%	开放申购	开放赎回	
2017-11-21	1.4820	1.4820	1.72%	开放申购	开放赎回	
2017-11-20	1.4570	1.4570	2.10%	开放申购	开放赎回	
2017-11-17	1.4270	1.4270	-1.38%	开放申购	开放赎回	
2017-11-16	1.4470	1.4470	0.21%	开放申购	开放赎回	
2017-11-15	1.4440	1.4440	-1.50%	开放申购	开放赎回	
2017-11-14	1.4660	1.4660	-0.88%	开放申购	开放赎回	
2017-11-13	1.4790	1.4790	0.27%	开放申购	开放赎回

2017-11-10	1.4750	1.4750	1.03%	开放申购	开放赎回	
2017-11-09	1.4600	1.4600	1.39%	开放申购	开放赎回	
2017-11-08	1.4400	1.4400	0.42%	开放申购	开放赎回	
2017-11-07	1.4340	1.4340	1.20%	开放申购	开放赎回	
2017-11-06	1.4170	1.4170	2.68%	开放申购	开放赎回	
2017-11-03	1.3800	1.3800	1.40%	开放申购	开放赎回	
2017-11-02	1.3610	1.3610	-0.80%	开放申购	开放赎回	
2017-11-01	1.3720	1.3720	0.22%	开放申购	开放赎回	
2017-10-31	1.3690	1.3690	1.78%	开放申购	开放赎回	
2017-10-30	1.3450	1.3450	0.15%	开放申购	开放赎回	
2017-10-27	1.3430	1.3430	0.07%	开放申购	开放赎回	
2017-10-26	1.3420	1.3420	0.83%	开放申购	开放赎回	
2017-10-25	1.3310	1.3310	0.91%	开放申购	开放赎回	
2017-10-24	1.3190	1.3190	0.00%	开放申购	开放赎回	
