up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.021800	0.022800	0.027000	0.039300	0.059900	0.009300
0.022800	0.027000	0.021800	0.039300	0.059900	0.000000
0.042300	0.037100	0.024600	0.034900	0.051500	0.015300
0.049200	0.036700	0.027400	0.032500	0.041300	0.012100
0.039700	0.030400	0.030400	0.029500	0.053600	0.003000
0.039300	0.039300	0.024000	0.020600	0.056000	0.008900
0.035400	0.020100	0.008000	0.024500	0.059900	-0.003900
0.034900	0.022800	0.019800	0.016600	0.045100	0.014800
0.032500	0.029500	0.020600	0.008800	0.035400	0.009700
0.018900	0.010000	0.013900	0.034700	0.046000	-0.010600
0.016800	0.020700	0.005900	0.039200	0.047700	0.006800
0.021700	0.006900	-0.002800	0.038200	0.053200	0.001000
0.016600	0.006900	0.017500	0.028500	0.043500	0.009700
0.008800	0.019400	0.012600	0.026600	0.041700	0.001900
0.034700	0.027900	0.026900	0.011300	0.054800	0.015300
0.039200	0.038200	0.028500	0.008500	0.050600	0.011300
0.032600	0.022900	0.021000	0.020600	0.056200	-0.005600
0.018200	0.016300	0.001000	0.025300	0.060900	-0.004700
0.013500	-0.001800	-0.013100	0.028200	0.074700	-0.002800
0.003900	-0.007400	-0.001800	0.050900	0.076900	0.005700
0.008500	0.014100	0.018800	0.042100	0.068800	0.015900
0.020600	0.025300	0.028100	0.035600	0.076100	0.006500
0.013400	0.016200	0.010500	0.047500	0.088000	-0.011900
0.028200	0.022500	0.006600	0.046500	0.076000	0.012000
0.050900	0.035000	0.028500	0.026000	0.047600	0.028400
0.042100	0.035600	0.047500	0.026700	0.040500	0.007100
0.027600	0.039500	0.027500	0.048500	0.048500	-0.008000
0.031500	0.019500	-0.008900	0.056500	0.056500	-0.008000
0.046500	0.018100	0.011000	0.029500	0.029500	0.027000
0.026000	0.018900	0.026900	0.021600	0.021600	0.007900
0.026700	0.034700	0.042700	0.013800	0.013800	0.007800
0.048500	0.056500	0.029500	-0.012700	-0.012700	0.013800
0.043800	0.016800	0.008900	-0.039600	-0.039600	-0.012700
-0.022800	-0.030700	-0.038500	-0.000900	-0.000900	-0.039600
-0.031600	-0.039400	-0.053200	-0.014200	-0.014200	-0.000900
-0.057300	-0.071100	-0.058400	0.003700	0.003700	-0.017900
-0.067400	-0.054700	-0.015100	-0.008200	-0.001300	0.003700
-0.062900	-0.023300	-0.022400	-0.001700	0.007100	-0.008200
-0.037100	-0.036200	-0.018300	0.012100	0.020900	-0.013800
-0.035300	-0.017400	-0.021100	0.011200	0.020000	0.000900
-0.009000	-0.012700	-0.004500	0.011400	0.011600	0.008400
-0.009900	-0.001700	0.012100	0.008600	0.013500	0.002800
-0.008100	0.005700	0.004800	0.015200	0.024400	-0.006400
-0.006300	-0.007200	-0.015600	0.027200	0.045400	-0.012000
0.001200	-0.007200	-0.010000	0.018800	0.037000	0.008400
0.011400	0.008600	0.015000	0.000200	0.018400	0.018600
-0.005100	0.001300	0.013300	0.018600	0.032100	-0.013700
0.015200	0.027200	0.018800	0.009200	0.018200	0.013900
0.025400	0.017000	-0.001600	0.020000	0.020000	-0.001800
0.010600	-0.008000	0.005700	0.026400	0.026400	-0.006400
-0.010800	0.002900	-0.011000	0.029200	0.038500	-0.002800
0.018600	0.004700	0.006500	0.013500	0.026300	0.015700
0.009200	0.011000	0.017400	0.009000	0.025300	0.004500
0.020000	0.026400	0.029200	0.000000	0.020700	0.009000
0.024600	0.027400	0.011700	0.001800	0.022500	-0.001800
0.022900	0.007200	0.002700	0.015600	0.027000	-0.004500
0.013500	0.009000	0.000000	0.012800	0.020700	0.006300
-0.008900	-0.017900	-0.016100	0.034200	0.038600	-0.017900
-0.005100	-0.003300	0.001200	0.025800	0.025800	0.012800
0.000300	0.004800	-0.001500	0.022200	0.022200	0.003600
0.015600	0.009300	0.027200	0.011400	0.011400	0.010800
0.012800	0.030700	0.017900	0.007900	0.007900	0.003500
0.034200	0.021400	0.017800	0.004400	0.004400	0.003500
0.025800	0.022200	0.011400	0.000000	0.000000	0.004400
