up_down_5	up_down_highest_in_3days
0.046300	0.000400
0.037900	0.019600
0.014600	0.016500
-0.002000	0.018900
0.019600	0.009200
0.013100	0.012600
0.011800	0.016300
0.009200	0.014400
0.005300	0.027600
0.003300	0.045700
0.014400	0.018300
0.027600	0.012400
0.045700	-0.003200
0.015100	0.006500
0.006600	0.009100
-0.004500	0.007800
0.006500	-0.011600
-0.002500	0.004900
-0.019100	0.020200
-0.045100	0.038400
0.004900	0.000100
0.013700	0.020500
0.024700	0.034700
0.000100	0.020900
0.020500	0.007000
0.034700	-0.011100
0.001800	0.008000
-0.022800	0.018700
-0.011100	-0.002300
-0.021900	0.027600
0.005000	0.011400
-0.002300	-0.017700
0.009900	-0.049500
-0.055800	-0.001700
-0.068900	-0.013700
-0.072300	0.007400
-0.015400	-0.004900
-0.018600	0.006500
-0.007700	0.016700
-0.008700	0.010300
0.006500	-0.009500
0.007200	-0.000100
-0.003100	0.031700
-0.026500	0.044800
-0.000100	0.027900
0.031700	-0.002900
0.032800	0.009100
0.025000	-0.008600
-0.011500	0.002300
-0.013800	0.016600
-0.022500	0.031900
0.002300	0.015700
0.013800	0.018500
0.031900	-0.002400
0.013300	-0.015800
0.000300	-0.004900
-0.023100	-0.010400
-0.036800	0.012400
-0.016700	0.024300
-0.010400	0.027400
0.012400	0.020700
0.024300	0.004500
0.027400	-0.006900
0.013800	0.000000
