up_down_5	up_down_highest_in_3days
0.018300	0.014400
0.002200	0.015100
0.015800	0.002900
0.012300	0.005000
0.015100	-0.001100
-0.014100	0.023000
-0.009800	0.020800
-0.001100	0.007100
0.023000	0.004900
0.012300	0.013400
0.006400	0.014000
0.004900	0.028600
0.012700	0.029300
0.014000	0.020200
0.028600	0.000700
0.028600	0.003400
0.019500	0.007500
0.000700	0.039900
0.003400	0.037900
0.007500	0.033800
0.039900	0.003300
0.035900	0.029400
0.025900	0.035300
0.003300	0.024100
0.029400	-0.001300
0.034000	0.004300
-0.000200	0.027300
-0.019700	0.022700
0.004300	0.010700
0.005100	0.032900
0.007600	0.025800
0.010700	-0.021400
0.011500	-0.050100
-0.045700	-0.004700
-0.076200	-0.002500
-0.071800	0.014500
-0.007200	-0.014300
-0.016800	0.017000
-0.016400	0.033600
-0.026000	0.028700
0.017000	-0.003400
0.030200	-0.004400
0.018500	0.031900
-0.026700	0.048400
-0.004400	0.041000
0.031900	0.011500
0.041100	0.018800
0.041000	-0.004600
0.006900	0.010700
0.002300	0.032400
-0.005800	0.024900
0.010700	0.013000
0.032400	0.003200
0.024900	-0.013600
-0.000600	-0.002600
-0.013000	0.000700
-0.023400	0.007900
-0.031000	0.029100
0.000700	0.003900
0.002600	0.028200
0.029100	0.022900
0.003900	0.019000
0.028200	0.000000
0.022900	0.000000
