up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.027800	0.026900	0.019900	0.014400	0.014400	0.014700
0.032000	0.025000	0.025000	0.009300	0.009300	0.005100
0.030100	0.030100	0.024900	0.004200	0.011000	0.005100
0.030100	0.024900	0.010200	0.004200	0.016800	0.000000
0.029100	0.014400	0.009300	-0.007500	0.027500	0.004200
0.001000	-0.004100	-0.009200	0.005900	0.040900	-0.013400
-0.003200	-0.008300	-0.008300	0.010900	0.040000	0.000900
-0.004100	-0.004100	-0.008300	0.015100	0.035800	0.004200
-0.003300	-0.007500	0.005900	0.020100	0.035000	0.000800
-0.010900	0.002500	0.001600	0.038400	0.038400	-0.003400
0.005900	0.005000	0.000800	0.035000	0.045900	0.003400
0.010900	0.006700	0.005900	0.029100	0.043200	0.005900
0.015100	0.014300	0.017700	0.020700	0.034800	0.008400
0.020100	0.023500	0.020100	0.014900	0.033900	0.005800
0.038400	0.035000	0.029100	-0.006500	0.036600	0.014900
0.028500	0.022600	0.014200	0.017400	0.043900	-0.006500
0.021800	0.013400	0.007600	0.021400	0.044700	-0.000800
0.010900	0.005100	-0.009800	0.023900	0.047200	-0.002500
0.007600	-0.007300	-0.000800	0.026300	0.048800	0.002500
-0.008900	-0.002400	-0.001600	0.045500	0.050400	-0.001600
0.017400	0.018200	0.020700	0.026500	0.031400	0.019800
0.021400	0.023900	0.021400	0.023300	0.049300	0.003200
0.019100	0.016600	0.018200	0.028100	0.054100	-0.004800
0.026300	0.027900	0.008100	0.022500	0.044400	0.009700
0.045500	0.025700	0.022500	0.004900	0.026800	0.017600
0.026500	0.023300	0.028100	0.004900	0.026000	0.000800
0.010700	0.015500	0.005800	0.038600	0.038600	-0.012600
0.015500	0.005800	-0.011800	0.038600	0.038600	0.000000
0.022500	0.004900	0.004100	0.021900	0.021900	0.016700
-0.001400	-0.002200	0.010400	0.028200	0.028200	-0.006300
0.004900	0.017500	0.017500	0.021100	0.021100	0.007100
0.038600	0.038600	0.021900	-0.010000	-0.010000	0.021100
0.028600	0.011900	0.018200	-0.038700	-0.038700	-0.010000
-0.026800	-0.020500	-0.027600	-0.000800	-0.000800	-0.038700
-0.021300	-0.028400	-0.049500	-0.012800	-0.012800	-0.000800
-0.048600	-0.069700	-0.059700	0.007400	0.016400	-0.020200
-0.062300	-0.052300	-0.013600	-0.010600	0.009000	0.007400
-0.062900	-0.024200	-0.023400	-0.002300	0.026300	-0.010600
-0.037400	-0.036600	-0.016400	0.010900	0.039500	-0.013200
-0.038300	-0.018100	-0.025500	0.012600	0.041200	-0.001700
-0.005500	-0.012900	-0.002300	0.021900	0.028600	0.012600
-0.012900	-0.002300	0.010900	0.021900	0.034500	0.000000
-0.008900	0.004300	0.006000	0.035200	0.045900	-0.006600
-0.012400	-0.010700	-0.023300	0.051900	0.073000	-0.016700
0.006200	-0.006400	-0.006400	0.035000	0.056100	0.016900
0.021900	0.021900	0.028500	0.006700	0.027800	0.028300
0.012200	0.018800	0.035500	0.022300	0.037500	-0.009700
0.035200	0.051900	0.035000	0.010700	0.021100	0.016400
0.050300	0.033400	0.005100	0.022700	0.022700	-0.001600
0.018900	-0.009400	0.000300	0.037200	0.037200	-0.014500
0.000400	0.010100	-0.006300	0.027400	0.027800	0.009800
0.022300	0.005900	0.007500	0.015200	0.018800	0.012200
0.010700	0.012300	0.026800	0.010400	0.024200	0.004800
0.022700	0.037200	0.027400	-0.004700	0.016100	0.010400
0.032500	0.022700	0.010500	0.000000	0.020800	-0.004700
0.022700	0.010500	0.005700	0.005100	0.020800	0.000000
0.006500	0.001700	-0.008700	0.012300	0.024800	-0.004000
-0.016600	-0.027000	-0.022300	0.040800	0.043100	-0.018300
-0.013200	-0.008500	-0.008500	0.029300	0.029300	0.013800
-0.007700	-0.007700	-0.003700	0.028500	0.028500	0.000800
0.005100	0.009100	0.027400	0.015700	0.015700	0.012800
0.012300	0.030600	0.016800	0.012500	0.012500	0.003200
0.040800	0.027000	0.026200	0.002300	0.002300	0.010200
0.029300	0.028500	0.015700	0.000000	0.000000	0.002300
