up_down_5	up_down_highest_in_3days
-0.001900	0.023700
0.021800	0.004700
0.024700	0.002800
0.023700	-0.000900
0.001900	0.007500
-0.000900	0.023200
-0.000900	0.025900
0.007500	0.023900
0.023200	0.009100
0.025900	0.003600
0.023900	-0.001800
0.005500	0.001800
0.001800	-0.000900
-0.004500	0.004600
0.000900	0.003700
-0.006300	0.017200
0.004600	0.009000
0.003700	0.008100
0.017200	0.013500
0.001800	0.023300
0.000900	0.024200
0.013500	0.014100
0.023300	0.013200
0.024200	0.030500
0.014100	0.019900
0.013200	0.026000
0.030500	0.018800
0.012200	0.040700
0.026000	0.044200
0.018800	0.033200
0.040700	0.019000
0.044200	-0.003200
0.021000	0.009000
0.008400	0.007400
-0.003200	0.007700
0.007400	0.045600
-0.009700	0.061100
0.007700	0.039500
0.045600	0.004800
0.054900	0.011000
0.039500	0.002400
0.004800	0.000800
0.005600	0.006200
0.002400	0.032800
-0.013900	0.049000
0.004900	0.040100
0.032800	0.006000
0.049000	0.004500
0.040100	0.018600
0.003800	0.028100
0.004500	0.029500
0.018600	0.010900
0.028100	0.003600
0.029500	-0.002900
0.008000	-0.000700
-0.008700	0.008700
-0.009400	0.005800
-0.000700	0.000000
0.004300	0.005100
0.001400	0.007300
0.000000	0.002900
0.005100	0.002200
0.007300	0.001600
-0.005100	0.030600
-0.012400	0.037200
0.001600	0.042300
0.030600	0.026900
0.032900	0.045700
0.042300	0.027600
0.026900	0.022000
0.045700	0.007500
0.027600	-0.002700
0.019300	-0.003400
0.001400	0.000100
-0.018300	0.017100
-0.010800	0.013700
0.000100	0.006200
0.017100	0.001400
0.013700	0.005400
0.005500	0.006100
0.001400	0.005400
0.005400	-0.004000
0.002100	-0.000700
0.000700	-0.006000
-0.011400	0.000700
-0.006700	-0.020700
-0.038600	0.011900
-0.029100	0.009100
-0.020700	0.004300
0.001500	0.014700
0.008500	0.004900
0.004300	-0.003500
0.011200	-0.010400
-0.009000	-0.001400
-0.018800	0.003500
-0.011800	-0.008400
-0.009800	-0.002800
-0.007700	-0.007800
-0.019000	-0.003500
-0.020600	0.017300
-0.011300	0.021400
-0.003500	0.021400
0.017300	0.010600
0.021400	-0.007700
0.013700	0.005700
0.000800	0.008500
-0.009100	0.007800
0.005700	0.000700
0.008500	-0.003500
0.004300	-0.017600
-0.020400	-0.002800
-0.026100	0.008700
-0.020400	0.006500
-0.006400	0.010100
0.008700	-0.000000
-0.001400	0.007900
-0.000000	0.025200
-0.000000	0.015100
0.006500	0.016500
0.025200	0.029100
0.015100	0.029800
0.012300	0.034000
0.029100	0.000700
0.029800	-0.013500
0.012800	0.007700
-0.012800	0.033000
-0.019800	0.039300
-0.002800	0.043500
0.033000	-0.026200
0.011700	0.001400
0.017300	-0.011100
-0.037300	-0.002100
-0.011800	-0.004200
-0.017400	0.009200
-0.011900	0.014800
-0.007700	0.012700
0.009200	-0.003500
0.006400	0.004900
0.009200	-0.005600
-0.009100	-0.005400
-0.016900	0.010800
-0.023200	0.024600
-0.005400	0.012400
-0.002600	0.033500
0.024600	0.011900
0.010300	0.014000
0.033500	0.004200
0.011900	0.011200
0.007100	0.018100
-0.001300	0.044000
0.011200	0.036600
0.018100	0.049100
0.044000	0.046500
0.036600	0.058800
0.049100	0.055600
0.046500	0.033400
0.058800	0.012400
0.055600	0.003100
0.033400	0.006200
0.012400	0.051400
0.001300	0.053200
0.006200	0.045800
0.051400	-0.019800
0.031000	0.012500
0.020600	0.045600
-0.019800	0.042500
0.012500	0.032400
0.045600	0.002600
0.042500	0.000300
0.017600	0.015100
0.002600	-0.012000
-0.011700	-0.014000
-0.024600	0.013700
-0.026000	-0.010000
-0.024000	0.000000
