up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
-0.000700	0.001000	0.005300	0.015600	0.032600	0.004400
0.003200	0.007500	0.004000	0.013400	0.030400	0.002200
0.019600	0.016100	0.018700	0.010700	0.018300	0.012100
0.016500	0.019100	0.014700	0.017900	0.020100	0.000400
0.020000	0.015600	0.013400	0.017000	0.039300	0.000900
0.015600	0.013400	0.001300	0.017000	0.039300	0.000000
0.010400	-0.001700	-0.002100	0.020000	0.043500	-0.003000
0.010700	0.010300	0.009400	0.007600	0.031900	0.012400
0.017900	0.017000	0.017000	0.002200	0.025100	0.007600
0.009900	0.009900	0.012900	0.029400	0.036300	-0.007100
0.008600	0.011600	-0.000800	0.030700	0.042100	-0.001300
0.018400	0.006000	-0.001600	0.025100	0.039400	0.006800
0.000500	-0.007100	0.000000	0.031400	0.044900	-0.005500
0.002200	0.009300	0.010600	0.022900	0.035600	0.009300
0.029400	0.030700	0.023900	0.006900	0.032900	0.020100
0.030300	0.023500	0.029000	0.011800	0.033300	-0.000400
0.025100	0.030600	0.021300	0.014300	0.031700	0.001600
0.031400	0.022100	0.002000	0.013500	0.030900	0.000800
0.022900	0.002800	0.003200	0.012700	0.034800	0.000800
0.006900	0.007300	0.005700	0.026000	0.030700	0.004100
0.011800	0.010200	0.009400	0.021500	0.026200	0.004500
0.014300	0.013500	0.012700	0.017400	0.030000	0.004100
0.009900	0.009100	0.005000	0.021000	0.033600	-0.003600
0.010700	0.006600	0.002100	0.024100	0.032000	0.001600
0.026000	0.021500	0.017400	0.004700	0.012600	0.019400
0.021100	0.017000	0.020600	0.005100	0.013000	-0.000400
0.002300	0.005900	0.004300	0.027700	0.027700	-0.014700
0.004700	0.003100	-0.016300	0.028900	0.028900	-0.001200
0.024100	0.004700	0.005100	0.007900	0.007900	0.021000
0.004700	0.005100	0.019800	0.007900	0.007900	0.000000
0.002700	0.017400	0.018600	0.010300	0.010300	-0.002400
0.027700	0.028900	0.007900	-0.012200	-0.012200	0.010300
0.016700	-0.004300	-0.004300	-0.032600	-0.032600	-0.012200
-0.036900	-0.036900	-0.034500	-0.004100	-0.004100	-0.032600
-0.041000	-0.038600	-0.048900	-0.006500	-0.006500	-0.004100
-0.051800	-0.062100	-0.049900	0.006700	0.024200	-0.013200
-0.055400	-0.043200	-0.010600	-0.005000	0.017500	0.006700
-0.057700	-0.025100	-0.021000	0.009500	0.039200	-0.014500
-0.038200	-0.034100	-0.020900	0.022600	0.052300	-0.013100
-0.041400	-0.028200	-0.034900	0.029900	0.059600	-0.007300
-0.003300	-0.010000	0.004500	0.027500	0.036500	0.024900
-0.005000	0.009500	0.022600	0.022500	0.043200	0.005000
0.000700	0.013800	0.021100	0.038500	0.062800	-0.008800
-0.001800	0.005500	-0.019400	0.054100	0.083500	-0.015600
0.023000	-0.001900	-0.006900	0.036600	0.066000	0.017500
0.027500	0.022500	0.031300	0.009000	0.036600	0.029400
0.011100	0.019900	0.035500	0.032100	0.048000	-0.011400
0.038500	0.054100	0.036600	0.024300	0.029400	0.018600
0.049200	0.031700	0.002300	0.034300	0.034300	-0.004900
0.024000	-0.005400	0.006000	0.042000	0.042000	-0.007700
0.009000	0.020400	0.001800	0.027600	0.027600	0.014400
0.032100	0.013500	0.018400	0.015900	0.015900	0.011700
0.024300	0.029200	0.036900	0.005100	0.005100	0.010800
0.034300	0.042000	0.027600	-0.009400	-0.006500	0.005100
0.032600	0.018200	0.006500	-0.003200	0.002900	-0.009400
0.015000	0.003300	-0.007500	-0.001500	0.006100	-0.003200
-0.000300	-0.011100	-0.016200	0.002100	0.009700	-0.003600
-0.031500	-0.036600	-0.027200	0.030100	0.030100	-0.020400
-0.014100	-0.004700	-0.001500	0.007600	0.007600	0.022500
-0.011900	-0.008700	-0.005100	0.014800	0.014800	-0.007200
-0.005100	-0.001500	0.018900	0.011200	0.011200	0.003600
-0.001900	0.018500	-0.004000	0.011600	0.011600	-0.000400
0.030100	0.007600	0.014800	-0.004400	-0.004400	0.011600
0.003200	0.010400	0.006800	0.000000	0.000000	-0.004400
