up_down_5	up_down_highest_in_3days
0.021800	0.024600
0.012300	0.017300
0.035400	-0.000500
0.020800	0.003300
0.016800	0.003100
-0.014200	0.019600
-0.004600	0.013800
0.003100	0.002800
0.019600	0.001600
0.001600	0.015700
0.002000	0.022600
0.001600	0.042300
0.015700	0.042200
0.022600	0.025700
0.042300	0.003600
0.042200	0.007200
0.025700	0.006700
0.003200	0.036100
0.007200	0.030700
0.006700	0.029400
0.036100	0.008200
0.030700	0.032700
0.025900	0.040800
0.008200	0.029500
0.032700	0.004600
0.040800	0.009300
0.007800	0.031000
-0.009400	0.023300
0.009300	-0.005700
0.004100	0.021200
-0.001500	0.019100
-0.005700	-0.019600
0.001600	-0.053500
-0.054000	-0.006300
-0.079400	-0.003300
-0.079700	0.016600
-0.009600	-0.016300
-0.019600	0.012700
-0.013100	0.026100
-0.027800	0.024200
0.012700	-0.002300
0.023800	0.001700
0.019600	0.038600
-0.022000	0.056000
0.001700	0.046600
0.038600	0.012000
0.048500	0.019500
0.046600	-0.004600
0.006800	0.010600
0.001600	0.031100
-0.004600	0.027200
0.010600	0.017200
0.031100	0.009400
0.027200	-0.010600
0.006600	-0.005200
-0.006400	0.000900
-0.020600	0.005700
-0.029500	0.026100
0.000900	0.008700
0.001400	0.037000
0.026100	0.031800
0.008700	0.024000
0.037000	-0.002100
0.029700	0.000000
