up_down_5	up_down_highest_in_3days
0.006900	0.015400
0.005800	0.013300
0.018100	0.003700
0.015400	0.001600
0.013300	0.010600
0.003700	0.016300
-0.000500	0.018400
0.010600	0.007300
0.016300	-0.002600
0.010600	0.005200
-0.002100	0.011500
-0.002600	0.029000
0.000500	0.033700
0.011500	0.024300
0.029000	-0.001000
0.030700	0.003500
0.021800	0.007500
-0.001000	0.010000
0.003500	0.013500
0.007500	0.009000
0.010000	0.005000
0.013500	0.018400
0.005500	0.023400
0.003500	0.021400
0.018400	0.001500
0.023400	0.008100
0.007700	0.024200
-0.014200	0.026700
0.008100	0.012600
0.024200	0.010200
0.026700	0.009700
0.012600	-0.012400
-0.002200	-0.035300
-0.038000	-0.003000
-0.050700	-0.008000
-0.051400	0.005100
-0.011000	-0.013200
-0.021200	0.002600
-0.023500	0.026200
-0.037500	0.035100
0.002600	0.008200
0.026200	-0.010300
0.023900	0.033300
-0.021500	0.051800
-0.010300	0.038600
0.033300	0.006200
0.037800	0.020200
0.038600	0.001100
0.001700	0.020900
0.005700	0.042100
0.001100	0.031800
0.020900	0.016500
0.042100	0.005300
0.031800	-0.011000
0.005500	-0.002400
-0.008100	-0.001900
-0.016800	0.001500
-0.028200	0.023900
-0.001900	-0.000900
-0.005300	0.017100
0.022000	0.012200
-0.000900	0.011200
0.017100	-0.002900
0.009300	0.000000
