up_down_5	up_down_highest_in_3days
0.014000	0.009200
0.015500	0.005700
0.013700	0.004200
0.009200	-0.000500
0.005200	0.006500
0.000400	0.009800
-0.003200	0.009200
0.006500	0.003900
0.007800	0.011900
0.005900	0.016200
0.003900	0.009000
0.011900	0.003000
0.016200	-0.004100
0.004200	0.000700
-0.001100	-0.003900
-0.008000	-0.003800
-0.007000	-0.010700
-0.018400	-0.002200
-0.016700	0.008000
-0.018000	0.013100
-0.002300	0.011900
0.008000	0.011000
0.011700	0.021200
0.011900	0.016000
0.011000	0.008800
0.021200	-0.002200
0.010100	0.007800
0.000500	0.017900
-0.002200	0.021700
0.007800	0.021300
0.017900	0.013600
0.021700	0.003700
0.021300	-0.023500
-0.010700	0.000800
-0.019800	0.000000
-0.026500	0.003000
-0.000700	0.001500
0.000000	-0.005900
-0.002900	-0.001100
-0.005500	-0.002200
-0.010500	0.001300
-0.003300	-0.004500
-0.006700	0.006300
-0.012500	0.015600
-0.009700	0.011500
0.006300	-0.003900
0.003600	0.008100
0.007600	-0.003800
-0.007700	-0.001100
-0.006500	0.009700
-0.015900	0.018100
-0.001100	0.007100
0.006900	0.009900
0.018100	-0.001000
0.005500	0.000600
0.003100	0.005800
-0.001000	0.008700
-0.007400	0.026000
0.005600	0.021900
0.008700	0.015500
0.026000	0.006200
0.021900	0.002500
0.015500	-0.000100
0.006100	0.000000
