up_down_5	up_down_4	up_down_3	up_down_highest_in_week	highest_2_week	chg
0.028900	0.031600	0.020400	0.010500	0.028500	0.004300
0.029400	0.018200	0.006900	0.017200	0.034100	-0.002200
0.022500	0.011200	0.006400	0.017600	0.029800	0.004300
0.010100	0.005300	0.001000	0.027500	0.045500	-0.001100
0.014800	0.010500	0.012700	0.018000	0.046000	0.009500
0.009600	0.011800	0.007500	0.018900	0.046900	-0.000900
0.017200	0.012900	0.014000	0.016900	0.051000	0.005400
0.017600	0.018700	0.009200	0.012200	0.046700	0.004700
0.027500	0.018000	0.018900	0.018000	0.037900	0.008800
0.014100	0.015000	0.009600	0.031900	0.045100	-0.003900
0.017500	0.012100	0.007400	0.029400	0.066800	0.002500
0.016900	0.012200	0.003400	0.034100	0.068200	0.004800
0.011600	0.002800	0.006700	0.035100	0.068800	-0.000600
0.018000	0.021900	0.019400	0.019900	0.057800	0.015200
0.031900	0.029400	0.024600	0.013200	0.070600	0.010000
0.026500	0.021700	0.022300	0.040300	0.089000	-0.002900
0.034100	0.034700	0.019500	0.034100	0.076600	0.012400
0.035100	0.019900	0.009900	0.033700	0.076200	0.000400
0.019300	0.009300	0.012200	0.038500	0.078000	-0.000600
0.013200	0.016100	0.003700	0.057400	0.074100	0.003900
0.040300	0.027900	0.027500	0.048700	0.049900	0.024200
0.034100	0.033700	0.034300	0.042500	0.065700	0.006200
0.028700	0.029300	0.025400	0.047500	0.070700	-0.005000
0.038500	0.034600	0.010400	0.039500	0.061500	0.009200
0.057400	0.033200	0.027000	0.016700	0.038700	0.022800
0.048700	0.042500	0.047500	0.001200	0.023200	0.015500
0.027600	0.032600	0.023400	0.038100	0.038100	-0.014900
0.031900	0.022700	-0.000100	0.038800	0.038800	-0.000700
0.039500	0.016700	0.001200	0.022000	0.022000	0.016800
0.001200	-0.014300	0.000600	0.037500	0.037500	-0.015500
0.000900	0.015800	0.016500	0.022300	0.022300	0.015200
0.038100	0.038800	0.022000	-0.010600	-0.010600	0.022300
0.028200	0.011400	0.026900	-0.039800	-0.039800	-0.010600
-0.028400	-0.012900	-0.028100	-0.009300	-0.009300	-0.039800
-0.022200	-0.037400	-0.059700	-0.017000	-0.017000	-0.009300
-0.070300	-0.092600	-0.082000	0.015900	0.032200	-0.032900
-0.076700	-0.066100	-0.026300	-0.006700	0.016300	0.015900
-0.074800	-0.035000	-0.025700	0.002000	0.035900	-0.008700
-0.051300	-0.042000	-0.009100	0.018300	0.052200	-0.016300
-0.036500	-0.003600	-0.019500	0.012800	0.046700	0.005500
0.009200	-0.006700	0.002000	0.023000	0.033900	0.012800
-0.014000	-0.005300	0.011000	0.030300	0.043800	-0.007300
-0.010400	0.005900	0.000400	0.046300	0.060700	-0.005100
-0.002000	-0.007500	-0.020300	0.054200	0.075700	-0.007900
0.005600	-0.007200	0.000100	0.041100	0.062600	0.013100
0.023000	0.030300	0.035400	0.010900	0.032400	0.030200
0.021700	0.026800	0.034700	0.022100	0.041000	-0.008600
0.046300	0.054200	0.041100	0.014400	0.021500	0.019500
0.051100	0.038000	0.007800	0.024600	0.024600	-0.003100
0.028200	-0.002000	0.006600	0.034400	0.034400	-0.009800
0.005100	0.013700	-0.005800	0.027300	0.027300	0.007100
0.022100	0.002600	0.005700	0.018900	0.029200	0.008400
0.014400	0.017500	0.027300	0.007100	0.024900	0.011800
0.024600	0.034400	0.027300	-0.004800	0.019000	0.007100
0.029600	0.022500	0.014100	-0.003400	0.023800	-0.004800
0.019100	0.010700	-0.001100	0.004500	0.027200	-0.003400
0.008800	-0.003000	-0.010100	0.020400	0.029100	-0.001900
-0.022700	-0.029800	-0.025000	0.047600	0.048800	-0.019700
-0.013400	-0.008600	-0.005200	0.032400	0.032400	0.016400
-0.005600	-0.002200	-0.000300	0.029400	0.029400	0.003000
0.004500	0.006400	0.026100	0.022700	0.022700	0.006700
0.020400	0.040100	0.023700	0.008700	0.008700	0.014000
0.047600	0.031200	0.028200	0.001200	0.001200	0.007500
0.032400	0.029400	0.022700	0.000000	0.000000	0.001200
